Source,Explainer,Probability,P1,P2,Run
Wisconsin,GNN,0.50446254,98,22,1
Wisconsin,GNN,0.4527609,98,75,1
Wisconsin,GNN,0.5097274,98,220,1
Wisconsin,GNN,0.522506,98,216,1
Wisconsin,GNN,0.4806609,98,12,1
Wisconsin,GNN,0.507811,98,80,1
Wisconsin,GNN,0.5162075,98,146,1
Wisconsin,GNN,0.49276647,98,95,1
Wisconsin,GNN,0.48130462,98,209,1
Wisconsin,GNN,0.5296107,98,94,1
Wisconsin,GNN,0.522915,98,133,1
Wisconsin,GNN,0.49724904,98,187,1
Wisconsin,GNN,0.5114764,98,55,1
Wisconsin,GNN,0.47921374,98,129,1
Wisconsin,GNN,0.49312648,98,78,1
Wisconsin,GNN,0.5291703,98,189,1
Wisconsin,GNN,0.5101751,98,93,1
Wisconsin,GNN,0.48183602,98,92,1
Wisconsin,GNN,0.4870095,98,182,1
Wisconsin,GNN,0.52604854,98,14,1
Wisconsin,GNN,0.50609237,98,11,1
Wisconsin,GNN,0.4702281,98,47,1
Wisconsin,GNN,0.498052,98,193,1
Wisconsin,GNN,0.4968017,98,126,1
Wisconsin,GNN,0.5452927,98,37,1
Wisconsin,GNN,0.4909602,98,40,1
Wisconsin,GNN,0.5166615,98,99,1
Wisconsin,GNN,0.4817389,98,130,1
Wisconsin,GNN,0.48149186,98,18,1
Wisconsin,GNN,0.5136487,98,155,1
Wisconsin,GNN,0.51542705,98,35,1
Wisconsin,GNN,0.4877448,98,203,1
Wisconsin,GNN,0.46868014,98,134,1
Wisconsin,GNN,0.50012165,98,56,1
Wisconsin,GNN,0.5270809,98,69,1
Wisconsin,GNN,0.45794153,98,23,1
Wisconsin,GNN,0.54150987,98,167,1
Wisconsin,GNN,0.55073375,98,202,1
Wisconsin,GNN,0.5151765,98,105,1
Wisconsin,GNN,0.5196998,98,183,1
Wisconsin,GNN,0.48039746,98,44,1
Wisconsin,GNN,0.4856123,98,77,1
Wisconsin,GNN,0.5006408,98,13,1
Wisconsin,GNN,0.48960522,98,58,1
Wisconsin,GNN,0.49446392,98,218,1
Wisconsin,GNN,0.5312927,64,57,1
Wisconsin,GNN,0.5103086,64,234,1
Wisconsin,GNN,0.52864325,64,12,1
Wisconsin,GNN,0.5253358,212,75,1
Wisconsin,GNN,0.49582702,231,185,1
Wisconsin,GNN,0.48953682,231,143,1
Wisconsin,GNN,0.48442748,231,75,1
Wisconsin,GNN,0.5112004,198,231,1
Wisconsin,GNN,0.50107193,198,147,1
Wisconsin,GNN,0.45251933,186,147,1
Wisconsin,GNN,0.5083411,186,67,1
Wisconsin,GNN,0.50775796,186,131,1
Wisconsin,GNN,0.52205944,186,160,1
Wisconsin,GNN,0.5222082,186,238,1
Wisconsin,GNN,0.5118165,186,15,1
Wisconsin,GNN,0.5099601,244,138,1
Wisconsin,GNN,0.48686042,244,187,1
Wisconsin,GNN,0.47558963,147,198,1
Wisconsin,GNN,0.5201005,147,67,1
Wisconsin,GNN,0.46773973,147,160,1
Wisconsin,GNN,0.48887613,147,238,1
Wisconsin,GNN,0.47845283,147,151,1
Wisconsin,GNN,0.5056651,147,184,1
Wisconsin,GNN,0.46857947,86,204,1
Wisconsin,GNN,0.50710684,86,52,1
Wisconsin,GNN,0.5341715,103,29,1
Wisconsin,GNN,0.4826981,103,41,1
Wisconsin,GNN,0.5174562,103,51,1
Wisconsin,GNN,0.4992444,163,93,1
Wisconsin,GNN,0.49720865,175,36,1
Wisconsin,GNN,0.48962894,188,128,1
Wisconsin,GNN,0.551425,188,178,1
Wisconsin,GNN,0.5136302,188,173,1
Wisconsin,GNN,0.50736195,128,188,1
Wisconsin,GNN,0.47086528,128,207,1
Wisconsin,GNN,0.4864906,128,178,1
Wisconsin,GNN,0.48965198,128,173,1
Wisconsin,GNN,0.51191646,207,208,1
Wisconsin,GNN,0.514065,207,178,1
Wisconsin,GNN,0.5141062,207,173,1
Wisconsin,GNN,0.5092923,208,178,1
Wisconsin,GNN,0.53469014,208,173,1
Wisconsin,GNN,0.49680594,190,204,1
Wisconsin,GNN,0.47791386,190,52,1
Wisconsin,GNN,0.51652545,176,53,1
Wisconsin,GNN,0.5506429,102,85,1
Wisconsin,GNN,0.50820327,102,31,1
Wisconsin,GNN,0.5059114,48,221,1
Wisconsin,GNN,0.4813403,48,211,1
Wisconsin,GNN,0.51288867,114,204,1
Wisconsin,GNN,0.52085793,114,52,1
Wisconsin,GNN,0.51185465,170,243,1
Wisconsin,GNN,0.5354901,170,6,1
Wisconsin,GNN,0.5173729,170,54,1
Wisconsin,GNN,0.48425904,170,35,1
Wisconsin,GNN,0.5125643,243,170,1
Wisconsin,GNN,0.51925975,6,170,1
Wisconsin,GNN,0.47231212,57,204,1
Wisconsin,GNN,0.5110064,57,52,1
Wisconsin,GNN,0.46784657,211,97,1
Wisconsin,GNN,0.5195166,211,115,1
Wisconsin,GNN,0.46075496,211,5,1
Wisconsin,GNN,0.4942954,29,41,1
Wisconsin,GNN,0.48309064,29,126,1
Wisconsin,GNN,0.484553,233,142,1
Wisconsin,GNN,0.5386821,144,144,1
Wisconsin,GNN,0.47405678,144,12,1
Wisconsin,GNN,0.49237287,108,144,1
Wisconsin,GNN,0.49494657,118,198,1
Wisconsin,GNN,0.5237047,118,37,1
Wisconsin,GNN,0.48579347,96,217,1
Wisconsin,GNN,0.52819324,96,112,1
Wisconsin,GNN,0.48384386,20,170,1
Wisconsin,GNN,0.49211362,20,243,1
Wisconsin,GNN,0.48118263,20,149,1
Wisconsin,GNN,0.49252114,20,35,1
Wisconsin,GNN,0.48755682,204,190,1
Wisconsin,GNN,0.48444164,204,57,1
Wisconsin,GNN,0.52920836,204,97,1
Wisconsin,GNN,0.5359372,204,115,1
Wisconsin,GNN,0.49877754,204,49,1
Wisconsin,GNN,0.49424577,204,66,1
Wisconsin,GNN,0.48146418,204,5,1
Wisconsin,GNN,0.48460296,97,211,1
Wisconsin,GNN,0.45716244,97,45,1
Wisconsin,GNN,0.5621671,97,168,1
Wisconsin,GNN,0.5002899,0,20,1
Wisconsin,GNN,0.48246026,0,28,1
Wisconsin,GNN,0.5194498,0,104,1
Wisconsin,GNN,0.49521276,0,99,1
Wisconsin,GNN,0.53542846,0,200,1
Wisconsin,GNN,0.4784,7,0,1
Wisconsin,GNN,0.54534316,7,242,1
Wisconsin,GNN,0.4897105,242,170,1
Wisconsin,GNN,0.48612183,242,6,1
Wisconsin,GNN,0.4559652,242,233,1
Wisconsin,GNN,0.49457952,242,109,1
Wisconsin,GNN,0.5131689,242,7,1
Wisconsin,GNN,0.5179816,242,150,1
Wisconsin,GNN,0.53119874,242,194,1
Wisconsin,GNN,0.4848106,242,215,1
Wisconsin,GNN,0.47813898,242,171,1
Wisconsin,GNN,0.50584626,242,38,1
Wisconsin,GNN,0.5326708,242,149,1
Wisconsin,GNN,0.47391376,242,24,1
Wisconsin,GNN,0.48302516,242,249,1
Wisconsin,GNN,0.5184703,242,28,1
Wisconsin,GNN,0.48671138,242,205,1
Wisconsin,GNN,0.51698387,242,148,1
Wisconsin,GNN,0.51027757,242,21,1
Wisconsin,GNN,0.48703042,242,74,1
Wisconsin,GNN,0.4965515,242,167,1
Wisconsin,GNN,0.51516205,242,202,1
Wisconsin,GNN,0.46130693,217,96,1
Wisconsin,GNN,0.53897494,217,217,1
Wisconsin,GNN,0.5345753,112,112,1
Wisconsin,GNN,0.52173394,4,195,1
Wisconsin,GNN,0.5395044,158,229,1
Wisconsin,GNN,0.46070293,199,84,1
Wisconsin,GNN,0.5436786,199,8,1
Wisconsin,GNN,0.523476,199,145,1
Wisconsin,GNN,0.49933344,199,32,1
Wisconsin,GNN,0.5001168,53,33,1
Wisconsin,GNN,0.50689197,53,216,1
Wisconsin,GNN,0.48324257,53,195,1
Wisconsin,GNN,0.5182178,89,211,1
Wisconsin,GNN,0.5173798,89,216,1
Wisconsin,GNN,0.488509,89,195,1
Wisconsin,GNN,0.5244917,89,202,1
Wisconsin,GNN,0.51830417,152,57,1
Wisconsin,GNN,0.5128931,152,211,1
Wisconsin,GNN,0.52078164,152,216,1
Wisconsin,GNN,0.46383786,152,12,1
Wisconsin,GNN,0.45833904,152,105,1
Wisconsin,GNN,0.47918475,34,132,1
Wisconsin,GNN,0.49014235,34,104,1
Wisconsin,GNN,0.4994213,91,171,1
Wisconsin,GNN,0.48039085,91,123,1
Wisconsin,GNN,0.47079703,91,145,1
Wisconsin,GNN,0.5064746,178,41,1
Wisconsin,GNN,0.51807046,178,173,1
Wisconsin,GNN,0.46222055,178,122,1
Wisconsin,GNN,0.49368182,178,180,1
Wisconsin,GNN,0.48686066,241,29,1
Wisconsin,GNN,0.51517314,241,41,1
Wisconsin,GNN,0.5268098,241,51,1
Wisconsin,GNN,0.5047683,113,25,1
Wisconsin,GNN,0.48127115,82,25,1
Wisconsin,GNN,0.51392967,25,113,1
Wisconsin,GNN,0.48938528,25,82,1
Wisconsin,GNN,0.5053353,228,25,1
Wisconsin,GNN,0.5073593,156,152,1
Wisconsin,GNN,0.4684537,156,143,1
Wisconsin,GNN,0.5133167,156,172,1
Wisconsin,GNN,0.5271356,156,225,1
Wisconsin,GNN,0.45635083,156,183,1
Wisconsin,GNN,0.5161609,160,67,1
Wisconsin,GNN,0.4867037,160,61,1
Wisconsin,GNN,0.49133307,160,232,1
Wisconsin,GNN,0.48793712,116,20,1
Wisconsin,GNN,0.4820822,87,54,1
Wisconsin,GNN,0.48311472,87,229,1
Wisconsin,GNN,0.5032548,127,54,1
Wisconsin,GNN,0.5034865,54,170,1
Wisconsin,GNN,0.48300874,54,2,1
Wisconsin,GNN,0.4830321,54,159,1
Wisconsin,GNN,0.49486622,54,119,1
Wisconsin,GNN,0.47013915,54,46,1
Wisconsin,GNN,0.5580046,54,165,1
Wisconsin,GNN,0.4828411,54,129,1
Wisconsin,GNN,0.50062066,150,194,1
Wisconsin,GNN,0.50343955,194,150,1
Wisconsin,GNN,0.52677774,138,100,1
Wisconsin,GNN,0.53376925,106,93,1
Wisconsin,GNN,0.49573433,41,29,1
Wisconsin,GNN,0.5027978,41,178,1
Wisconsin,GNN,0.50581986,245,32,1
Wisconsin,GNN,0.4787733,245,168,1
Wisconsin,GNN,0.4720158,245,104,1
Wisconsin,GNN,0.48482034,240,104,1
Wisconsin,GNN,0.4981394,51,241,1
Wisconsin,GNN,0.50076884,51,39,1
Wisconsin,GNN,0.5006295,70,204,1
Wisconsin,GNN,0.4937189,70,52,1
Wisconsin,GNN,0.515987,39,51,1
Wisconsin,GNN,0.47170562,215,171,1
Wisconsin,GNN,0.47307235,171,215,1
Wisconsin,GNN,0.47943187,171,171,1
Wisconsin,GNN,0.47964805,172,156,1
Wisconsin,GNN,0.5167231,38,145,1
Wisconsin,GNN,0.4803564,145,38,1
Wisconsin,GNN,0.55167854,224,137,1
Wisconsin,GNN,0.48325065,83,20,1
Wisconsin,GNN,0.53500783,83,90,1
Wisconsin,GNN,0.49068433,90,83,1
Wisconsin,GNN,0.5134386,45,97,1
Wisconsin,GNN,0.50037974,45,115,1
Wisconsin,GNN,0.51599854,45,5,1
Wisconsin,GNN,0.53569764,71,204,1
Wisconsin,GNN,0.4795122,71,52,1
Wisconsin,GNN,0.5197386,141,97,1
Wisconsin,GNN,0.51067674,141,115,1
Wisconsin,GNN,0.49506027,141,5,1
Wisconsin,GNN,0.46487036,153,153,1
Wisconsin,GNN,0.4958282,196,32,1
Wisconsin,GNN,0.47324684,32,97,1
Wisconsin,GNN,0.52283007,32,115,1
Wisconsin,GNN,0.4872701,32,5,1
Wisconsin,GNN,0.503424,225,156,1
Wisconsin,GNN,0.5097393,49,204,1
Wisconsin,GNN,0.50947034,49,52,1
Wisconsin,GNN,0.465128,162,51,1
Wisconsin,GNN,0.49604434,192,73,1
Wisconsin,GNN,0.49613294,192,112,1
Wisconsin,GNN,0.46896124,192,34,1
Wisconsin,GNN,0.5041912,192,41,1
Wisconsin,GNN,0.49558303,192,125,1
Wisconsin,GNN,0.5240644,192,192,1
Wisconsin,GNN,0.46610668,192,173,1
Wisconsin,GNN,0.50551623,192,140,1
Wisconsin,GNN,0.50691336,192,122,1
Wisconsin,GNN,0.51154584,192,31,1
Wisconsin,GNN,0.45978367,81,97,1
Wisconsin,GNN,0.5386698,81,115,1
Wisconsin,GNN,0.52931255,81,5,1
Wisconsin,GNN,0.49770555,223,89,1
Wisconsin,GNN,0.50129396,223,202,1
Wisconsin,GNN,0.48251948,168,97,1
Wisconsin,GNN,0.5244023,168,115,1
Wisconsin,GNN,0.48622593,168,5,1
Wisconsin,GNN,0.48559746,201,207,1
Wisconsin,GNN,0.4908164,201,8,1
Wisconsin,GNN,0.47066966,26,201,1
Wisconsin,GNN,0.51048625,173,65,1
Wisconsin,GNN,0.54019487,173,26,1
Wisconsin,GNN,0.49743727,173,226,1
Wisconsin,GNN,0.51204133,173,182,1
Wisconsin,GNN,0.53022337,173,122,1
Wisconsin,GNN,0.510336,149,62,1
Wisconsin,GNN,0.5162387,24,62,1
Wisconsin,GNN,0.4841654,164,37,1
Wisconsin,GNN,0.4955599,166,191,1
Wisconsin,GNN,0.48000863,249,117,1
Wisconsin,GNN,0.49738,117,249,1
Wisconsin,GNN,0.4933341,117,117,1
Wisconsin,GNN,0.53303003,28,28,1
Wisconsin,GNN,0.49388972,28,104,1
Wisconsin,GNN,0.48754254,2,54,1
Wisconsin,GNN,0.52883226,68,126,1
Wisconsin,GNN,0.52239573,205,169,1
Wisconsin,GNN,0.5378565,169,205,1
Wisconsin,GNN,0.5403348,169,169,1
Wisconsin,GNN,0.4723841,79,132,1
Wisconsin,GNN,0.5111942,79,29,1
Wisconsin,GNN,0.46645582,79,213,1
Wisconsin,GNN,0.51198536,79,68,1
Wisconsin,GNN,0.5169943,79,79,1
Wisconsin,GNN,0.4589837,79,193,1
Wisconsin,GNN,0.5007507,79,126,1
Wisconsin,GNN,0.47507077,79,69,1
Wisconsin,GNN,0.49973676,148,229,1
Wisconsin,GNN,0.5297631,229,148,1
Wisconsin,GNN,0.52273595,236,97,1
Wisconsin,GNN,0.47092342,236,115,1
Wisconsin,GNN,0.4923174,236,5,1
Wisconsin,GNN,0.5102232,197,84,1
Wisconsin,GNN,0.50419295,197,232,1
Wisconsin,GNN,0.5195969,197,209,1
Wisconsin,GNN,0.5192011,197,37,1
Wisconsin,GNN,0.5131552,197,13,1
Wisconsin,GNN,0.5269964,151,37,1
Wisconsin,GNN,0.4861267,121,42,1
Wisconsin,GNN,0.48961207,121,161,1
Wisconsin,GNN,0.5249146,121,120,1
Wisconsin,GNN,0.5014976,50,230,1
Wisconsin,GNN,0.49975383,50,135,1
Wisconsin,GNN,0.491602,50,85,1
Wisconsin,GNN,0.513482,50,72,1
Wisconsin,GNN,0.50363886,50,44,1
Wisconsin,GNN,0.5171998,50,31,1
Wisconsin,GNN,0.47335264,120,121,1
Wisconsin,GNN,0.5117493,120,161,1
Wisconsin,GNN,0.5002779,120,157,1
Wisconsin,GNN,0.4594703,120,120,1
Wisconsin,GNN,0.5331179,154,209,1
Wisconsin,GNN,0.5138182,184,156,1
Wisconsin,GNN,0.46492445,184,75,1
Wisconsin,GNN,0.49102005,21,22,1
Wisconsin,GNN,0.4969445,22,21,1
Wisconsin,GNN,0.48422593,22,22,1
Wisconsin,GNN,0.48994747,210,225,1
Wisconsin,GNN,0.47966057,210,183,1
Wisconsin,GNN,0.49804926,179,158,1
Wisconsin,GNN,0.4571471,75,199,1
Wisconsin,GNN,0.4976204,75,156,1
Wisconsin,GNN,0.49572822,75,172,1
Wisconsin,GNN,0.478346,75,153,1
Wisconsin,GNN,0.49230456,75,184,1
Wisconsin,GNN,0.471621,75,183,1
Wisconsin,GNN,0.5183163,75,77,1
Wisconsin,GNN,0.55354357,12,12,1
Wisconsin,GNN,0.46495646,232,209,1
Wisconsin,GNN,0.4954372,66,3,1
Wisconsin,GNN,0.48631907,3,204,1
Wisconsin,GNN,0.48774284,3,52,1
Wisconsin,GNN,0.504012,146,136,1
Wisconsin,GNN,0.5006545,222,20,1
Wisconsin,GNN,0.5122782,5,32,1
Wisconsin,GNN,0.5174794,101,97,1
Wisconsin,GNN,0.49458864,101,115,1
Wisconsin,GNN,0.52902675,101,5,1
Wisconsin,GNN,0.49562612,140,140,1
Wisconsin,GNN,0.44875976,226,41,1
Wisconsin,GNN,0.5490676,119,129,1
Wisconsin,GNN,0.52194595,46,54,1
Wisconsin,GNN,0.51379526,46,119,1
Wisconsin,GNN,0.45588937,46,129,1
Wisconsin,GNN,0.52768224,165,159,1
Wisconsin,GNN,0.4927747,165,129,1
Wisconsin,GNN,0.48471254,129,54,1
Wisconsin,GNN,0.5010659,129,159,1
Wisconsin,GNN,0.49920917,129,119,1
Wisconsin,GNN,0.50623196,129,46,1
Wisconsin,GNN,0.45757115,129,165,1
Wisconsin,GNN,0.5272838,78,87,1
Wisconsin,GNN,0.50421613,189,171,1
Wisconsin,GNN,0.5225778,189,93,1
Wisconsin,GNN,0.4918154,92,163,1
Wisconsin,GNN,0.52259266,92,170,1
Wisconsin,GNN,0.488561,92,161,1
Wisconsin,GNN,0.4679766,92,93,1
Wisconsin,GNN,0.5213106,11,87,1
Wisconsin,GNN,0.5164675,11,127,1
Wisconsin,GNN,0.5179749,47,11,1
Wisconsin,GNN,0.52952623,126,29,1
Wisconsin,GNN,0.45429698,126,68,1
Wisconsin,GNN,0.5003117,126,69,1
Wisconsin,GNN,0.4884315,214,37,1
Wisconsin,GNN,0.50670785,37,191,1
Wisconsin,GNN,0.4745085,37,214,1
Wisconsin,GNN,0.5098277,37,37,1
Wisconsin,GNN,0.45782226,122,178,1
Wisconsin,GNN,0.49953812,122,41,1
Wisconsin,GNN,0.51473385,130,139,1
Wisconsin,GNN,0.4953918,130,18,1
Wisconsin,GNN,0.5139985,248,132,1
Wisconsin,GNN,0.49974835,181,155,1
Wisconsin,GNN,0.50064445,155,204,1
Wisconsin,GNN,0.5045284,155,52,1
Wisconsin,GNN,0.47138932,155,181,1
Wisconsin,GNN,0.5080672,246,97,1
Wisconsin,GNN,0.5117834,246,115,1
Wisconsin,GNN,0.5035203,246,5,1
Wisconsin,GNN,0.49790502,35,20,1
Wisconsin,GNN,0.5233811,250,35,1
Wisconsin,GNN,0.4918334,200,247,1
Wisconsin,GNN,0.5365938,180,178,1
Wisconsin,GNN,0.5008668,30,204,1
Wisconsin,GNN,0.53446126,30,52,1
Wisconsin,GNN,0.52111614,74,203,1
Wisconsin,GNN,0.4773756,203,74,1
Wisconsin,GNN,0.47508693,203,203,1
Wisconsin,GNN,0.51339585,69,29,1
Wisconsin,GNN,0.47431606,69,41,1
Wisconsin,GNN,0.51116943,69,126,1
Wisconsin,GNN,0.49260223,167,202,1
Wisconsin,GNN,0.48459226,202,167,1
Wisconsin,GNN,0.51977706,43,217,1
Wisconsin,GNN,0.46516258,183,156,1
Wisconsin,GNN,0.4767118,44,178,1
Wisconsin,GNN,0.49119946,44,241,1
Wisconsin,GNN,0.5092067,44,41,1
Wisconsin,GNN,0.50450146,44,9,1
Wisconsin,GNN,0.53694487,44,173,1
Wisconsin,GNN,0.4990001,44,140,1
Wisconsin,GNN,0.53476596,44,182,1
Wisconsin,GNN,0.53357756,44,122,1
Wisconsin,GNN,0.505313,44,31,1
Wisconsin,GNN,0.5531531,107,217,1
Wisconsin,GNN,0.48846895,107,124,1
Wisconsin,GNN,0.52020377,107,10,1
Wisconsin,GNN,0.44310248,107,183,1
Wisconsin,GNN,0.51620424,239,167,1
Wisconsin,GNN,0.47044614,206,33,1
Wisconsin,GNN,0.5314938,206,171,1
Wisconsin,GNN,0.46758837,206,201,1
Wisconsin,GNN,0.5162304,58,12,1
Wisconsin,GNN,0.48714072,219,63,1
Wisconsin,GNN,0.48644084,63,78,2
Wisconsin,GNN,0.5070377,63,92,2
Wisconsin,GNN,0.53074855,27,63,2
Wisconsin,GNN,0.5126188,27,111,2
Wisconsin,GNN,0.52574384,110,12,2
Wisconsin,GNN,0.50067335,98,63,2
Wisconsin,GNN,0.48776734,98,27,2
Wisconsin,GNN,0.541566,98,244,2
Wisconsin,GNN,0.46627307,98,147,2
Wisconsin,GNN,0.52278405,98,86,2
Wisconsin,GNN,0.51576346,98,163,2
Wisconsin,GNN,0.50882214,98,132,2
Wisconsin,GNN,0.49033856,98,175,2
Wisconsin,GNN,0.52048475,98,19,2
Wisconsin,GNN,0.52440053,98,17,2
Wisconsin,GNN,0.53721935,98,190,2
Wisconsin,GNN,0.51873106,98,102,2
Wisconsin,GNN,0.49053398,98,114,2
Wisconsin,GNN,0.47593793,98,170,2
Wisconsin,GNN,0.4912319,98,243,2
Wisconsin,GNN,0.49865916,98,6,2
Wisconsin,GNN,0.49597466,98,57,2
Wisconsin,GNN,0.5009367,98,67,2
Wisconsin,GNN,0.51893646,98,211,2
Wisconsin,GNN,0.47284883,98,29,2
Wisconsin,GNN,0.48863572,98,33,2
Wisconsin,GNN,0.4811361,98,144,2
Wisconsin,GNN,0.45968503,98,109,2
Wisconsin,GNN,0.47777253,98,96,2
Wisconsin,GNN,0.5252844,98,204,2
Wisconsin,GNN,0.4691844,98,52,2
Wisconsin,GNN,0.51872146,98,59,2
Wisconsin,GNN,0.503917,98,60,2
Wisconsin,GNN,0.48855895,98,4,2
Wisconsin,GNN,0.49814546,98,131,2
Wisconsin,GNN,0.48328802,98,174,2
Wisconsin,GNN,0.50714576,98,113,2
Wisconsin,GNN,0.48146406,98,82,2
Wisconsin,GNN,0.47066775,98,25,2
Wisconsin,GNN,0.50337124,98,54,2
Wisconsin,GNN,0.54110515,98,138,2
Wisconsin,GNN,0.52355874,98,213,2
Wisconsin,GNN,0.49902248,98,41,2
Wisconsin,GNN,0.51047385,98,177,2
Wisconsin,GNN,0.50227255,98,171,2
Wisconsin,GNN,0.48863626,98,172,2
Wisconsin,GNN,0.48898295,98,125,2
Wisconsin,GNN,0.5285103,98,8,2
Wisconsin,GNN,0.5345693,98,123,2
Wisconsin,GNN,0.4764534,98,145,2
Wisconsin,GNN,0.50086546,98,111,2
Wisconsin,GNN,0.4644174,98,139,2
Wisconsin,GNN,0.4637589,98,137,2
Wisconsin,GNN,0.50930506,98,76,2
Wisconsin,GNN,0.4935735,98,45,2
Wisconsin,GNN,0.5207768,98,238,2
Wisconsin,GNN,0.5050724,98,15,2
Wisconsin,GNN,0.4729424,98,153,2
Wisconsin,GNN,0.5054996,98,32,2
Wisconsin,GNN,0.48159143,98,235,2
Wisconsin,GNN,0.46279788,98,230,2
Wisconsin,GNN,0.5107004,98,237,2
Wisconsin,GNN,0.5310043,98,192,2
Wisconsin,GNN,0.4834371,98,168,2
Wisconsin,GNN,0.4736564,98,173,2
Wisconsin,GNN,0.5008419,98,28,2
Wisconsin,GNN,0.47653157,98,104,2
Wisconsin,GNN,0.5117471,98,124,2
Wisconsin,GNN,0.53781444,98,135,2
Wisconsin,GNN,0.49721017,98,2,2
Wisconsin,GNN,0.5289118,98,68,2
Wisconsin,GNN,0.4744518,98,205,2
Wisconsin,GNN,0.4748845,98,169,2
Wisconsin,GNN,0.51269084,98,229,2
Wisconsin,GNN,0.47913563,98,88,2
Wisconsin,GNN,0.45547336,98,16,2
Wisconsin,GNN,0.47720253,98,157,2
Wisconsin,GNN,0.49857676,98,1,2
Wisconsin,GNN,0.5106177,98,227,2
Wisconsin,GNN,0.47430524,98,154,2
Wisconsin,GNN,0.50453216,98,10,2
Wisconsin,GNN,0.48724076,98,184,2
Wisconsin,GNN,0.5021934,98,22,2
Wisconsin,GNN,0.46330327,98,75,2
Wisconsin,GNN,0.55707186,98,220,2
Wisconsin,GNN,0.52026063,98,216,2
Wisconsin,GNN,0.541811,98,12,2
Wisconsin,GNN,0.5028922,98,80,2
Wisconsin,GNN,0.5247148,98,146,2
Wisconsin,GNN,0.4995924,98,95,2
Wisconsin,GNN,0.48810446,98,209,2
Wisconsin,GNN,0.5077111,98,94,2
Wisconsin,GNN,0.4857402,98,133,2
