Source,Explainer,Probability,P1,P2,Run
Texas,GNN,0.5092346,139,18,1
Texas,GNN,0.50114614,18,126,1
Texas,GNN,0.47023585,172,113,1
Texas,GNN,0.5153138,1,80,1
Texas,GNN,0.48983794,148,148,1
Texas,GNN,0.46076882,148,146,1
Texas,GNN,0.4905246,148,159,1
Texas,GNN,0.48973814,134,134,1
Texas,GNN,0.51116407,144,82,1
Texas,GNN,0.51863956,105,144,1
Texas,GNN,0.50586975,180,84,1
Texas,GNN,0.4988808,180,180,1
Texas,GNN,0.5249682,180,47,1
Texas,GNN,0.50618494,180,66,1
Texas,GNN,0.48358288,60,21,1
Texas,GNN,0.5052866,60,16,1
Texas,GNN,0.48954123,36,21,1
Texas,GNN,0.5171235,36,60,1
Texas,GNN,0.5044415,74,22,1
Texas,GNN,0.5584877,74,48,1
Texas,GNN,0.5101903,46,95,1
Texas,GNN,0.50779134,4,164,1
Texas,GNN,0.49770153,4,66,1
Texas,GNN,0.4692789,4,146,1
Texas,GNN,0.5053227,164,146,1
Texas,GNN,0.4693219,11,94,1
Texas,GNN,0.49556863,11,108,1
Texas,GNN,0.4615971,80,66,1
Texas,GNN,0.5315311,176,80,1
Texas,GNN,0.48052207,28,80,1
Texas,GNN,0.5161152,28,146,1
Texas,GNN,0.5053772,122,167,1
Texas,GNN,0.4918406,163,163,1
Texas,GNN,0.50346565,163,58,1
Texas,GNN,0.46463162,79,82,1
Texas,GNN,0.47148603,23,127,1
Texas,GNN,0.47266752,23,147,1
Texas,GNN,0.47161114,151,89,1
Texas,GNN,0.48048985,151,66,1
Texas,GNN,0.49228492,151,152,1
Texas,GNN,0.43155515,133,64,1
Texas,GNN,0.55375284,133,178,1
Texas,GNN,0.47111988,133,82,1
Texas,GNN,0.51231015,133,16,1
Texas,GNN,0.5175396,173,84,1
Texas,GNN,0.53043556,173,96,1
Texas,GNN,0.48030108,173,175,1
Texas,GNN,0.4413902,173,131,1
Texas,GNN,0.45551383,173,55,1
Texas,GNN,0.5155136,173,145,1
Texas,GNN,0.5153134,173,8,1
Texas,GNN,0.5167271,131,84,1
Texas,GNN,0.49670023,131,138,1
Texas,GNN,0.5101043,131,168,1
Texas,GNN,0.4356995,131,100,1
Texas,GNN,0.48186386,131,66,1
Texas,GNN,0.49404377,168,131,1
Texas,GNN,0.4967484,100,131,1
Texas,GNN,0.48906344,51,116,1
Texas,GNN,0.46908218,161,116,1
Texas,GNN,0.46369326,2,8,1
Texas,GNN,0.482935,127,84,1
Texas,GNN,0.47357816,127,31,1
Texas,GNN,0.49183315,127,23,1
Texas,GNN,0.48439258,127,153,1
Texas,GNN,0.500139,127,62,1
Texas,GNN,0.48551556,127,171,1
Texas,GNN,0.49115872,127,55,1
Texas,GNN,0.47048515,127,129,1
Texas,GNN,0.4459586,34,84,1
Texas,GNN,0.51431036,34,34,1
Texas,GNN,0.46319842,34,66,1
Texas,GNN,0.55445075,42,93,1
Texas,GNN,0.45579237,42,34,1
Texas,GNN,0.48376605,7,14,1
Texas,GNN,0.51683456,7,34,1
Texas,GNN,0.504506,78,34,1
Texas,GNN,0.50454307,78,146,1
Texas,GNN,0.53995836,50,68,1
Texas,GNN,0.5425769,50,34,1
Texas,GNN,0.52460146,50,150,1
Texas,GNN,0.4784932,58,163,1
Texas,GNN,0.53484136,58,119,1
Texas,GNN,0.47916964,58,13,1
Texas,GNN,0.5230509,58,102,1
Texas,GNN,0.46996835,58,88,1
Texas,GNN,0.5112158,67,67,1
Texas,GNN,0.5047339,177,84,1
Texas,GNN,0.5119541,177,156,1
Texas,GNN,0.49896574,177,167,1
Texas,GNN,0.52138627,82,64,1
Texas,GNN,0.5315143,82,144,1
Texas,GNN,0.5132293,82,79,1
Texas,GNN,0.47146776,82,133,1
Texas,GNN,0.4792512,47,84,1
Texas,GNN,0.52693784,47,180,1
Texas,GNN,0.5327858,95,157,1
Texas,GNN,0.51601094,95,46,1
Texas,GNN,0.49100417,95,95,1
Texas,GNN,0.51518977,95,66,1
Texas,GNN,0.5331991,95,76,1
Texas,GNN,0.5011321,66,86,1
Texas,GNN,0.48261577,72,108,1
Texas,GNN,0.5311771,171,84,1
Texas,GNN,0.46495053,171,66,1
Texas,GNN,0.53585,171,113,1
Texas,GNN,0.49384964,171,6,1
Texas,GNN,0.46034843,171,129,1
Texas,GNN,0.50160927,17,29,1
Texas,GNN,0.49697277,86,86,1
Texas,GNN,0.48676223,53,71,1
Texas,GNN,0.4784496,117,146,1
Texas,GNN,0.50623274,87,116,1
Texas,GNN,0.4728587,159,59,1
Texas,GNN,0.54011434,159,150,1
Texas,GNN,0.5204111,159,44,1
Texas,GNN,0.5394227,119,58,1
Texas,GNN,0.4857318,55,116,1
Texas,GNN,0.52271676,30,146,1
Texas,GNN,0.53617895,30,159,1
Texas,GNN,0.47062814,25,84,1
Texas,GNN,0.4614073,25,167,1
Texas,GNN,0.54839325,145,168,1
Texas,GNN,0.5099862,160,116,1
Texas,GNN,0.53349394,40,24,1
Texas,GNN,0.5404098,13,58,1
Texas,GNN,0.5030347,13,13,1
Texas,GNN,0.49454752,123,16,1
Texas,GNN,0.44688514,44,159,1
Texas,GNN,0.53738344,70,147,1
Texas,GNN,0.52109295,15,22,1
Texas,GNN,0.47290173,15,165,1
Texas,GNN,0.5468163,15,16,1
Texas,GNN,0.51187515,15,15,1
Texas,GNN,0.4880839,15,65,1
Texas,GNN,0.49479488,92,15,1
Texas,GNN,0.49206984,20,115,1
Texas,GNN,0.48174083,20,16,1
Texas,GNN,0.44936436,20,15,1
Texas,GNN,0.5090582,20,5,1
Texas,GNN,0.505104,174,15,1
Texas,GNN,0.50929546,75,116,1
Texas,GNN,0.531178,41,84,1
Texas,GNN,0.46415287,41,104,1
Texas,GNN,0.46724114,41,118,1
Texas,GNN,0.50443995,41,66,1
Texas,GNN,0.4728715,162,66,1
Texas,GNN,0.51491016,162,29,1
Texas,GNN,0.52494794,101,5,1
Texas,GNN,0.53138715,29,97,1
Texas,GNN,0.54111063,29,17,1
Texas,GNN,0.49515203,29,162,1
Texas,GNN,0.5079816,102,58,1
Texas,GNN,0.49883068,102,66,1
Texas,GNN,0.4934666,102,102,1
Texas,GNN,0.49269816,88,102,1
Texas,GNN,0.45016867,130,24,1
Texas,GNN,0.5334389,81,58,1
Texas,GNN,0.5025956,56,84,2
Texas,GNN,0.49957395,56,39,2
Texas,GNN,0.47934344,56,9,2
Texas,GNN,0.5169719,56,77,2
Texas,GNN,0.50114787,56,89,2
Texas,GNN,0.4828764,56,61,2
Texas,GNN,0.51435626,56,125,2
Texas,GNN,0.5510314,56,94,2
Texas,GNN,0.5104731,56,64,2
Texas,GNN,0.5033695,56,52,2
Texas,GNN,0.5076451,56,27,2
Texas,GNN,0.5000079,56,112,2
Texas,GNN,0.52385145,56,21,2
Texas,GNN,0.54819334,56,154,2
Texas,GNN,0.47273666,56,31,2
Texas,GNN,0.46924782,56,109,2
Texas,GNN,0.49547547,56,57,2
Texas,GNN,0.50306916,56,59,2
Texas,GNN,0.49219295,56,22,2
Texas,GNN,0.548828,56,90,2
Texas,GNN,0.48448238,56,68,2
Texas,GNN,0.50287807,56,91,2
Texas,GNN,0.55010957,56,63,2
Texas,GNN,0.5142263,56,85,2
Texas,GNN,0.50714993,56,116,2
Texas,GNN,0.52204895,56,32,2
Texas,GNN,0.48236504,56,143,2
Texas,GNN,0.42938167,56,181,2
Texas,GNN,0.46712404,56,54,2
Texas,GNN,0.52548105,56,69,2
Texas,GNN,0.47821477,56,3,2
Texas,GNN,0.46777096,56,139,2
Texas,GNN,0.47161332,56,104,2
Texas,GNN,0.50286216,56,128,2
Texas,GNN,0.45705378,56,137,2
Texas,GNN,0.48045698,56,172,2
Texas,GNN,0.4929538,56,93,2
Texas,GNN,0.52945805,56,179,2
Texas,GNN,0.5153369,56,132,2
Texas,GNN,0.48621583,56,134,2
Texas,GNN,0.4715451,56,178,2
Texas,GNN,0.47508484,56,144,2
Texas,GNN,0.51596725,56,74,2
Texas,GNN,0.52540916,56,46,2
Texas,GNN,0.51516455,56,11,2
Texas,GNN,0.5348534,56,80,2
Texas,GNN,0.49995953,56,124,2
Texas,GNN,0.5247256,56,135,2
Texas,GNN,0.46401757,56,97,2
Texas,GNN,0.51847285,56,98,2
Texas,GNN,0.5014392,56,79,2
Texas,GNN,0.50033677,56,23,2
Texas,GNN,0.46758065,56,118,2
Texas,GNN,0.5178738,56,167,2
Texas,GNN,0.51518506,56,131,2
Texas,GNN,0.50948256,56,153,2
Texas,GNN,0.5334145,56,33,2
Texas,GNN,0.4748451,56,149,2
Texas,GNN,0.47459257,56,161,2
Texas,GNN,0.5155903,56,127,2
Texas,GNN,0.46250743,56,34,2
Texas,GNN,0.5214191,56,136,2
Texas,GNN,0.4699614,56,169,2
Texas,GNN,0.5156892,56,150,2
Texas,GNN,0.5131168,56,62,2
Texas,GNN,0.49722573,56,26,2
Texas,GNN,0.48979017,56,82,2
Texas,GNN,0.48306614,56,12,2
Texas,GNN,0.5144897,56,47,2
Texas,GNN,0.48624098,56,166,2
Texas,GNN,0.47052255,56,171,2
Texas,GNN,0.5238904,56,6,2
Texas,GNN,0.50130016,56,17,2
Texas,GNN,0.5228596,56,53,2
Texas,GNN,0.51200324,56,117,2
Texas,GNN,0.46992853,56,87,2
Texas,GNN,0.49535388,56,146,2
Texas,GNN,0.45967153,56,49,2
Texas,GNN,0.48998007,56,159,2
Texas,GNN,0.49311724,56,119,2
Texas,GNN,0.5231923,56,170,2
Texas,GNN,0.50642383,56,38,2
Texas,GNN,0.52912086,56,55,2
Texas,GNN,0.5509932,56,30,2
Texas,GNN,0.49918285,56,165,2
Texas,GNN,0.52216816,56,103,2
Texas,GNN,0.4950913,56,155,2
Texas,GNN,0.49157566,56,110,2
Texas,GNN,0.47865298,56,16,2
Texas,GNN,0.49180502,56,44,2
Texas,GNN,0.5127569,56,75,2
Texas,GNN,0.49970305,56,41,2
Texas,GNN,0.51697725,56,29,2
Texas,GNN,0.47305566,56,35,2
Texas,GNN,0.49533024,56,65,2
Texas,GNN,0.5260168,56,19,2
Texas,GNN,0.541123,56,142,2
Texas,GNN,0.49706003,56,129,2
Texas,GNN,0.54276806,56,37,2
Texas,GNN,0.5099518,56,24,2
Texas,GNN,0.49871346,56,43,2
Texas,GNN,0.48496825,56,5,2
Texas,GNN,0.48976067,56,81,2
Texas,GNN,0.41771343,56,147,2
Texas,GNN,0.5114432,84,31,2
Texas,GNN,0.48109487,84,23,2
Texas,GNN,0.48766536,84,153,2
Texas,GNN,0.502397,84,127,2
Texas,GNN,0.51166695,84,34,2
Texas,GNN,0.54725266,84,62,2
Texas,GNN,0.51297206,84,47,2
Texas,GNN,0.5490796,84,147,2
Texas,GNN,0.48319626,39,140,2
Texas,GNN,0.4955307,106,9,2
Texas,GNN,0.49956205,89,151,2
Texas,GNN,0.50211996,61,84,2
Texas,GNN,0.47468013,114,49,2
Texas,GNN,0.50178534,83,39,2
Texas,GNN,0.46153754,83,140,2
Texas,GNN,0.52980745,83,37,2
Texas,GNN,0.51237595,125,54,2
Texas,GNN,0.49365544,64,82,2
Texas,GNN,0.49621725,10,108,2
Texas,GNN,0.5015477,182,29,2
Texas,GNN,0.50085956,140,39,2
Texas,GNN,0.47897068,140,83,2
Texas,GNN,0.51946235,140,90,2
Texas,GNN,0.55927646,45,45,2
Texas,GNN,0.4889354,45,108,2
Texas,GNN,0.49947485,108,45,2
Texas,GNN,0.49826843,108,11,2
Texas,GNN,0.4850461,108,72,2
Texas,GNN,0.48257357,73,73,2
Texas,GNN,0.4317759,73,158,2
Texas,GNN,0.45559117,73,66,2
Texas,GNN,0.5348802,158,73,2
Texas,GNN,0.5105807,107,108,2
Texas,GNN,0.5269271,126,18,2
Texas,GNN,0.49748594,126,16,2
Texas,GNN,0.50028104,126,29,2
Texas,GNN,0.51891106,57,22,2
Texas,GNN,0.48684862,57,67,2
Texas,GNN,0.44601813,57,170,2
Texas,GNN,0.4812169,57,165,2
Texas,GNN,0.49728918,57,110,2
Texas,GNN,0.5300585,57,15,2
Texas,GNN,0.46781027,57,65,2
Texas,GNN,0.51169854,59,159,2
Texas,GNN,0.5103614,59,16,2
Texas,GNN,0.5414022,120,140,2
Texas,GNN,0.483896,120,156,2
Texas,GNN,0.5264114,156,156,2
Texas,GNN,0.5210027,99,94,2
Texas,GNN,0.49653152,99,132,2
Texas,GNN,0.47599643,99,79,2
Texas,GNN,0.4405881,90,140,2
Texas,GNN,0.4824959,90,90,2
Texas,GNN,0.5182078,63,58,2
Texas,GNN,0.48302865,175,175,2
Texas,GNN,0.483169,85,16,2
Texas,GNN,0.45855927,111,85,2
Texas,GNN,0.4480799,0,58,2
Texas,GNN,0.48227033,0,121,2
Texas,GNN,0.5071751,141,116,2
Texas,GNN,0.49164337,141,48,2
Texas,GNN,0.5097986,116,76,2
Texas,GNN,0.51513755,54,125,2
Texas,GNN,0.48004237,139,18,2
Texas,GNN,0.5171224,18,126,2
Texas,GNN,0.49781707,172,113,2
Texas,GNN,0.49038154,1,80,2
Texas,GNN,0.46553716,148,148,2
Texas,GNN,0.44309244,148,146,2
Texas,GNN,0.5125151,148,159,2
Texas,GNN,0.47878993,134,134,2
Texas,GNN,0.49847662,144,82,2
Texas,GNN,0.526729,105,144,2
Texas,GNN,0.51802266,180,84,2
Texas,GNN,0.52259153,180,180,2
Texas,GNN,0.5028084,180,47,2
Texas,GNN,0.4954152,180,66,2
Texas,GNN,0.49306247,60,21,2
Texas,GNN,0.5141431,60,16,2
Texas,GNN,0.47559956,36,21,2
Texas,GNN,0.4304728,36,60,2
Texas,GNN,0.48167396,74,22,2
Texas,GNN,0.51812506,74,48,2
Texas,GNN,0.50154483,46,95,2
Texas,GNN,0.5044299,4,164,2
Texas,GNN,0.533485,4,66,2
Texas,GNN,0.4756728,4,146,2
Texas,GNN,0.47842923,164,146,2
Texas,GNN,0.48617244,11,94,2
Texas,GNN,0.555541,11,108,2
Texas,GNN,0.49268404,80,66,2
Texas,GNN,0.4505099,176,80,2
Texas,GNN,0.49296442,28,80,2
Texas,GNN,0.5132265,28,146,2
Texas,GNN,0.47450763,122,167,2
Texas,GNN,0.46742547,163,163,2
Texas,GNN,0.41494903,163,58,2
Texas,GNN,0.48578548,79,82,2
Texas,GNN,0.5520072,23,127,2
Texas,GNN,0.52778685,23,147,2
Texas,GNN,0.4798608,151,89,2
Texas,GNN,0.45199266,151,66,2
Texas,GNN,0.51538426,151,152,2
Texas,GNN,0.5446614,133,64,2
Texas,GNN,0.4878374,133,178,2
Texas,GNN,0.48873532,133,82,2
Texas,GNN,0.47214666,133,16,2
Texas,GNN,0.49838755,173,84,2
Texas,GNN,0.5003789,173,96,2
Texas,GNN,0.53400654,173,175,2
Texas,GNN,0.5080033,173,131,2
Texas,GNN,0.47105813,173,55,2
Texas,GNN,0.5130674,173,145,2
Texas,GNN,0.46888492,173,8,2
Texas,GNN,0.47845992,131,84,2
Texas,GNN,0.47316736,131,138,2
Texas,GNN,0.4998172,131,168,2
Texas,GNN,0.509241,131,100,2
Texas,GNN,0.4695031,131,66,2
Texas,GNN,0.45148396,168,131,2
Texas,GNN,0.49280068,100,131,2
Texas,GNN,0.5012706,51,116,2
Texas,GNN,0.50423044,161,116,2
Texas,GNN,0.52613384,2,8,2
Texas,GNN,0.50550103,127,84,2
Texas,GNN,0.4538781,127,31,2
Texas,GNN,0.561155,127,23,2
Texas,GNN,0.48427576,127,153,2
Texas,GNN,0.4835627,127,62,2
Texas,GNN,0.53141654,127,171,2
Texas,GNN,0.50233746,127,55,2
Texas,GNN,0.48691773,127,129,2
Texas,GNN,0.48243386,34,84,2
Texas,GNN,0.49227685,34,34,2
Texas,GNN,0.5529146,34,66,2
Texas,GNN,0.5138743,42,93,2
Texas,GNN,0.4513189,42,34,2
Texas,GNN,0.44425765,7,14,2
Texas,GNN,0.4935072,7,34,2
Texas,GNN,0.5231451,78,34,2
Texas,GNN,0.52433723,78,146,2
Texas,GNN,0.49052802,50,68,2
Texas,GNN,0.5264394,50,34,2
Texas,GNN,0.47992548,50,150,2
Texas,GNN,0.48594803,58,163,2
Texas,GNN,0.44924137,58,119,2
Texas,GNN,0.5145836,58,13,2
Texas,GNN,0.5112466,58,102,2
Texas,GNN,0.45919895,58,88,2
Texas,GNN,0.5155497,67,67,2
Texas,GNN,0.5133877,177,84,2
Texas,GNN,0.47921202,177,156,2
Texas,GNN,0.48850337,177,167,2
Texas,GNN,0.48028105,82,64,2
Texas,GNN,0.47524127,82,144,2
Texas,GNN,0.46843728,82,79,2
Texas,GNN,0.4533929,82,133,2
Texas,GNN,0.47562945,47,84,2
Texas,GNN,0.50491357,47,180,2
Texas,GNN,0.49644384,95,157,2
Texas,GNN,0.4777706,95,46,2
Texas,GNN,0.49349114,95,95,2
Texas,GNN,0.46404344,95,66,2
Texas,GNN,0.52104765,95,76,2
Texas,GNN,0.5351173,66,86,2
Texas,GNN,0.46892717,72,108,2
Texas,GNN,0.5180575,171,84,2
Texas,GNN,0.45931265,171,66,2
Texas,GNN,0.5330403,171,113,2
Texas,GNN,0.45898852,171,6,2
Texas,GNN,0.53025913,171,129,2
Texas,GNN,0.5072839,17,29,2
Texas,GNN,0.46226284,86,86,2
Texas,GNN,0.5542865,53,71,2
Texas,GNN,0.5239808,117,146,2
Texas,GNN,0.47355562,87,116,2
Texas,GNN,0.51882803,159,59,2
Texas,GNN,0.47284815,159,150,2
Texas,GNN,0.5325863,159,44,2
Texas,GNN,0.54020756,119,58,2
Texas,GNN,0.47998118,55,116,2
Texas,GNN,0.48520544,30,146,2
Texas,GNN,0.5210993,30,159,2
Texas,GNN,0.52949554,25,84,2
Texas,GNN,0.4504728,25,167,2
Texas,GNN,0.4916666,145,168,2
Texas,GNN,0.4798182,160,116,2
Texas,GNN,0.49597773,40,24,2
Texas,GNN,0.5043702,13,58,2
Texas,GNN,0.50038874,13,13,2
Texas,GNN,0.48105812,123,16,2
Texas,GNN,0.48807094,44,159,2
Texas,GNN,0.4846203,70,147,2
Texas,GNN,0.47188297,15,22,2
Texas,GNN,0.47286218,15,165,2
Texas,GNN,0.48170215,15,16,2
Texas,GNN,0.46373105,15,15,2
Texas,GNN,0.47967926,15,65,2
Texas,GNN,0.53239644,92,15,2
Texas,GNN,0.45191553,20,115,2
Texas,GNN,0.447794,20,16,2
Texas,GNN,0.49215698,20,15,2
Texas,GNN,0.49592024,20,5,2
Texas,GNN,0.5301303,174,15,2
Texas,GNN,0.50423145,75,116,2
Texas,GNN,0.4872534,41,84,2
Texas,GNN,0.48517635,41,104,2
Texas,GNN,0.54494715,41,118,2
Texas,GNN,0.479639,41,66,2
Texas,GNN,0.48072064,162,66,2
Texas,GNN,0.50513047,162,29,2
Texas,GNN,0.52976626,101,5,2
Texas,GNN,0.49012104,29,97,2
Texas,GNN,0.50092775,29,17,2
Texas,GNN,0.53133637,29,162,2
Texas,GNN,0.5202873,102,58,2
Texas,GNN,0.4911068,102,66,2
Texas,GNN,0.5006412,102,102,2
Texas,GNN,0.5026364,88,102,2
Texas,GNN,0.4821028,130,24,2
Texas,GNN,0.44436878,81,58,2
Texas,GNN,0.4613256,56,84,3
Texas,GNN,0.50500137,56,39,3
Texas,GNN,0.4863683,56,9,3
Texas,GNN,0.47682485,56,77,3
Texas,GNN,0.50839394,56,89,3
Texas,GNN,0.47538885,56,61,3
Texas,GNN,0.4901356,56,125,3
Texas,GNN,0.5449922,56,94,3
Texas,GNN,0.4615578,56,64,3
Texas,GNN,0.49933702,56,52,3
Texas,GNN,0.5424789,56,27,3
Texas,GNN,0.49546757,56,112,3
Texas,GNN,0.47998634,56,21,3
Texas,GNN,0.47908732,56,154,3
Texas,GNN,0.44880986,56,31,3
Texas,GNN,0.49532908,56,109,3
Texas,GNN,0.48837236,56,57,3
Texas,GNN,0.4544343,56,59,3
Texas,GNN,0.5306422,56,22,3
Texas,GNN,0.47980154,56,90,3
Texas,GNN,0.49110788,56,68,3
Texas,GNN,0.5075196,56,91,3
Texas,GNN,0.52803355,56,63,3
Texas,GNN,0.491841,56,85,3
Texas,GNN,0.4687163,56,116,3
Texas,GNN,0.49857974,56,32,3
Texas,GNN,0.5363897,56,143,3
Texas,GNN,0.4712753,56,181,3
Texas,GNN,0.474871,56,54,3
Texas,GNN,0.5403063,56,69,3
Texas,GNN,0.5014211,56,3,3
Texas,GNN,0.48714027,56,139,3
Texas,GNN,0.48978394,56,104,3
Texas,GNN,0.47581053,56,128,3
Texas,GNN,0.51906204,56,137,3
Texas,GNN,0.50350845,56,172,3
Texas,GNN,0.48181438,56,93,3
Texas,GNN,0.48413774,56,179,3
Texas,GNN,0.5152062,56,132,3
Texas,GNN,0.4960817,56,134,3
Texas,GNN,0.5534899,56,178,3
Texas,GNN,0.5031999,56,144,3
Texas,GNN,0.48573637,56,74,3
Texas,GNN,0.512102,56,46,3
Texas,GNN,0.49801698,56,11,3
Texas,GNN,0.5072606,56,80,3
Texas,GNN,0.4971266,56,124,3
Texas,GNN,0.5217755,56,135,3
Texas,GNN,0.4663255,56,97,3
