,P1,P2,Prob
109,tensor(10070),tensor(10493),tensor(0.0210)
110,tensor(10071),tensor(74),tensor(0.0012)
111,tensor(10071),tensor(10066),tensor(0.4728)
112,tensor(10072),tensor(10066),tensor(0.3809)
113,tensor(10073),tensor(2544),tensor(0.0005)
114,tensor(10073),tensor(10066),tensor(0.4610)
115,tensor(10074),tensor(10068),tensor(0.4598)
116,tensor(10490),tensor(10491),tensor(0.3424)
117,tensor(10490),tensor(10492),tensor(0.3565)
118,tensor(10490),tensor(10493),tensor(0.4016)
119,tensor(10491),tensor(10490),tensor(0.3940)
120,tensor(10492),tensor(10490),tensor(0.4048)
121,tensor(10493),tensor(609),tensor(0.3844)
122,tensor(10493),tensor(6040),tensor(0.3354)
123,tensor(10493),tensor(9387),tensor(0.3866)
124,tensor(10493),tensor(10070),tensor(0.3643)
125,tensor(10493),tensor(10490),tensor(0.3924)
126,tensor(10791),tensor(11227),tensor(0.3134)
127,tensor(11121),tensor(9935),tensor(0.3061)
128,tensor(11219),tensor(11227),tensor(0.3296)
129,tensor(11227),tensor(4586),tensor(0.3873)
130,tensor(11227),tensor(5901),tensor(0.3509)
131,tensor(11227),tensor(10791),tensor(0.3582)
132,tensor(11227),tensor(11219),tensor(0.3195)
133,tensor(11771),tensor(10066),tensor(0.9734)
134,tensor(11771),tensor(11772),tensor(0.0297)
135,tensor(11771),tensor(11773),tensor(0.0328)
136,tensor(11771),tensor(11774),tensor(0.0464)
137,tensor(11772),tensor(11771),tensor(0.2890)
138,tensor(11773),tensor(11771),tensor(0.3516)
139,tensor(11774),tensor(11771),tensor(0.3290)
140,tensor(13139),tensor(13142),tensor(0.3436)
141,tensor(13142),tensor(8053),tensor(0.3748)
142,tensor(13142),tensor(9639),tensor(0.4373)
143,tensor(13142),tensor(13139),tensor(0.3952)
