,P1,P2,Prob
56,tensor(9386),tensor(9387),tensor(0.2282)
57,tensor(9386),tensor(9390),tensor(0.2266)
58,tensor(9387),tensor(9385),tensor(0.3027)
59,tensor(9387),tensor(9386),tensor(0.2451)
60,tensor(9387),tensor(9390),tensor(0.2842)
61,tensor(9387),tensor(9946),tensor(0.3022)
62,tensor(9387),tensor(10493),tensor(0.2973)
63,tensor(9390),tensor(9386),tensor(0.2631)
64,tensor(9390),tensor(9387),tensor(0.2900)
65,tensor(9635),tensor(9636),tensor(0.1846)
66,tensor(9636),tensor(1453),tensor(0.2569)
67,tensor(9636),tensor(9635),tensor(0.2485)
68,tensor(9636),tensor(9638),tensor(0.2891)
69,tensor(9636),tensor(9639),tensor(0.3171)
70,tensor(9638),tensor(9636),tensor(0.2142)
71,tensor(9639),tensor(7525),tensor(0.2383)
72,tensor(9639),tensor(9636),tensor(0.2246)
73,tensor(9639),tensor(10070),tensor(0.2192)
74,tensor(9639),tensor(13142),tensor(0.2923)
75,tensor(9934),tensor(9935),tensor(0.2859)
76,tensor(9935),tensor(4586),tensor(0.2742)
77,tensor(9935),tensor(4660),tensor(0.2380)
78,tensor(9935),tensor(8795),tensor(0.2280)
79,tensor(9935),tensor(9934),tensor(0.2377)
80,tensor(9935),tensor(11121),tensor(0.2449)
81,tensor(9946),tensor(9387),tensor(0.2875)
82,tensor(10063),tensor(10064),tensor(0.2414)
83,tensor(10063),tensor(10065),tensor(0.3023)
84,tensor(10064),tensor(10063),tensor(0.0273)
85,tensor(10064),tensor(10066),tensor(0.9403)
86,tensor(10064),tensor(10067),tensor(0.0216)
87,tensor(10065),tensor(10063),tensor(0.0239)
88,tensor(10065),tensor(10066),tensor(0.9381)
89,tensor(10065),tensor(10068),tensor(0.0229)
90,tensor(10066),tensor(5808),tensor(0.2097)
91,tensor(10066),tensor(10064),tensor(0.2353)
92,tensor(10066),tensor(10065),tensor(0.3060)
93,tensor(10066),tensor(10068),tensor(0.2953)
94,tensor(10066),tensor(10069),tensor(0.2089)
95,tensor(10066),tensor(10070),tensor(0.2383)
96,tensor(10066),tensor(10071),tensor(0.2645)
97,tensor(10066),tensor(10072),tensor(0.2634)
98,tensor(10066),tensor(10073),tensor(0.2303)
99,tensor(10066),tensor(11771),tensor(0.2798)
100,tensor(10067),tensor(10064),tensor(0.2168)
101,tensor(10068),tensor(2716),tensor(0.0440)
102,tensor(10068),tensor(10065),tensor(0.0483)
103,tensor(10068),tensor(10066),tensor(0.9715)
104,tensor(10068),tensor(10074),tensor(0.0672)
105,tensor(10069),tensor(10066),tensor(0.3193)
106,tensor(10070),tensor(4586),tensor(0.0375)
107,tensor(10070),tensor(9639),tensor(0.0376)
108,tensor(10070),tensor(10066),tensor(0.9596)
109,tensor(10070),tensor(10493),tensor(0.0333)
110,tensor(10071),tensor(74),tensor(0.0020)
111,tensor(10071),tensor(10066),tensor(0.4503)
112,tensor(10072),tensor(10066),tensor(0.2962)
113,tensor(10073),tensor(2544),tensor(0.0003)
114,tensor(10073),tensor(10066),tensor(0.3904)
115,tensor(10074),tensor(10068),tensor(0.2789)
116,tensor(10490),tensor(10491),tensor(0.2805)
117,tensor(10490),tensor(10492),tensor(0.3212)
118,tensor(10490),tensor(10493),tensor(0.2984)
119,tensor(10491),tensor(10490),tensor(0.2354)
120,tensor(10492),tensor(10490),tensor(0.2473)
121,tensor(10493),tensor(609),tensor(0.3180)
122,tensor(10493),tensor(6040),tensor(0.2567)
123,tensor(10493),tensor(9387),tensor(0.2969)
124,tensor(10493),tensor(10070),tensor(0.2563)
125,tensor(10493),tensor(10490),tensor(0.3081)
126,tensor(10791),tensor(11227),tensor(0.2723)
127,tensor(11121),tensor(9935),tensor(0.2764)
128,tensor(11219),tensor(11227),tensor(0.3021)
129,tensor(11227),tensor(4586),tensor(0.2945)
130,tensor(11227),tensor(5901),tensor(0.2562)
131,tensor(11227),tensor(10791),tensor(0.2488)
132,tensor(11227),tensor(11219),tensor(0.2598)
133,tensor(11771),tensor(10066),tensor(0.9809)
134,tensor(11771),tensor(11772),tensor(0.0658)
135,tensor(11771),tensor(11773),tensor(0.0806)
136,tensor(11771),tensor(11774),tensor(0.0847)
137,tensor(11772),tensor(11771),tensor(0.3077)
138,tensor(11773),tensor(11771),tensor(0.2483)
139,tensor(11774),tensor(11771),tensor(0.2727)
140,tensor(13139),tensor(13142),tensor(0.2855)
141,tensor(13142),tensor(8053),tensor(0.2319)
142,tensor(13142),tensor(9639),tensor(0.2761)
143,tensor(13142),tensor(13139),tensor(0.2474)
