Dataset,GT,Probability,P1,P2,Run
50,0,0.3877458,24,18,2
50,0,0.39815566,24,25,2
50,0,0.37490845,24,26,2
50,0,0.45608145,24,30,2
50,0,0.43888393,24,31,2
50,0,0.39817825,24,33,2
50,0,0.42891148,24,42,2
50,0,0.47142568,24,76,2
50,0,0.45139614,24,98,2
50,0,0.35123172,25,18,2
50,0,0.36412138,25,24,2
50,0,0.34321806,25,26,2
50,0,0.4155665,25,30,2
50,0,0.3686755,25,33,2
50,0,0.3974628,25,42,2
50,0,0.39057902,26,18,2
50,0,0.40158114,26,24,2
50,0,0.4034315,26,25,2
50,0,0.45699432,26,30,2
50,0,0.43951875,26,31,2
50,0,0.39168057,26,32,2
50,0,0.39924848,26,33,2
50,0,0.42924404,26,42,2
50,0,0.4595877,26,74,2
50,0,0.44546416,26,98,2
50,0,0.4104244,30,18,2
50,0,0.41510016,30,24,2
50,0,0.42029706,30,25,2
50,0,0.39545575,30,26,2
50,0,0.45536718,30,31,2
50,0,0.41365772,30,33,2
50,0,0.46767867,30,46,2
50,0,0.49016383,30,76,2
50,0,0.46084303,30,98,2
50,0,0.39517766,31,18,2
50,0,0.40211663,31,24,2
50,0,0.38496095,31,26,2
50,0,0.46034795,31,30,2
50,0,0.40620953,31,33,2
50,0,0.47269136,31,39,2
50,0,0.43851778,31,42,2
50,0,0.45909765,31,50,2
50,0,0.4712159,31,74,2
50,0,0.38810953,32,18,2
50,0,0.36831707,32,26,2
50,0,0.38442454,32,33,2
50,0,0.4170553,32,42,2
50,0,0.43354234,32,46,2
50,0,0.43919554,32,98,2
50,0,0.39578378,33,18,2
50,0,0.4007314,33,24,2
50,0,0.40974784,33,25,2
50,0,0.38668007,33,26,2
50,0,0.464763,33,30,2
50,0,0.446676,33,31,2
50,0,0.39486587,33,32,2
50,0,0.46726444,33,39,2
50,0,0.44176582,33,42,2
50,0,0.45484146,33,98,2
50,0,0.41887358,39,18,2
50,0,0.4673823,39,31,2
50,0,0.4207466,39,33,2
50,0,0.45518565,39,42,2
50,0,0.47880802,39,46,2
50,0,0.50294703,39,63,2
50,0,0.36583677,40,9,2
50,0,0.37362257,40,69,2
50,0,0.39575002,42,18,2
50,0,0.40293878,42,24,2
50,0,0.40080678,42,25,2
50,0,0.3809661,42,26,2
50,0,0.44676396,42,31,2
50,0,0.39364013,42,32,2
50,0,0.39817035,42,33,2
50,0,0.46903974,42,39,2
50,0,0.43064126,42,64,2
50,0,0.3783206,46,18,2
50,0,0.44294828,46,30,2
50,0,0.37751916,46,32,2
50,0,0.45048165,46,39,2
50,0,0.34027085,50,18,2
50,0,0.38424912,50,31,2
50,0,0.36087894,54,9,2
50,0,0.3688969,54,17,2
50,0,0.35128993,60,18,2
50,0,0.36255997,62,9,2
50,0,0.4589299,63,39,2
50,0,0.41075978,64,42,2
50,0,0.3449643,69,9,2
50,0,0.3196054,69,40,2
50,0,0.32210022,71,9,2
50,0,0.3398072,74,18,2
50,0,0.3232741,74,26,2
50,0,0.37574556,74,31,2
50,0,0.38510275,76,18,2
50,0,0.39266932,76,24,2
50,0,0.4495354,76,30,2
50,0,0.4151543,76,97,2
50,0,0.3776845,91,9,2
50,0,0.37166393,97,9,2
50,0,0.43156323,97,76,2
50,0,0.36700055,98,18,2
50,0,0.3721108,98,24,2
50,0,0.34972635,98,26,2
50,0,0.42740726,98,30,2
50,0,0.36118722,98,32,2
50,0,0.3701658,98,33,2
50,0,0.33170804,7,18,3
50,1,0.3903762,9,12,3
50,1,0.422374,9,17,3
50,0,0.4040459,9,18,3
50,1,0.4163511,9,23,3
50,1,0.3717193,9,40,3
50,1,0.44502506,9,54,3
50,1,0.41873866,9,62,3
50,1,0.42450157,9,69,3
50,1,0.44340518,9,71,3
50,1,0.45099,9,91,3
50,1,0.4185863,9,97,3
50,0,0.3783001,12,9,3
50,0,0.37655294,12,17,3
50,0,0.36051378,17,9,3
50,0,0.33127892,17,12,3
50,0,0.33945572,17,18,3
50,0,0.37862492,17,54,3
50,1,0.55335706,18,7,3
50,0,0.48745155,18,9,3
50,0,0.48959872,18,17,3
50,1,0.53360564,18,20,3
50,1,0.55050486,18,22,3
50,1,0.47831762,18,24,3
50,1,0.44680503,18,25,3
50,1,0.42801133,18,26,3
50,1,0.53991866,18,30,3
50,1,0.5305623,18,31,3
50,1,0.43944776,18,32,3
50,1,0.4443454,18,33,3
50,1,0.5582409,18,39,3
50,1,0.48516923,18,42,3
50,1,0.53005975,18,46,3
50,1,0.552147,18,50,3
50,1,0.52048534,18,60,3
50,1,0.5389379,18,74,3
50,1,0.57754767,18,76,3
50,1,0.50350624,18,98,3
50,0,0.336243,20,18,3
50,0,0.3348944,22,18,3
50,0,0.3509662,23,9,3
50,0,0.4194525,24,18,3
50,0,0.39791894,24,25,3
50,0,0.3826823,24,26,3
50,0,0.4930209,24,30,3
50,0,0.47957227,24,31,3
50,0,0.40523493,24,33,3
50,0,0.4385977,24,42,3
50,0,0.531703,24,76,3
50,0,0.46291485,24,98,3
50,0,0.37272683,25,18,3
50,0,0.3796862,25,24,3
50,0,0.3394501,25,26,3
50,0,0.44579208,25,30,3
50,0,0.35409242,25,33,3
50,0,0.39284208,25,42,3
50,0,0.4062109,26,18,3
50,0,0.40771422,26,24,3
50,0,0.38480285,26,25,3
50,0,0.46977186,26,30,3
50,0,0.46263248,26,31,3
50,0,0.37826464,26,32,3
50,0,0.3809329,26,33,3
50,0,0.41792697,26,42,3
50,0,0.47373745,26,74,3
50,0,0.4459442,26,98,3
50,0,0.4305433,30,18,3
50,0,0.4378471,30,24,3
50,0,0.41032466,30,25,3
50,0,0.3951904,30,26,3
50,0,0.49417368,30,31,3
50,0,0.41484532,30,33,3
50,0,0.4869227,30,46,3
50,0,0.53529865,30,76,3
50,0,0.47210702,30,98,3
50,0,0.42327875,31,18,3
50,0,0.43402427,31,24,3
50,0,0.38739222,31,26,3
50,0,0.49616924,31,30,3
50,0,0.40683138,31,33,3
50,0,0.5207524,31,39,3
50,0,0.44079703,31,42,3
50,0,0.5106817,31,50,3
50,0,0.5016589,31,74,3
50,0,0.35806686,32,18,3
50,0,0.32022944,32,26,3
50,0,0.33885673,32,33,3
50,0,0.37225646,32,42,3
50,0,0.42084637,32,46,3
50,0,0.40343657,32,98,3
50,0,0.39959273,33,18,3
50,0,0.40871957,33,24,3
50,0,0.37747064,33,25,3
50,0,0.36665925,33,26,3
50,0,0.46982265,33,30,3
50,0,0.45757997,33,31,3
50,0,0.37938458,33,32,3
50,0,0.49217623,33,39,3
50,0,0.4183173,33,42,3
50,0,0.44086206,33,98,3
50,0,0.4608926,39,18,3
50,0,0.5241046,39,31,3
50,0,0.44532388,39,33,3
50,0,0.4765147,39,42,3
50,0,0.52592236,39,46,3
50,0,0.5858999,39,63,3
50,0,0.39173236,40,9,3
50,0,0.39307323,40,69,3
50,0,0.43454644,42,18,3
50,0,0.44186577,42,24,3
50,0,0.41275966,42,25,3
50,0,0.3923464,42,26,3
50,0,0.49115187,42,31,3
50,0,0.41226172,42,32,3
50,0,0.40756848,42,33,3
50,0,0.52301365,42,39,3
50,0,0.4913461,42,64,3
50,0,0.3849329,46,18,3
50,0,0.45883211,46,30,3
50,0,0.3655167,46,32,3
50,0,0.4765576,46,39,3
50,0,0.3407904,50,18,3
50,0,0.39957818,50,31,3
50,0,0.34347054,54,9,3
50,0,0.34560737,54,17,3
50,0,0.36783737,60,18,3
50,0,0.3630575,62,9,3
50,0,0.51499355,63,39,3
50,0,0.41899642,64,42,3
50,0,0.34134614,69,9,3
50,0,0.28535306,69,40,3
50,0,0.330663,71,9,3
50,0,0.34579223,74,18,3
50,0,0.31532633,74,26,3
50,0,0.39906958,74,31,3
50,0,0.38495246,76,18,3
50,0,0.39636642,76,24,3
50,0,0.45664668,76,30,3
50,0,0.39779195,76,97,3
50,0,0.3500051,91,9,3
50,0,0.37686494,97,9,3
50,0,0.4547416,97,76,3
50,0,0.3600967,98,18,3
50,0,0.37054396,98,24,3
50,0,0.3248748,98,26,3
50,0,0.42906818,98,30,3
50,0,0.34163868,98,32,3
50,0,0.34566158,98,33,3
50,0,0.33388358,7,18,4
50,1,0.40644073,9,12,4
50,1,0.45294034,9,17,4
50,0,0.4211836,9,18,4
50,1,0.46211615,9,23,4
50,1,0.3869103,9,40,4
50,1,0.48580635,9,54,4
50,1,0.4332785,9,62,4
50,1,0.44899562,9,69,4
50,1,0.46612304,9,71,4
50,1,0.48348448,9,91,4
50,1,0.44517255,9,97,4
50,0,0.34452218,12,9,4
50,0,0.36963663,12,17,4
50,0,0.34277675,17,9,4
50,0,0.3235206,17,12,4
50,0,0.33699057,17,18,4
50,0,0.39391425,17,54,4
50,1,0.5712529,18,7,4
50,0,0.4952047,18,9,4
50,0,0.51880246,18,17,4
50,1,0.56682897,18,20,4
50,1,0.60152304,18,22,4
50,1,0.48111865,18,24,4
50,1,0.46250546,18,25,4
50,1,0.44379964,18,26,4
50,1,0.55733645,18,30,4
50,1,0.5526083,18,31,4
50,1,0.46201947,18,32,4
50,1,0.45241937,18,33,4
50,1,0.5981461,18,39,4
50,1,0.5172479,18,42,4
50,1,0.554554,18,46,4
50,1,0.5981136,18,50,4
50,1,0.57845706,18,60,4
50,1,0.5565585,18,74,4
50,1,0.6224635,18,76,4
50,1,0.4951042,18,98,4
50,0,0.31324193,20,18,4
50,0,0.34401876,22,18,4
50,0,0.33990043,23,9,4
50,0,0.43370712,24,18,4
50,0,0.41880366,24,25,4
50,0,0.3924651,24,26,4
50,0,0.50477993,24,30,4
50,0,0.50397885,24,31,4
50,0,0.39256126,24,33,4
50,0,0.4714575,24,42,4
50,0,0.56921947,24,76,4
50,0,0.4349308,24,98,4
50,0,0.3666365,25,18,4
50,0,0.36010736,25,24,4
50,0,0.32000703,25,26,4
50,0,0.43078047,25,30,4
50,0,0.33058578,25,33,4
50,0,0.40297595,25,42,4
50,0,0.37652323,26,18,4
50,0,0.36783096,26,24,4
50,0,0.35737967,26,25,4
50,0,0.44418535,26,30,4
50,0,0.43912616,26,31,4
50,0,0.35274452,26,32,4
50,0,0.33857325,26,33,4
50,0,0.40200055,26,42,4
50,0,0.4365089,26,74,4
50,0,0.38885972,26,98,4
50,0,0.44103897,30,18,4
50,0,0.43300778,30,24,4
50,0,0.42068306,30,25,4
50,0,0.39317924,30,26,4
50,0,0.5041996,30,31,4
50,0,0.40020624,30,33,4
50,0,0.49897724,30,46,4
50,0,0.5694022,30,76,4
50,0,0.44513458,30,98,4
50,0,0.43340707,31,18,4
50,0,0.43102705,31,24,4
50,0,0.38792416,31,26,4
50,0,0.50760764,31,30,4
50,0,0.39772138,31,33,4
50,0,0.54383636,31,39,4
50,0,0.46664873,31,42,4
50,0,0.5484608,31,50,4
50,0,0.49913815,31,74,4
50,0,0.36123192,32,18,4
50,0,0.32543305,32,26,4
50,0,0.32979992,32,33,4
50,0,0.39274693,32,42,4
50,0,0.42389014,32,46,4
50,0,0.3710039,32,98,4
50,0,0.41558358,33,18,4
50,0,0.40911916,33,24,4
50,0,0.39464924,33,25,4
50,0,0.36621237,33,26,4
50,0,0.48258457,33,30,4
50,0,0.47443822,33,31,4
50,0,0.3927706,33,32,4
50,0,0.5229555,33,39,4
50,0,0.44187236,33,42,4
50,0,0.41467842,33,98,4
50,0,0.5039039,39,18,4
50,0,0.56684357,39,31,4
50,0,0.4583865,39,33,4
50,0,0.53038514,39,42,4
50,0,0.56685036,39,46,4
50,0,0.6589777,39,63,4
50,0,0.3923143,40,9,4
50,0,0.41183183,40,69,4
50,0,0.48042265,42,18,4
50,0,0.4786516,42,24,4
50,0,0.460528,42,25,4
50,0,0.43505806,42,26,4
50,0,0.5450363,42,31,4
50,0,0.4569839,42,32,4
50,0,0.43748745,42,33,4
50,0,0.5873566,42,39,4
50,0,0.5797388,42,64,4
50,0,0.39173815,46,18,4
50,0,0.46492842,46,30,4
50,0,0.37214595,46,32,4
50,0,0.50058085,46,39,4
50,0,0.3412296,50,18,4
50,0,0.40998834,50,31,4
50,0,0.33489785,54,9,4
50,0,0.3614176,54,17,4
50,0,0.37308243,60,18,4
50,0,0.3426152,62,9,4
50,0,0.5411748,63,39,4
50,0,0.44043818,64,42,4
50,0,0.30802712,69,9,4
50,0,0.2768268,69,40,4
50,0,0.31954542,71,9,4
50,0,0.36427253,74,18,4
50,0,0.32020125,74,26,4
50,0,0.43359897,74,31,4
50,0,0.38334602,76,18,4
50,0,0.37654883,76,24,4
50,0,0.44905138,76,30,4
50,0,0.40617645,76,97,4
50,0,0.35642403,91,9,4
50,0,0.36784774,97,9,4
50,0,0.49593267,97,76,4
50,0,0.3396385,98,18,4
50,0,0.33501846,98,24,4
50,0,0.29752067,98,26,4
50,0,0.40431935,98,30,4
50,0,0.32069507,98,32,4
50,0,0.3059745,98,33,4
50,0,0.3220204,7,18,5
50,1,0.45865083,9,12,5
50,1,0.46829322,9,17,5
50,0,0.43012425,9,18,5
50,1,0.5203854,9,23,5
50,1,0.4437647,9,40,5
50,1,0.5267333,9,54,5
50,1,0.48837432,9,62,5
50,1,0.4879273,9,69,5
50,1,0.5068145,9,71,5
50,1,0.50439095,9,91,5
50,1,0.47873527,9,97,5
50,0,0.3623785,12,9,5
50,0,0.36736932,12,17,5
50,0,0.37952754,17,9,5
50,0,0.37227842,17,12,5
50,0,0.34320265,17,18,5
50,0,0.43135887,17,54,5
50,1,0.6079747,18,7,5
50,0,0.53082156,18,9,5
50,0,0.5466099,18,17,5
50,1,0.62823975,18,20,5
50,1,0.64128166,18,22,5
50,1,0.4855596,18,24,5
50,1,0.5067148,18,25,5
50,1,0.48967567,18,26,5
50,1,0.5524745,18,30,5
50,1,0.57872206,18,31,5
50,1,0.5010224,18,32,5
50,1,0.47452262,18,33,5
50,1,0.64842826,18,39,5
50,1,0.5255624,18,42,5
50,1,0.59048295,18,46,5
50,1,0.6499176,18,50,5
50,1,0.63584983,18,60,5
50,1,0.591392,18,74,5
50,1,0.69992644,18,76,5
50,1,0.50514,18,98,5
50,0,0.30313024,20,18,5
50,0,0.3257559,22,18,5
50,0,0.3324059,23,9,5
50,0,0.40833545,24,18,5
50,0,0.4172565,24,25,5
50,0,0.40097603,24,26,5
50,0,0.46807045,24,30,5
50,0,0.4889288,24,31,5
50,0,0.3793583,24,33,5
50,0,0.4420375,24,42,5
50,0,0.6098178,24,76,5
50,0,0.4138755,24,98,5
50,0,0.3226808,25,18,5
50,0,0.3146851,25,24,5
50,0,0.3058419,25,26,5
50,0,0.36885992,25,30,5
50,0,0.29459405,25,33,5
50,0,0.34515098,25,42,5
50,0,0.36293873,26,18,5
50,0,0.35719156,26,24,5
50,0,0.37675747,26,25,5
50,0,0.42496264,26,30,5
50,0,0.44510552,26,31,5
50,0,0.3643015,26,32,5
50,0,0.34237662,26,33,5
50,0,0.39590928,26,42,5
50,0,0.46215636,26,74,5
50,0,0.36913398,26,98,5
50,0,0.4418908,30,18,5
50,0,0.43551537,30,24,5
50,0,0.43810976,30,25,5
50,0,0.4240645,30,26,5
50,0,0.5285986,30,31,5
50,0,0.41140336,30,33,5
50,0,0.5368755,30,46,5
50,0,0.64460254,30,76,5
50,0,0.4463537,30,98,5
50,0,0.43368125,31,18,5
50,0,0.42680165,31,24,5
50,0,0.42413712,31,26,5
50,0,0.49378267,31,30,5
50,0,0.40993795,31,33,5
50,0,0.59217155,31,39,5
50,0,0.4656788,31,42,5
50,0,0.5926162,31,50,5
50,0,0.5330204,31,74,5
50,0,0.34461972,32,18,5
50,0,0.33946812,32,26,5
50,0,0.32555136,32,33,5
50,0,0.3791484,32,42,5
50,0,0.44173244,32,46,5
50,0,0.3538597,32,98,5
50,0,0.41050157,33,18,5
50,0,0.40330288,33,24,5
50,0,0.41415069,33,25,5
50,0,0.39792567,33,26,5
50,0,0.46202442,33,30,5
50,0,0.4983377,33,31,5
50,0,0.40484396,33,32,5
50,0,0.5710685,33,39,5
50,0,0.44661915,33,42,5
50,0,0.41092187,33,98,5
50,0,0.50448173,39,18,5
50,0,0.5908387,39,31,5
50,0,0.4767981,39,33,5
50,0,0.5427698,39,42,5
50,0,0.60143876,39,46,5
50,0,0.70392954,39,63,5
50,0,0.42024815,40,9,5
50,0,0.4489555,40,69,5
50,0,0.49407062,42,18,5
50,0,0.48632124,42,24,5
50,0,0.4974164,42,25,5
50,0,0.47831422,42,26,5
50,0,0.5754792,42,31,5
50,0,0.49304667,42,32,5
50,0,0.46239385,42,33,5
50,0,0.64877385,42,39,5
50,0,0.6375322,42,64,5
50,0,0.37612206,46,18,5
50,0,0.4428655,46,30,5
50,0,0.376358,46,32,5
50,0,0.53400517,46,39,5
50,0,0.33087754,50,18,5
50,0,0.41437817,50,31,5
50,0,0.31883672,54,9,5
50,0,0.33081222,54,17,5
50,0,0.35377818,60,18,5
50,0,0.35394123,62,9,5
50,0,0.5931179,63,39,5
50,0,0.4072169,64,42,5
50,0,0.33706406,69,9,5
50,0,0.32126114,69,40,5
50,0,0.33601284,71,9,5
50,0,0.35165927,74,18,5
50,0,0.3466815,74,26,5
50,0,0.43969396,74,31,5
50,0,0.36205727,76,18,5
50,0,0.35646656,76,24,5
50,0,0.41171083,76,30,5
50,0,0.407807,76,97,5
50,0,0.3322981,91,9,5
50,0,0.36545765,97,9,5
50,0,0.5430341,97,76,5
50,0,0.31457046,98,18,5
50,0,0.30861938,98,24,5
50,0,0.30044004,98,26,5
50,0,0.36162925,98,30,5
50,0,0.31374827,98,32,5
50,0,0.28956887,98,33,5
50,0,0.31876764,7,18,6
50,1,0.46375299,9,12,6
50,1,0.44028798,9,17,6
50,0,0.4283192,9,18,6
50,1,0.54046917,9,23,6
50,1,0.46848935,9,40,6
50,1,0.5381798,9,54,6
50,1,0.48630753,9,62,6
50,1,0.49194926,9,69,6
50,1,0.51296943,9,71,6
50,1,0.49838585,9,91,6
50,1,0.50547737,9,97,6
50,0,0.3509259,12,9,6
50,0,0.326457,12,17,6
50,0,0.38601133,17,9,6
50,0,0.3773047,17,12,6
50,0,0.34519643,17,18,6
50,0,0.45350653,17,54,6
50,1,0.6172287,18,7,6
50,0,0.55288094,18,9,6
50,0,0.5208488,18,17,6
50,1,0.66368777,18,20,6
50,1,0.66738933,18,22,6
50,1,0.5058193,18,24,6
50,1,0.5115184,18,25,6
50,1,0.4965708,18,26,6
50,1,0.52905583,18,30,6
50,1,0.5773551,18,31,6
50,1,0.49213833,18,32,6
50,1,0.48288935,18,33,6
50,1,0.6841439,18,39,6
50,1,0.5469358,18,42,6
50,1,0.6135786,18,46,6
50,1,0.6739469,18,50,6
50,1,0.65645754,18,60,6
50,1,0.5849287,18,74,6
50,1,0.7033592,18,76,6
50,1,0.5174136,18,98,6
50,0,0.28181213,20,18,6
50,0,0.32132253,22,18,6
50,0,0.31884673,23,9,6
50,0,0.38445997,24,18,6
50,0,0.3809715,24,25,6
50,0,0.36528724,24,26,6
50,0,0.39671126,24,30,6
50,0,0.4454426,24,31,6
50,0,0.35781547,24,33,6
50,0,0.4151791,24,42,6
50,0,0.5764091,24,76,6
50,0,0.3871629,24,98,6
50,0,0.30936742,25,18,6
50,0,0.30209512,25,24,6
50,0,0.29393628,25,26,6
50,0,0.32381952,25,30,6
50,0,0.29302216,25,33,6
50,0,0.3412405,25,42,6
50,0,0.34750834,26,18,6
50,0,0.33854643,26,24,6
50,0,0.3483454,26,25,6
50,0,0.36094114,26,30,6
50,0,0.41511694,26,31,6
50,0,0.33020002,26,32,6
50,0,0.32743424,26,33,6
50,0,0.38473856,26,42,6
50,0,0.4194535,26,74,6
50,0,0.357275,26,98,6
50,0,0.44291544,30,18,6
50,0,0.43052098,30,24,6
50,0,0.44295776,30,25,6
50,0,0.4239535,30,26,6
50,0,0.5073673,30,31,6
50,0,0.41567075,30,33,6
50,0,0.54115266,30,46,6
50,0,0.64173216,30,76,6
50,0,0.44841632,30,98,6
50,0,0.4476897,31,18,6
50,0,0.4436815,31,24,6
50,0,0.43526405,31,26,6
50,0,0.46689102,31,30,6
50,0,0.42582318,31,33,6
50,0,0.62604684,31,39,6
50,0,0.4930772,31,42,6
50,0,0.62405103,31,50,6
50,0,0.5351548,31,74,6
50,0,0.34069967,32,18,6
50,0,0.3245505,32,26,6
50,0,0.311227,32,33,6
50,0,0.37163404,32,42,6
50,0,0.4334797,32,46,6
50,0,0.34331402,32,98,6
50,0,0.41869774,33,18,6
50,0,0.3996726,33,24,6
50,0,0.41939992,33,25,6
50,0,0.3984538,33,26,6
50,0,0.43154252,33,30,6
50,0,0.47820684,33,31,6
50,0,0.38987508,33,32,6
50,0,0.5957273,33,39,6
50,0,0.4562128,33,42,6
50,0,0.41621688,33,98,6
50,0,0.5445161,39,18,6
50,0,0.603394,39,31,6
50,0,0.5211352,39,33,6
50,0,0.58204466,39,42,6
50,0,0.63980234,39,46,6
50,0,0.76173544,39,63,6
50,0,0.43012202,40,9,6
50,0,0.46076244,40,69,6
50,0,0.52699226,42,18,6
50,0,0.5170131,42,24,6
50,0,0.53357697,42,25,6
50,0,0.5140963,42,26,6
50,0,0.5934167,42,31,6
50,0,0.509205,42,32,6
50,0,0.5092718,42,33,6
50,0,0.69902134,42,39,6
50,0,0.70975536,42,64,6
50,0,0.39359385,46,18,6
50,0,0.41118604,46,30,6
50,0,0.37028462,46,32,6
50,0,0.5709731,46,39,6
50,0,0.3098905,50,18,6
50,0,0.37755862,50,31,6
50,0,0.31298536,54,9,6
50,0,0.29481363,54,17,6
50,0,0.3507403,60,18,6
50,0,0.38360116,62,9,6
50,0,0.6423576,63,39,6
50,0,0.42030782,64,42,6
50,0,0.36337373,69,9,6
50,0,0.3647552,69,40,6
50,0,0.35254222,71,9,6
50,0,0.3282376,74,18,6
