Probability,GT,P1,P2,Run
0.499812,0,3647,3649,3
0.5022374,0,3647,3650,3
0.49407554,0,3647,3651,3
0.49762437,0,3647,12420,3
0.49518418,0,3648,3647,3
0.49298295,0,3649,3647,3
0.50411147,0,3650,3647,3
0.49795598,0,3651,101,3
0.49735594,0,3651,3647,3
0.49558577,0,7336,103,3
0.4950563,0,9569,12226,3
0.5016306,0,12220,12226,3
0.5015118,0,12226,3,3
0.5029407,0,12226,99,3
0.49638578,0,12226,9569,3
0.4986498,0,12226,12220,3
0.49372762,0,12420,3647,3
0.5003119,1,1475,1476,4
0.5021827,1,1475,1477,4
0.49549034,0,1475,1478,4
0.50099343,1,1476,1475,4
0.5057125,1,1476,1479,4
0.50017536,1,1476,1480,4
0.50239664,1,1477,1475,4
0.5007261,1,1477,1479,4
0.5004453,1,1477,1481,4
0.5027192,0,1478,1475,4
0.50645834,1,1479,1476,4
0.49189413,1,1479,1477,4
0.5003605,1,1479,1481,4
0.5008111,0,1479,1483,4
0.4974516,0,1479,1484,4
0.4965157,0,1479,1981,4
0.5005153,1,1480,1476,4
0.5004781,1,1481,1477,4
0.5024446,1,1481,1479,4
0.49527803,0,1483,1479,4
0.5050112,0,1484,1479,4
0.50430095,0,1981,1479,4
0.5025935,0,163,8571,5
0.5060522,0,925,1477,5
0.501759,1,1475,1476,5
0.5025184,1,1475,1477,5
0.503997,1,1475,1478,5
0.50498575,1,1476,1475,5
0.5013897,1,1476,1479,5
0.5052547,0,1476,1480,5
0.5031193,0,1477,925,5
0.5020575,1,1477,1475,5
0.49962404,1,1477,1479,5
0.5008339,1,1477,1481,5
0.50213814,0,1477,1482,5
0.49910122,0,1477,4289,5
0.49382737,1,1478,1475,5
0.50111216,1,1478,8569,5
0.5025084,1,1479,1476,5
0.5029968,1,1479,1477,5
0.49648568,1,1479,1481,5
0.49600482,0,1480,1476,5
0.49937826,1,1481,1477,5
0.49907556,1,1481,1479,5
0.50406355,0,1482,1477,5
0.50424033,0,4289,1477,5
0.49735358,1,8568,8569,5
0.50321263,1,8568,8570,5
0.49879757,0,8568,13089,5
0.50660115,1,8569,1478,5
0.4994357,1,8569,8568,5
0.5004409,1,8569,8571,5
0.5031437,1,8570,8568,5
0.5019169,1,8570,8571,5
0.50135887,1,8570,8572,5
0.50083303,0,8571,163,5
0.5026449,1,8571,8569,5
0.5026341,1,8571,8570,5
0.4956348,1,8571,8572,5
0.49639165,0,8571,8574,5
0.49540326,1,8572,8570,5
0.5026835,1,8572,8571,5
0.4943088,0,8574,8571,5
0.49967524,0,13089,8568,5
0.4958363,0,685,1548,6
0.5024287,1,1544,1545,6
0.4980397,1,1544,1546,6
0.49958768,0,1544,6609,6
0.49925402,1,1545,1544,6
0.5023165,1,1545,1547,6
0.49458426,0,1545,1548,6
0.50055593,0,1545,1549,6
0.49341995,1,1545,1550,6
0.49722221,0,1545,1551,6
0.50372833,1,1546,1544,6
0.50442255,1,1546,1547,6
0.50322497,1,1546,1552,6
0.50267226,1,1547,1545,6
0.49756926,1,1547,1546,6
0.50055856,1,1547,1552,6
0.49978903,0,1548,685,6
0.4968476,0,1548,1545,6
0.49781105,0,1548,6542,6
0.4975465,0,1549,1545,6
0.5034425,1,1550,1545,6
0.498956,0,1551,1545,6
0.50003546,1,1552,1546,6
0.5005011,1,1552,1547,6
0.5018066,0,6542,1548,6
0.49939576,0,6609,1544,6
0.49645823,0,451,11347,7
0.5058609,1,8843,8844,7
0.505332,1,8843,8845,7
0.50500274,1,8843,8846,7
0.49996567,0,8843,11347,7
0.5025413,1,8844,8843,7
0.5028145,1,8844,8847,7
0.49845508,0,8844,8848,7
0.49605444,0,8844,8849,7
0.5058986,0,8844,8850,7
0.49526748,0,8844,8851,7
0.49285206,1,8845,8843,7
0.50533307,1,8845,8847,7
0.50118077,1,8845,8852,7
0.49947038,0,8845,11128,7
0.50300753,1,8846,8843,7
0.5013741,1,8847,8844,7
0.49499682,1,8847,8845,7
0.5002569,1,8847,8852,7
0.5011384,0,8848,8844,7
0.50129205,0,8849,8844,7
0.5028167,0,8850,8844,7
0.4987059,0,8851,8844,7
0.5020941,1,8852,8845,7
0.50070834,1,8852,8847,7
0.49498373,0,11128,8845,7
0.4966403,0,11342,11347,7
0.4982332,0,11347,451,7
0.50073737,0,11347,8843,7
0.49629885,0,11347,11342,7
0.49811813,1,2297,2298,8
0.49620995,1,2297,2299,8
0.49680805,0,2297,2300,8
0.5076461,1,2297,2301,8
0.50160617,1,2298,2297,8
0.500735,1,2298,2302,8
0.50088596,1,2299,2297,8
0.49569437,1,2299,2302,8
0.50285244,1,2299,2303,8
0.5018524,0,2299,10150,8
0.496965,0,2300,2297,8
0.5005979,1,2301,2297,8
0.50002646,1,2302,2298,8
0.4959141,1,2302,2299,8
0.49609482,1,2302,2303,8
0.50072855,1,2303,2299,8
0.50084585,1,2303,2302,8
0.49742576,0,10150,2299,8
0.5050801,1,10042,10043,9
0.5000024,1,10042,10044,9
0.5018799,0,10042,10045,9
0.49104357,0,10042,10046,9
0.49668252,0,10042,10047,9
0.501576,1,10043,10042,9
0.499071,1,10043,10048,9
0.50324434,1,10043,10049,9
0.5003614,1,10044,10042,9
0.50189453,1,10044,10048,9
0.5048726,1,10044,10050,9
0.50202495,0,10045,10042,9
0.50326043,0,10046,10042,9
0.5021688,0,10047,10042,9
0.50454766,1,10048,10043,9
0.5048785,1,10048,10044,9
0.50420254,1,10048,10050,9
0.4980308,1,10049,10043,9
0.5017167,1,10050,10044,9
0.49873766,1,10050,10048,9
0.49758965,1,1791,1792,10
0.5033863,1,1791,1793,10
0.50261146,1,1792,1791,10
0.5023127,1,1792,1796,10
0.4953623,0,1792,1797,10
0.50439924,0,1792,5268,10
0.50241935,1,1793,1791,10
0.49970526,1,1793,1796,10
0.50595903,1,1793,1798,10
0.49418682,0,1793,1799,10
0.49664122,1,1796,1792,10
0.50359535,1,1796,1793,10
0.5018382,1,1796,1798,10
0.50042284,1,1796,1800,10
0.508256,0,1796,5510,10
0.49778187,0,1797,1792,10
0.50125533,1,1798,1793,10
0.5007246,1,1798,1796,10
0.5001453,0,1798,1801,10
0.5005394,0,1798,4761,10
0.49893892,0,1799,1793,10
0.5027225,1,1800,1796,10
0.49671686,0,1801,1798,10
0.49482313,0,4761,1798,10
0.50201994,0,5268,1792,10
0.5016035,0,5503,5510,10
0.50300455,0,5510,1796,10
0.5046502,0,5510,5503,10
0.50304484,0,2656,5694,11
0.5047323,1,5691,5692,11
0.50188345,1,5691,5693,11
0.49991217,0,5691,8841,11
0.50106514,1,5692,5691,11
0.50036967,1,5692,5694,11
0.5042832,1,5692,5695,11
0.5008293,0,5692,5696,11
0.5002553,1,5693,5691,11
0.50119644,1,5693,5694,11
0.50127536,1,5693,5697,11
0.49895173,0,5694,2656,11
0.50339806,1,5694,5692,11
0.50128514,1,5694,5693,11
0.49469888,1,5694,5697,11
0.50030315,0,5694,5700,11
0.49915564,0,5694,5701,11
0.4970644,0,5694,5702,11
0.500721,0,5694,10710,11
0.5016446,1,5695,5692,11
0.49877983,0,5696,5692,11
0.50521,1,5697,5693,11
0.5026521,1,5697,5694,11
0.4988162,0,5700,5694,11
0.5003158,0,5701,5694,11
0.49941024,0,5702,5694,11
0.49333668,0,8841,5691,11
0.49765664,0,10710,5694,11
0.49794468,0,2656,5694,12
0.50175667,1,5691,5692,12
0.50315744,1,5691,5693,12
0.49670416,0,5691,8841,12
0.5044306,1,5692,5691,12
0.49715102,1,5692,5694,12
0.50425076,0,5692,5695,12
0.49715713,1,5692,5696,12
0.50135547,1,5693,5691,12
0.5028223,1,5693,5694,12
0.50039893,1,5693,5697,12
0.50544673,0,5694,2656,12
0.5055021,1,5694,5692,12
0.49726713,1,5694,5693,12
0.501315,1,5694,5697,12
0.49811113,0,5694,5700,12
0.49872783,0,5694,5701,12
0.5012407,0,5694,5702,12
0.50488704,0,5694,10710,12
0.49838448,0,5695,5692,12
0.50682724,1,5696,5692,12
0.5025765,1,5697,5693,12
0.50431484,1,5697,5694,12
0.5048595,0,5700,5694,12
0.49636945,0,5701,5694,12
0.49707124,0,5702,5694,12
0.5002804,0,8841,5691,12
0.49829274,0,10710,5694,12
0.50021094,1,86,87,13
0.50122964,1,86,88,13
0.501118,1,87,86,13
0.5024849,1,87,89,13
0.5046181,0,87,90,13
0.49806115,0,87,3498,13
0.49994564,1,88,86,13
0.5014905,1,88,89,13
0.5050101,1,88,91,13
0.5032374,1,89,87,13
0.5006172,1,89,88,13
0.50087845,1,89,91,13
0.5055736,0,89,92,13
0.49811664,0,89,11511,13
0.4972643,0,90,87,13
0.50027806,1,91,88,13
0.5051629,1,91,89,13
0.49941263,0,91,93,13
0.49859977,0,91,964,13
0.49667975,0,92,89,13
0.50198793,0,92,5701,13
0.49648073,0,92,9744,13
0.5073782,0,93,91,13
0.4965963,0,93,12216,13
0.49841273,0,958,964,13
0.49367043,0,964,91,13
0.5019926,0,964,958,13
0.5063412,0,3498,87,13
0.50141937,0,5701,92,13
0.49789792,0,9744,92,13
0.4964496,0,11509,11511,13
0.4988417,0,11511,89,13
0.4959858,0,11511,11509,13
0.4973222,0,11511,11513,13
0.4961758,0,11511,11515,13
0.50472057,0,11513,11511,13
0.49745545,0,11513,11515,13
0.49958134,0,11515,11511,13
0.49691376,0,11515,11513,13
0.49806204,0,12216,93,13
0.503174,1,2297,2298,14
0.5044086,1,2297,2299,14
0.5010394,1,2297,2300,14
0.4959057,0,2297,2301,14
0.5039181,1,2298,2297,14
0.50811535,1,2298,2302,14
0.5004909,1,2299,2297,14
0.4969213,1,2299,2302,14
0.5009837,1,2299,2303,14
0.50020707,0,2299,10150,14
0.50025135,1,2300,2297,14
0.49960217,0,2301,2297,14
0.49898225,1,2302,2298,14
0.49856764,1,2302,2299,14
0.5026146,1,2302,2303,14
0.5015017,1,2303,2299,14
0.5026199,1,2303,2302,14
0.498408,0,10150,2299,14
0.50104874,1,4210,4211,15
0.5044693,1,4210,4212,15
0.49697176,0,4210,4213,15
0.49588484,1,4210,4214,15
0.5002174,1,4211,4210,15
0.50190884,1,4211,4215,15
0.4997743,0,4211,6222,15
0.5008269,1,4212,4210,15
0.4998353,1,4212,4215,15
0.50034744,1,4212,4216,15
0.49604905,0,4212,4217,15
0.4991218,0,4212,9211,15
0.49574944,0,4213,4210,15
0.5006406,1,4214,4210,15
0.5015318,1,4215,4211,15
0.49699268,1,4215,4212,15
0.49872676,1,4215,4216,15
0.50903857,1,4216,4212,15
0.5013248,1,4216,4215,15
0.49778375,0,4217,4212,15
0.4994463,0,6222,4211,15
0.4929693,0,9211,4212,15
0.5018859,0,1898,5964,16
0.50081635,0,5171,5956,16
0.4985655,0,5357,5957,16
0.5039609,1,5954,5955,16
0.4993804,1,5954,5956,16
0.50425375,1,5955,5954,16
0.50315166,1,5955,5957,16
0.4958806,0,5956,5171,16
0.5020477,1,5956,5954,16
0.50496536,1,5956,5957,16
0.4981334,1,5956,5959,16
0.4983269,0,5956,5960,16
0.5037561,0,5956,5961,16
0.4941264,0,5956,6936,16
0.50411767,0,5957,5357,16
0.5010617,1,5957,5955,16
0.5042208,1,5957,5956,16
0.50273556,1,5957,5959,16
0.49747556,0,5957,5962,16
0.49578977,0,5957,5963,16
0.5012933,1,5959,5956,16
0.49731523,1,5959,5957,16
0.49755204,0,5959,5964,16
0.500079,1,5959,5965,16
0.49612433,0,5960,5956,16
0.5034825,0,5961,5956,16
0.49398533,0,5962,5957,16
0.49542585,0,5963,5957,16
0.49423215,0,5964,1898,16
0.49726653,0,5964,5959,16
0.50242007,1,5965,5959,16
0.49996084,0,6936,5956,16
0.5025568,1,4210,4211,17
0.5013488,1,4210,4212,17
0.5003186,0,4210,4213,17
0.50413746,1,4210,4214,17
0.50265044,1,4211,4210,17
0.5034116,1,4211,4215,17
0.49686262,0,4211,6222,17
0.49336603,1,4212,4210,17
0.5016013,1,4212,4215,17
0.50172913,1,4212,4216,17
0.49949208,0,4212,4217,17
0.49892426,0,4212,9211,17
0.49707997,0,4213,4210,17
0.50507873,1,4214,4210,17
0.49870464,1,4215,4211,17
0.5035819,1,4215,4212,17
0.5003787,1,4215,4216,17
0.50119895,1,4216,4212,17
0.50275016,1,4216,4215,17
0.5036522,0,4217,4212,17
0.49833342,0,6222,4211,17
0.5059435,0,9211,4212,17
0.5003767,1,3062,3063,18
0.5000233,1,3062,3064,18
0.50738144,1,3062,3065,18
0.49920443,0,3062,9658,18
0.49853125,1,3063,3062,18
0.50348425,1,3063,3066,18
0.4970479,0,3063,3067,18
0.50348526,0,3063,10478,18
0.4995925,0,3063,12556,18
0.5049287,1,3064,3062,18
0.5068246,1,3064,3066,18
0.50359637,1,3064,3068,18
0.50000775,0,3064,7107,18
0.49994397,0,3064,8641,18
0.50468856,1,3065,3062,18
0.5010947,1,3066,3063,18
0.49972644,1,3066,3064,18
0.49935532,1,3066,3068,18
0.4937346,0,3067,3063,18
0.5017004,1,3068,3064,18
0.5002841,1,3068,3066,18
0.49998796,0,7107,3064,18
0.49431998,0,8641,3064,18
0.50065506,0,9653,9658,18
0.49793303,0,9658,3062,18
0.500499,0,9658,9653,18
0.49647534,0,10478,3063,18
0.4946605,0,12556,3063,18
0.49575728,0,2656,5694,19
0.5012681,1,5691,5692,19
0.5008016,1,5691,5693,19
0.50031394,0,5691,8841,19
0.49959853,1,5692,5691,19
0.4998609,1,5692,5694,19
0.50008196,1,5692,5695,19
0.49784827,0,5692,5696,19
0.5000673,1,5693,5691,19
0.4982435,1,5693,5694,19
0.5040608,1,5693,5697,19
0.4964338,0,5694,2656,19
0.5015091,1,5694,5692,19
0.50077426,1,5694,5693,19
0.50087124,1,5694,5697,19
0.5035279,0,5694,5700,19
0.49803343,0,5694,5701,19
0.50525606,0,5694,5702,19
0.4968901,0,5694,10710,19
0.50185156,1,5695,5692,19
0.499228,0,5696,5692,19
0.50100255,1,5697,5693,19
0.50119495,1,5697,5694,19
0.49902308,0,5700,5694,19
0.50209326,0,5701,5694,19
0.49703366,0,5702,5694,19
0.4964889,0,8841,5691,19
0.5014377,0,10710,5694,19
0.50157225,1,8422,8423,20
0.5033056,1,8422,8424,20
0.49444187,0,8422,8425,20
0.49922615,0,8422,8426,20
0.49448052,0,8422,8427,20
0.5033777,1,8423,8422,20
0.4977124,1,8423,8428,20
0.50208664,1,8423,8429,20
0.50272715,1,8424,8422,20
0.49871632,1,8424,8428,20
0.50586206,1,8424,8430,20
0.49773672,0,8425,8422,20
0.49289155,0,8426,8422,20
0.50275904,0,8427,8422,20
0.5000916,1,8428,8423,20
0.5016903,1,8428,8424,20
0.50344664,1,8428,8430,20
0.49805328,0,8428,8436,20
0.5032479,0,8428,8437,20
0.503189,1,8429,8423,20
0.50044566,1,8430,8424,20
0.49847603,1,8430,8428,20
0.4975432,0,8436,8428,20
0.4948215,0,8437,8428,20
0.50077826,0,3429,5467,21
0.5006438,1,5466,5467,21
0.50176936,1,5466,5468,21
0.5014577,1,5466,5469,21
0.4896353,0,5467,3429,21
0.50611967,1,5467,5466,21
0.49408507,1,5467,5470,21
0.49937207,0,5467,5471,21
0.4979289,0,5467,5472,21
0.49835178,0,5467,5473,21
0.4969274,0,5467,5474,21
0.4960142,0,5467,5475,21
0.4948975,0,5467,5476,21
0.5045455,0,5467,6187,21
0.5041303,1,5468,5466,21
0.5020327,1,5468,5470,21
0.50524336,1,5468,5477,21
0.49859324,0,5468,5478,21
0.5019807,0,5468,9851,21
0.49818403,1,5469,5466,21
0.50188744,1,5470,5467,21
0.50102276,1,5470,5468,21
0.50069433,1,5470,5477,21
0.5000186,0,5471,5467,21
0.50052255,0,5472,5467,21
0.4981268,0,5473,5467,21
0.49513093,0,5474,5467,21
0.49986753,0,5475,5467,21
0.49933267,0,5476,5467,21
0.49895874,1,5477,5468,21
0.5005223,1,5477,5470,21
0.49628088,0,5478,5468,21
0.49679264,0,6187,5467,21
0.50299186,0,9851,5468,21
0.50045466,1,13191,13192,22
0.5018495,1,13191,13193,22
0.49908045,1,13191,13194,22
0.496275,1,13192,13191,22
0.49556458,1,13192,13195,22
0.5000995,1,13193,13191,22
0.49840307,1,13193,13195,22
0.5010629,1,13193,13196,22
0.49687308,0,13193,13197,22
0.5003873,1,13194,13191,22
0.50115633,1,13195,13192,22
0.5022027,1,13195,13193,22
0.5042048,1,13195,13196,22
0.5017443,1,13196,13193,22
0.5007663,1,13196,13195,22
0.49785742,0,13197,13193,22
0.5013174,1,2354,2355,23
0.49992275,1,2354,2356,23
0.50577825,1,2354,2357,23
0.50123364,1,2355,2354,23
0.5023023,1,2355,2358,23
0.49881822,0,2355,2359,23
0.49966595,0,2355,10739,23
0.50100696,1,2356,2354,23
0.5000495,1,2356,2358,23
0.5004073,1,2356,2360,23
0.5024823,0,2356,10919,23
0.50311214,1,2357,2354,23
0.50031644,1,2358,2355,23
0.50039405,1,2358,2356,23
0.5014487,1,2358,2360,23
0.4986995,0,2359,2355,23
0.49492952,1,2360,2356,23
0.5000413,1,2360,2358,23
0.49251038,0,10739,2355,23
0.49614432,0,10919,2356,23
0.49897006,0,671,5911,24
0.5011086,1,5906,5907,24
0.5005537,1,5906,5908,24
0.49913496,0,5906,12818,24
0.5004944,1,5907,5906,24
0.5036038,1,5907,5909,24
0.49496982,1,5908,5906,24
0.49633443,1,5908,5909,24
0.4983377,1,5908,5911,24
0.49814144,0,5908,5912,24
0.5024391,1,5908,5913,24
0.50019026,1,5909,5907,24
0.5039988,1,5909,5908,24
0.50266284,1,5909,5911,24
0.498718,0,5909,5914,24
0.49622235,0,5909,5915,24
0.49591962,0,5909,5916,24
0.49813232,0,5909,5917,24
0.49980938,0,5909,5918,24
0.49985757,0,5909,5919,24
0.49888858,0,5909,5920,24
0.4997487,0,5909,5921,24
0.49787214,0,5909,6826,24
0.49809068,0,5911,671,24
0.5002151,1,5911,5908,24
0.501911,1,5911,5909,24
0.49800053,0,5911,5922,24
0.4964147,0,5911,5923,24
0.49868953,0,5912,5908,24
0.5027522,0,5912,12857,24
0.49896905,1,5913,5908,24
0.49991146,0,5914,5909,24
0.49575344,0,5915,5909,24
0.49989238,0,5916,5909,24
0.49682018,0,5917,5909,24
0.4986534,0,5918,5909,24
0.4925509,0,5919,5909,24
0.49843422,0,5920,5909,24
0.49823588,0,5921,5909,24
0.49727678,0,5922,5911,24
0.49839312,0,5923,5911,24
0.50025284,0,6826,5909,24
0.49969828,0,12818,5906,24
0.49920043,0,12857,5912,24
