GT,Edge Probability,Category
0,0.49613497,False Positive
0,0.4701516,False Positive
0,0.554791,False Positive
0,0.56619895,False Positive
1,0.64461684,True Positive
1,0.59801126,True Positive
1,0.5729087,True Positive
1,0.58902335,True Positive
0,0.5918015,False Positive
1,0.6021898,True Positive
1,0.61868626,True Positive
1,0.5975889,True Positive
0,0.58277434,False Positive
0,0.56810987,False Positive
1,0.6250769,True Positive
1,0.5796224,True Positive
1,0.52370965,True Positive
1,0.56983405,True Positive
0,0.5656518,False Positive
0,0.5210789,False Positive
1,0.5665604,True Positive
1,0.5377521,True Positive
0,0.58255,False Positive
0,0.5657567,False Positive
1,0.58338124,True Positive
0,0.48382246,False Positive
0,0.55224764,False Positive
0,0.59983397,False Positive
0,0.5516868,False Positive
0,0.57095814,False Positive
0,0.6332801,False Positive
0,0.6341444,False Positive
0,0.52366316,False Positive
0,0.6108486,False Positive
0,0.59047854,False Positive
0,0.6111686,False Positive
0,0.49301484,False Positive
0,0.41784844,False Positive
0,0.47929564,False Positive
0,0.60466164,False Positive
0,0.62192976,False Positive
1,0.6334073,True Positive
1,0.55744445,True Positive
0,0.5934719,False Positive
1,0.55863947,True Positive
1,0.564769,True Positive
1,0.510835,True Positive
0,0.62751174,False Positive
1,0.59423304,True Positive
1,0.5427149,True Positive
1,0.5140088,True Positive
0,0.5800586,False Positive
0,0.54057145,False Positive
0,0.56896955,False Positive
1,0.62246317,True Positive
1,0.5875891,True Positive
1,0.62166506,True Positive
1,0.5484197,True Positive
1,0.51086295,True Positive
1,0.5115491,True Positive
1,0.50245106,True Positive
1,0.6336414,True Positive
1,0.6678614,True Positive
0,0.48967382,False Positive
1,0.53450495,True Positive
1,0.5183413,True Positive
1,0.5316738,True Positive
1,0.50503767,True Positive
1,0.54831266,True Positive
0,0.49008843,False Positive
0,0.5029854,False Positive
0,0.57450575,False Positive
1,0.531285,True Positive
1,0.5561145,True Positive
1,0.5809479,True Positive
1,0.56999135,True Positive
0,0.6151765,False Positive
0,0.45822734,False Positive
0,0.46406117,False Positive
0,0.48140118,False Positive
1,0.5558748,True Positive
1,0.5142771,True Positive
0,0.5888462,False Positive
0,0.5687301,False Positive
0,0.52799124,False Positive
0,0.5471326,False Positive
0,0.57393867,False Positive
0,0.5192506,False Positive
0,0.5162835,False Positive
1,0.5712762,True Positive
1,0.5255428,True Positive
1,0.59531844,True Positive
1,0.5485808,True Positive
1,0.51828665,True Positive
0,0.511939,False Positive
1,0.5948153,True Positive
1,0.5597976,True Positive
1,0.5157664,True Positive
0,0.5108139,False Positive
1,0.5295417,True Positive
1,0.5985746,True Positive
1,0.55312335,True Positive
1,0.54272413,True Positive
1,0.5405674,True Positive
1,0.56906486,True Positive
0,0.44684443,False Positive
0,0.52484065,False Positive
0,0.5632103,False Positive
0,0.56576777,False Positive
1,0.53113866,True Positive
1,0.51891047,True Positive
1,0.5874869,True Positive
1,0.54650193,True Positive
0,0.5305859,False Positive
1,0.6137954,True Positive
1,0.57716364,True Positive
1,0.5724549,True Positive
0,0.58974105,False Positive
0,0.60398865,False Positive
0,0.56666267,False Positive
1,0.5347334,True Positive
1,0.5226377,True Positive
1,0.5190546,True Positive
0,0.4847036,False Positive
0,0.53894,False Positive
1,0.55742365,True Positive
1,0.5547001,True Positive
0,0.5958962,False Positive
1,0.5188703,True Positive
0,0.51353997,False Positive
0,0.5348825,False Positive
0,0.50154716,False Positive
0,0.56105304,False Positive
0,0.5257674,False Positive
1,0.55052364,True Positive
1,0.5507467,True Positive
0,0.52122897,False Positive
1,0.5753163,True Positive
1,0.54369724,True Positive
1,0.55430263,True Positive
1,0.5305641,True Positive
1,0.64121056,True Positive
1,0.5166263,True Positive
0,0.5764002,False Positive
0,0.63483113,False Positive
1,0.54894733,True Positive
1,0.5464561,True Positive
1,0.6373387,True Positive
0,0.48651278,False Positive
1,0.52548087,True Positive
1,0.50081396,True Positive
0,0.51373684,False Positive
1,0.62075764,True Positive
1,0.61934733,True Positive
0,0.5642823,False Positive
0,0.55563295,False Positive
0,0.56944716,False Positive
0,0.4970017,False Positive
0,0.611563,False Positive
0,0.44092196,False Positive
0,0.53966606,False Positive
0,0.60377467,False Positive
0,0.6037597,False Positive
0,0.54535365,False Positive
1,0.5053702,True Positive
1,0.53783655,True Positive
1,0.5252819,True Positive
1,0.50646055,True Positive
1,0.6030122,True Positive
1,0.5818687,True Positive
1,0.5326514,True Positive
0,0.61622316,False Positive
0,0.5635391,False Positive
0,0.5014124,False Positive
1,0.5408019,True Positive
1,0.5744126,True Positive
1,0.53701824,True Positive
0,0.53025407,False Positive
1,0.533794,True Positive
1,0.54291236,True Positive
1,0.5474119,True Positive
0,0.49286127,False Positive
0,0.47525653,False Positive
0,0.4690206,False Positive
1,0.5188172,True Positive
1,0.6606277,True Positive
0,0.6603653,False Positive
0,0.52178234,False Positive
0,0.61974365,False Positive
0,0.49183404,False Positive
0,0.53692937,False Positive
0,0.55285466,False Positive
1,0.5740562,True Positive
1,0.58113664,True Positive
1,0.5664271,True Positive
0,0.5405963,False Positive
1,0.6791801,True Positive
1,0.5462649,True Positive
0,0.5262384,False Positive
0,0.62250715,False Positive
1,0.6621808,True Positive
1,0.5441002,True Positive
1,0.5542101,True Positive
1,0.5715581,True Positive
1,0.555333,True Positive
1,0.5368677,True Positive
0,0.5515205,False Positive
0,0.55476946,False Positive
1,0.5735537,True Positive
1,0.53984916,True Positive
0,0.5177117,False Positive
0,0.48939386,False Positive
0,0.56878066,False Positive
0,0.4602129,False Positive
0,0.48058954,False Positive
0,0.5686295,False Positive
0,0.49439755,False Positive
0,0.48178458,False Positive
0,0.47592655,False Positive
1,0.5915359,True Positive
1,0.5634035,True Positive
0,0.59350973,False Positive
1,0.56758547,True Positive
1,0.5994422,True Positive
1,0.51454574,True Positive
0,0.55856013,False Positive
1,0.6431384,True Positive
1,0.55886865,True Positive
1,0.63573223,True Positive
0,0.6087688,False Positive
1,0.5248282,True Positive
1,0.59751904,True Positive
1,0.5647787,True Positive
1,0.63620746,True Positive
0,0.56334203,False Positive
1,0.5406155,True Positive
1,0.52475506,True Positive
1,0.63543797,True Positive
1,0.6322423,True Positive
1,0.5472292,True Positive
0,0.4823773,False Positive
1,0.5429658,True Positive
1,0.4965362,True Positive
0,0.5385295,False Positive
1,0.5847112,True Positive
1,0.5361212,True Positive
1,0.57617384,True Positive
1,0.56592596,True Positive
0,0.43331143,False Positive
1,0.63545996,True Positive
1,0.63347167,True Positive
1,0.5891057,True Positive
0,0.57639533,False Positive
1,0.5867427,True Positive
1,0.51067466,True Positive
0,0.5414468,False Positive
1,0.5435436,True Positive
1,0.5663607,True Positive
1,0.5574356,True Positive
1,0.5574132,True Positive
0,0.49495104,False Positive
1,0.52032655,True Positive
1,0.59846354,True Positive
1,0.60452145,True Positive
1,0.5699111,True Positive
1,0.5361613,True Positive
1,0.5579583,True Positive
1,0.55378807,True Positive
0,0.5434687,False Positive
0,0.54057986,False Positive
0,0.5126207,False Positive
1,0.533692,True Positive
1,0.5515447,True Positive
1,0.5735576,True Positive
0,0.48566774,False Positive
0,0.54763526,False Positive
1,0.58000284,True Positive
1,0.5736714,True Positive
1,0.5162587,True Positive
1,0.51306975,True Positive
1,0.52484006,True Positive
0,0.60919166,False Positive
1,0.560033,True Positive
1,0.5697131,True Positive
1,0.5577328,True Positive
1,0.5058517,True Positive
1,0.6110101,True Positive
1,0.6092156,True Positive
1,0.5423131,True Positive
1,0.56594616,True Positive
1,0.5156501,True Positive
0,0.4978575,False Positive
1,0.6225887,True Positive
1,0.5766331,True Positive
1,0.596862,True Positive
1,0.6209413,True Positive
0,0.54165167,False Positive
1,0.5599731,True Positive
1,0.5554242,True Positive
1,0.576662,True Positive
1,0.56737036,True Positive
1,0.6085434,True Positive
1,0.5567034,True Positive
1,0.568037,True Positive
0,0.5364854,False Positive
0,0.5561268,False Positive
0,0.633522,False Positive
1,0.58093625,True Positive
1,0.6245621,True Positive
1,0.6477513,True Positive
0,0.56640846,False Positive
1,0.53787744,True Positive
1,0.5639982,True Positive
1,0.6664152,True Positive
1,0.59362686,True Positive
1,0.6459752,True Positive
1,0.5593001,True Positive
1,0.6154374,True Positive
1,0.555329,True Positive
0,0.49937728,False Positive
1,0.613072,True Positive
1,0.5511006,True Positive
1,0.5790352,True Positive
1,0.5858434,True Positive
1,0.59321153,True Positive
1,0.6564842,True Positive
0,0.5537561,False Positive
0,0.46573624,False Positive
1,0.5039587,True Positive
1,0.513546,True Positive
1,0.54380095,True Positive
1,0.547642,True Positive
0,0.5343259,False Positive
1,0.56139445,True Positive
1,0.56091213,True Positive
1,0.5029039,True Positive
0,0.45779932,False Positive
0,0.5740925,False Positive
1,0.5601975,True Positive
1,0.58603066,True Positive
1,0.53392047,True Positive
1,0.5690961,True Positive
0,0.51701957,False Positive
0,0.5666894,False Positive
1,0.54881966,True Positive
1,0.5571682,True Positive
0,0.46450502,False Positive
0,0.6060128,False Positive
1,0.58878696,True Positive
0,0.56781137,False Positive
0,0.633297,False Positive
0,0.47851363,False Positive
0,0.509363,False Positive
0,0.50616884,False Positive
0,0.51671475,False Positive
0,0.6310856,False Positive
0,0.5325454,False Positive
0,0.4750062,False Positive
0,0.5006336,False Positive
0,0.6247982,False Positive
0,0.536579,False Positive
0,0.62404823,False Positive
1,0.5541791,True Positive
1,0.538094,True Positive
1,0.59759396,True Positive
1,0.5989745,True Positive
0,0.5472676,False Positive
1,0.6249172,True Positive
1,0.5863604,True Positive
1,0.5871072,True Positive
1,0.5595677,True Positive
1,0.5656451,True Positive
1,0.54369295,True Positive
1,0.56825155,True Positive
0,0.48745897,False Positive
0,0.50969577,False Positive
1,0.57803303,True Positive
1,0.6212146,True Positive
0,0.58931106,False Positive
0,0.64193946,False Positive
1,0.55349886,True Positive
1,0.56069314,True Positive
0,0.58960056,False Positive
0,0.52557343,False Positive
1,0.5773683,True Positive
0,0.51116896,False Positive
1,0.54675657,True Positive
1,0.56085324,True Positive
0,0.4917625,False Positive
1,0.53888035,True Positive
1,0.5473958,True Positive
1,0.5868397,True Positive
0,0.49314404,False Positive
0,0.5374439,False Positive
0,0.5317829,False Positive
0,0.612604,False Positive
0,0.6197381,False Positive
1,0.5093761,True Positive
1,0.53329724,True Positive
0,0.5753707,False Positive
0,0.57840323,False Positive
0,0.5849346,False Positive
1,0.57291806,True Positive
1,0.57763577,True Positive
1,0.5996465,True Positive
0,0.4812313,False Positive
1,0.5332794,True Positive
1,0.53046614,True Positive
0,0.60369414,False Positive
0,0.58999425,False Positive
0,0.5741348,False Positive
1,0.58330286,True Positive
1,0.56322753,True Positive
1,0.571574,True Positive
1,0.5383928,True Positive
1,0.5249052,True Positive
0,0.56847185,False Positive
1,0.55793345,True Positive
1,0.53046566,True Positive
1,0.54299116,True Positive
0,0.54603904,False Positive
1,0.5428971,True Positive
1,0.5296808,True Positive
1,0.55466706,True Positive
0,0.53938544,False Positive
1,0.59036183,True Positive
0,0.4421271,False Positive
0,0.45490634,False Positive
1,0.5437944,True Positive
1,0.5446438,True Positive
0,0.5729674,False Positive
0,0.49526727,False Positive
0,0.5273216,False Positive
1,0.54525113,True Positive
1,0.5491602,True Positive
1,0.5336214,True Positive
1,0.5081079,True Positive
0,0.5080861,False Positive
1,0.5241731,True Positive
1,0.5024969,True Positive
1,0.50326556,True Positive
0,0.49460566,False Positive
0,0.5154663,False Positive
1,0.56438386,True Positive
1,0.5673261,True Positive
1,0.5310967,True Positive
0,0.5804222,False Positive
1,0.5893224,True Positive
1,0.54504037,True Positive
1,0.6053371,True Positive
0,0.5823334,False Positive
0,0.59304416,False Positive
0,0.551226,False Positive
1,0.50449324,True Positive
1,0.5668501,True Positive
0,0.5500391,False Positive
0,0.5519687,False Positive
0,0.5441597,False Positive
0,0.4947685,False Positive
0,0.5498854,False Positive
0,0.5176582,False Positive
0,0.50035584,False Positive
0,0.49000943,False Positive
1,0.6084342,True Positive
1,0.59374607,True Positive
1,0.50482213,True Positive
1,0.5035636,True Positive
0,0.5111916,False Positive
1,0.5207454,True Positive
1,0.5157648,True Positive
1,0.5570126,True Positive
0,0.46992204,False Positive
0,0.5520175,False Positive
0,0.57915926,False Positive
0,0.53210706,False Positive
0,0.4955495,False Positive
1,0.5639351,True Positive
1,0.5382757,True Positive
1,0.5506733,True Positive
0,0.51810926,False Positive
1,0.62571365,True Positive
1,0.61695325,True Positive
1,0.57706803,True Positive
0,0.5838139,False Positive
0,0.5334183,False Positive
0,0.49911368,False Positive
0,0.60343,False Positive
0,0.5133395,False Positive
0,0.49761406,False Positive
0,0.53569734,False Positive
0,0.61052626,False Positive
0,0.47277138,False Positive
1,0.54139555,True Positive
1,0.56986165,True Positive
1,0.55172336,True Positive
1,0.56253046,True Positive
1,0.5355201,True Positive
0,0.55753535,False Positive
1,0.59413296,True Positive
1,0.57309836,True Positive
1,0.51385176,True Positive
0,0.5673681,False Positive
0,0.5311343,False Positive
0,0.5625363,False Positive
0,0.5444743,False Positive
0,0.5056518,False Positive
1,0.5345621,True Positive
1,0.56752753,True Positive
1,0.5339146,True Positive
1,0.544426,True Positive
1,0.5652573,True Positive
0,0.53436625,False Positive
0,0.54673123,False Positive
0,0.524088,False Positive
0,0.5023707,False Positive
0,0.52232206,False Positive
1,0.51338625,True Positive
1,0.5651641,True Positive
1,0.52539563,True Positive
1,0.55291605,True Positive
0,0.5521627,False Positive
0,0.58863705,False Positive
1,0.50418603,True Positive
1,0.5361034,True Positive
1,0.579894,True Positive
0,0.55024785,False Positive
1,0.53061104,True Positive
1,0.5661119,True Positive
1,0.5700269,True Positive
0,0.5503312,False Positive
0,0.5270833,False Positive
1,0.63838243,True Positive
1,0.592863,True Positive
1,0.59716916,True Positive
0,0.5469035,False Positive
0,0.5222202,False Positive
0,0.49225137,False Positive
1,0.6365655,True Positive
1,0.6132236,True Positive
0,0.4688277,False Positive
0,0.57865405,False Positive
1,0.5273464,True Positive
1,0.5725746,True Positive
1,0.5064114,True Positive
1,0.5419089,True Positive
0,0.438254,False Positive
0,0.5117834,False Positive
1,0.51095504,True Positive
1,0.54482234,True Positive
1,0.5324141,True Positive
0,0.43664843,False Positive
0,0.47235695,False Positive
0,0.5415697,False Positive
1,0.52994925,True Positive
1,0.5759943,True Positive
1,0.58650684,True Positive
1,0.55924314,True Positive
1,0.5786642,True Positive
1,0.59771985,True Positive
0,0.4930338,False Positive
0,0.48226684,False Positive
0,0.54560155,False Positive
1,0.50992686,True Positive
0,0.5108312,False Positive
0,0.42079252,False Positive
0,0.47756925,False Positive
0,0.57886404,False Positive
0,0.48516992,False Positive
0,0.6793644,False Positive
0,0.5664064,False Positive
1,0.61151606,True Positive
1,0.52375025,True Positive
0,0.5827786,False Positive
1,0.525878,True Positive
1,0.5709727,True Positive
1,0.5478668,True Positive
0,0.6336621,False Positive
1,0.54940134,True Positive
1,0.58436286,True Positive
1,0.53100103,True Positive
0,0.5571111,False Positive
1,0.6386993,True Positive
1,0.5398731,True Positive
1,0.5156489,True Positive
0,0.55032176,False Positive
1,0.5290178,True Positive
1,0.56743205,True Positive
0,0.48483932,False Positive
0,0.5551565,False Positive
0,0.5401334,False Positive
1,0.5393066,True Positive
1,0.5291395,True Positive
1,0.5781252,True Positive
1,0.6129559,True Positive
1,0.50910574,True Positive
0,0.58725864,False Positive
1,0.6574789,True Positive
1,0.55430967,True Positive
1,0.5573721,True Positive
0,0.56821126,False Positive
0,0.52965325,False Positive
0,0.58573395,False Positive
1,0.6056219,True Positive
1,0.6235418,True Positive
1,0.5407239,True Positive
1,0.5334076,True Positive
1,0.57983077,True Positive
1,0.5201677,True Positive
1,0.54757655,True Positive
0,0.515913,False Positive
0,0.5528811,False Positive
0,0.49446163,False Positive
0,0.6390312,False Positive
0,0.6009737,False Positive
0,0.5596901,False Positive
0,0.44837162,False Positive
0,0.38108528,False Positive
1,0.55366963,True Positive
1,0.5318821,True Positive
0,0.57806194,False Positive
0,0.53951263,False Positive
0,0.5494776,False Positive
1,0.5854887,True Positive
1,0.52461666,True Positive
1,0.57465196,True Positive
0,0.524279,False Positive
0,0.5695799,False Positive
1,0.58135694,True Positive
1,0.5104636,True Positive
1,0.51205105,True Positive
0,0.5812486,False Positive
0,0.5468203,False Positive
1,0.5635334,True Positive
1,0.54134506,True Positive
1,0.5151257,True Positive
0,0.5347895,False Positive
0,0.5242438,False Positive
1,0.57095444,True Positive
1,0.62710345,True Positive
1,0.5637398,True Positive
1,0.55215335,True Positive
0,0.527357,False Positive
0,0.55655974,False Positive
0,0.5630921,False Positive
0,0.53842694,False Positive
0,0.57893836,False Positive
0,0.49915323,False Positive
0,0.4704147,False Positive
0,0.45638382,False Positive
0,0.508737,False Positive
0,0.4763772,False Positive
0,0.47772095,False Positive
0,0.4735925,False Positive
1,0.5352493,True Positive
1,0.50747067,True Positive
1,0.6458187,True Positive
1,0.6048826,True Positive
1,0.56014174,True Positive
1,0.52140385,True Positive
1,0.5910146,True Positive
0,0.4849563,False Positive
0,0.4896269,False Positive
1,0.584547,True Positive
1,0.5552572,True Positive
1,0.61993486,True Positive
0,0.5807599,False Positive
1,0.5447278,True Positive
1,0.5251701,True Positive
1,0.50998414,True Positive
0,0.54186404,False Positive
0,0.52156514,False Positive
0,0.60037714,False Positive
0,0.5452124,False Positive
0,0.51699126,False Positive
0,0.55352306,False Positive
0,0.47449306,False Positive
0,0.4947253,False Positive
0,0.50564665,False Positive
0,0.45893627,False Positive
0,0.5025088,False Positive
1,0.5095932,True Positive
1,0.5200077,True Positive
1,0.5258437,True Positive
1,0.55221945,True Positive
1,0.5929464,True Positive
0,0.5470369,False Positive
1,0.5561765,True Positive
1,0.5841083,True Positive
1,0.5945259,True Positive
0,0.5260404,False Positive
0,0.67752385,False Positive
1,0.5222321,True Positive
1,0.5498619,True Positive
1,0.5285544,True Positive
1,0.5471282,True Positive
1,0.61002356,True Positive
0,0.4465693,False Positive
1,0.50962484,True Positive
1,0.5692157,True Positive
0,0.47128466,False Positive
0,0.53497314,False Positive
0,0.47333446,False Positive
0,0.50910985,False Positive
0,0.5330396,False Positive
0,0.526697,False Positive
0,0.53968126,False Positive
0,0.5859077,False Positive
0,0.45835397,False Positive
0,0.563877,False Positive
1,0.58104676,True Positive
1,0.5981014,True Positive
0,0.5745041,False Positive
0,0.5787143,False Positive
1,0.5745067,True Positive
0,0.5293359,False Positive
1,0.5776233,True Positive
1,0.6249596,True Positive
0,0.5768984,False Positive
1,0.5124324,True Positive
1,0.5489004,True Positive
1,0.5139782,True Positive
0,0.4507282,False Positive
0,0.5193866,False Positive
0,0.5441334,False Positive
1,0.6044474,True Positive
1,0.62208426,True Positive
1,0.5655246,True Positive
0,0.6051295,False Positive
0,0.553753,False Positive
0,0.5745698,False Positive
1,0.5586404,True Positive
1,0.54488504,True Positive
0,0.625296,False Positive
0,0.6011605,False Positive
0,0.533922,False Positive
0,0.5180058,False Positive
0,0.5543581,False Positive
1,0.6379217,True Positive
1,0.5949218,True Positive
1,0.60693026,True Positive
1,0.50013924,True Positive
1,0.5329933,True Positive
0,0.49024257,False Positive
1,0.5595386,True Positive
1,0.58839655,True Positive
1,0.56787604,True Positive
0,0.58776575,False Positive
0,0.5867463,False Positive
1,0.53533316,True Positive
1,0.54429466,True Positive
1,0.6081041,True Positive
1,0.56430095,True Positive
1,0.5396832,True Positive
0,0.6234263,False Positive
1,0.5961435,True Positive
1,0.59100616,True Positive
0,0.56347716,False Positive
0,0.49461964,False Positive
0,0.5372264,False Positive
1,0.5658749,True Positive
1,0.54867345,True Positive
1,0.52345264,True Positive
1,0.5726357,True Positive
1,0.57646805,True Positive
0,0.54407084,False Positive
0,0.53888565,False Positive
1,0.54128826,True Positive
1,0.54428864,True Positive
1,0.5115972,True Positive
0,0.52917415,False Positive
1,0.5638672,True Positive
1,0.5397397,True Positive
1,0.51903725,True Positive
1,0.5347512,True Positive
1,0.54727,True Positive
0,0.558881,False Positive
0,0.52698064,False Positive
