Probability,GT,P1,P2,Run
0.47760582,0,169,4807,3
0.48803422,0,440,4806,3
0.42014903,0,1225,166,3
0.4922057,0,4454,4799,3
0.5082134,1,4797,4798,3
0.54185766,1,4797,4799,3
0.5423986,1,4798,4797,3
0.5603596,1,4798,4802,3
0.5230823,0,4798,4803,3
0.541663,0,4798,4804,3
0.51585954,0,4798,4805,3
0.54333955,0,4798,8797,3
0.5562425,0,4799,4454,3
0.53868264,1,4799,4797,3
0.5549855,1,4799,4802,3
0.5435655,1,4799,4806,3
0.5035663,1,4802,4798,3
0.52964544,1,4802,4799,3
0.5427305,1,4802,4806,3
0.53143644,1,4802,4807,3
0.4880648,0,4803,4798,3
0.48354205,0,4804,4798,3
0.48646635,0,4805,4798,3
0.47621295,0,4806,440,3
0.50948864,1,4806,4799,3
0.52137333,1,4806,4802,3
0.5334386,0,4807,169,3
0.54369265,1,4807,4802,3
0.41371197,0,6146,166,3
0.49356142,0,8797,4798,3
0.5666616,1,850,851,4
0.54369384,1,850,852,4
0.5896069,0,850,853,4
0.5157057,0,850,854,4
0.49402827,0,850,8269,4
0.47361422,1,851,850,4
0.51487017,1,851,855,4
0.50482994,1,851,856,4
0.486538,0,851,857,4
0.5100766,1,852,850,4
0.55642253,1,852,855,4
0.5819362,1,852,858,4
0.45113844,0,853,850,4
0.43609473,0,854,850,4
0.5544431,1,855,851,4
0.53039813,1,855,852,4
0.5476209,1,855,858,4
0.4571534,0,855,859,4
0.5311268,0,855,860,4
0.53373843,0,855,861,4
0.5274397,0,855,12663,4
0.54042625,1,856,851,4
0.5863604,1,856,1138,4
0.5163778,0,857,851,4
0.48707247,0,857,6001,4
0.51494545,1,858,852,4
0.5134881,1,858,855,4
0.42930394,0,859,855,4
0.43143564,0,860,855,4
0.4127702,0,861,855,4
0.59392023,1,1137,1138,4
0.51498234,1,1137,1139,4
0.53216726,0,1137,1140,4
0.55212295,0,1137,1141,4
0.571129,0,1137,1142,4
0.4770058,0,1137,1143,4
0.5247085,0,1137,1986,4
0.4586981,0,1137,4736,4
0.5371855,0,1137,12081,4
0.5202683,1,1138,856,4
0.57597774,1,1138,1137,4
0.5150666,1,1138,1144,4
0.4690882,0,1138,5550,4
0.5791413,1,1139,1137,4
0.52097815,1,1139,1144,4
0.5714348,1,1139,1145,4
0.51592326,0,1140,1137,4
0.58747756,0,1141,1137,4
0.41962397,0,1142,1137,4
0.50687426,0,1143,1137,4
0.5828614,1,1144,1138,4
0.50014514,1,1144,1139,4
0.5374711,1,1144,1145,4
0.5375415,0,1144,1600,4
0.50020415,0,1144,2517,4
0.535269,1,1145,1139,4
0.52183354,1,1145,1144,4
0.4771232,0,1600,1144,4
0.53524494,0,1986,1137,4
0.4420455,0,2517,1144,4
0.441209,0,3430,5550,4
0.53360337,0,4736,1137,4
0.4106089,0,5547,5550,4
0.61642253,0,5550,1138,4
0.5548008,0,5550,3430,4
0.5340917,0,5550,5547,4
0.49352285,0,6001,857,4
0.48129624,0,8269,850,4
0.53736496,0,12081,1137,4
0.5438424,0,12663,855,4
0.46823213,0,3883,11069,5
0.5101761,1,11067,11068,5
0.5607723,1,11067,11069,5
0.50178206,1,11068,11067,5
0.5126493,1,11068,11070,5
0.52181387,0,11069,3883,5
0.51666486,1,11069,11067,5
0.5263097,1,11069,11070,5
0.49084857,1,11069,11073,5
0.5078847,0,11069,11074,5
0.47895157,0,11069,11075,5
0.4944999,1,11070,11068,5
0.539314,1,11070,11069,5
0.50571805,1,11070,11073,5
0.5356759,1,11073,11069,5
0.5406656,1,11073,11070,5
0.6227155,1,11073,11076,5
0.44944125,0,11074,11069,5
0.50936884,0,11075,11069,5
0.3808707,1,11076,11073,5
0.4341619,0,1460,12476,6
0.55814797,0,2917,7575,6
0.47425133,0,3893,3896,6
0.56288236,0,3896,3893,6
0.5002591,0,3896,13044,6
0.4386505,0,4345,4346,6
0.5175202,0,4345,4347,6
0.4800687,0,4345,4348,6
0.49646074,0,4345,7572,6
0.5669918,0,4346,4345,6
0.5296937,0,4347,4345,6
0.52582943,0,4348,4345,6
0.42851743,0,5246,12476,6
0.5504674,0,5980,13048,6
0.48894575,0,6730,13048,6
0.5521333,0,7375,7574,6
0.508855,1,7571,7572,6
0.51910925,1,7571,7573,6
0.5496324,0,7572,4345,6
0.57053596,1,7572,7571,6
0.53561234,1,7572,7574,6
0.5364256,0,7572,7575,6
0.48286977,0,7572,12476,6
0.5507264,1,7572,13047,6
0.56659806,1,7573,7571,6
0.53765744,1,7573,7574,6
0.5469658,1,7573,7576,6
0.5243789,0,7574,7375,6
0.5507913,1,7574,7572,6
0.55245847,1,7574,7573,6
0.5551376,1,7574,7576,6
0.53749174,0,7574,7639,6
0.55577433,0,7574,8489,6
0.54273707,0,7575,2917,6
0.53165525,0,7575,7572,6
0.48190048,0,7575,9648,6
0.5378246,1,7576,7573,6
0.52578783,1,7576,7574,6
0.53907126,0,7639,7574,6
0.42183042,0,7717,12476,6
0.5301901,0,8489,7574,6
0.48950142,0,8520,13043,6
0.46774745,0,9648,7575,6
0.45353907,0,11534,12476,6
0.45472994,0,12472,12476,6
0.5391937,0,12476,1460,6
0.487654,0,12476,5246,6
0.5242543,0,12476,7572,6
0.48814616,0,12476,7717,6
0.4641378,0,12476,11534,6
0.5636686,0,12476,12472,6
0.551201,0,13043,8520,6
0.523013,1,13043,13044,6
0.58210105,1,13043,13045,6
0.4723988,0,13044,3896,6
0.519325,1,13044,13043,6
0.51234144,1,13044,13046,6
0.5287817,1,13044,13047,6
0.520157,0,13044,13048,6
0.50978726,1,13045,13043,6
0.5103291,1,13045,13046,6
0.5054328,1,13045,13049,6
0.51633817,1,13046,13044,6
0.58225346,1,13046,13045,6
0.5181617,1,13046,13049,6
0.5757274,1,13047,7572,6
0.5378843,1,13047,13044,6
0.48695302,0,13048,5980,6
0.5226782,0,13048,6730,6
0.4742015,0,13048,13044,6
0.5588099,1,13049,13045,6
0.5107661,1,13049,13046,6
0.5396673,0,1659,7138,7
0.562162,0,4566,7131,7
0.5008161,0,7131,4566,7
0.5652175,1,7131,7132,7
0.5695763,1,7131,7133,7
0.58764285,0,7131,7134,7
0.61639607,0,7131,7135,7
0.5134978,1,7132,7131,7
0.54694307,1,7132,7136,7
0.5035444,1,7133,7131,7
0.54126626,1,7133,7136,7
0.5435171,1,7133,7137,7
0.49190104,0,7133,7138,7
0.6153539,1,7133,7139,7
0.6102346,0,7133,9978,7
0.472523,0,7134,7131,7
0.5712708,0,7135,7131,7
0.5173847,1,7136,7132,7
0.5267528,1,7136,7133,7
0.5088578,1,7136,7137,7
0.5405855,0,7136,7140,7
0.5433835,1,7137,7133,7
0.5426376,1,7137,7136,7
0.4709664,0,7137,7141,7
0.5154309,0,7138,1659,7
0.5394995,0,7138,7133,7
0.48030844,0,7138,7729,7
0.4554903,0,7138,12356,7
0.5399223,1,7139,7133,7
0.56031144,0,7140,7136,7
0.5420037,0,7141,7137,7
0.4700375,0,7729,7138,7
0.58023673,0,9974,9978,7
0.50981206,0,9978,7133,7
0.43924728,0,9978,9974,7
0.49925542,0,12356,7138,7
0.51190525,1,593,594,8
0.54499584,1,593,595,8
0.46823275,0,593,12756,8
0.55034655,1,594,593,8
0.5129586,1,594,596,8
0.5809792,1,595,593,8
0.54586774,1,595,596,8
0.5284494,1,595,598,8
0.5458406,1,595,599,8
0.519809,1,596,594,8
0.55315083,1,596,595,8
0.46817696,1,596,598,8
0.45131552,0,596,600,8
0.48247367,0,596,9019,8
0.5323266,1,598,595,8
0.4612732,1,598,596,8
0.4524814,0,598,601,8
0.47540087,0,598,602,8
0.488577,0,598,3031,8
0.5472208,0,598,4272,8
0.48671788,0,598,10079,8
0.57641476,1,599,595,8
0.4462174,0,600,596,8
0.3907731,0,601,598,8
0.5291666,0,602,598,8
0.5084076,0,3031,598,8
0.45785746,0,4272,598,8
0.4535797,0,9019,596,8
0.4442337,0,10079,598,8
0.5322745,0,12756,593,8
0.46896952,0,571,12663,9
0.5120097,1,850,851,9
0.5679828,1,850,852,9
0.49548867,1,851,850,9
0.45299542,1,851,855,9
0.48970917,0,851,856,9
0.4756,0,851,857,9
0.54403186,1,852,850,9
0.50420994,1,852,855,9
0.5326689,1,852,858,9
0.51213336,1,855,851,9
0.56747115,1,855,852,9
0.5264968,1,855,858,9
0.49510998,0,855,859,9
0.5594143,0,855,860,9
0.5190962,1,855,861,9
0.4934839,0,855,12663,9
0.55788034,0,856,851,9
0.4768438,0,857,851,9
0.5878901,1,858,852,9
0.5159242,1,858,855,9
0.5203397,0,858,862,9
0.5087944,0,859,855,9
0.50316423,0,859,13195,9
0.50455403,0,860,855,9
0.51991063,1,861,855,9
0.48992246,0,862,858,9
0.49455702,0,12659,12663,9
0.43430638,0,12663,571,9
0.46546656,0,12663,855,9
0.46967855,0,12663,12659,9
0.4550646,0,13195,859,9
0.5486936,1,2354,2355,10
0.54695356,1,2354,2356,10
0.53191984,1,2354,2357,10
0.5433842,1,2355,2354,10
0.5749905,1,2355,2358,10
0.61406946,0,2355,2359,10
0.5132084,0,2355,10739,10
0.47880238,1,2356,2354,10
0.5148885,1,2356,2358,10
0.52085555,1,2356,2360,10
0.49358237,0,2356,10919,10
0.4627955,1,2357,2354,10
0.53521544,1,2358,2355,10
0.5283088,1,2358,2356,10
0.5439452,1,2358,2360,10
0.5224585,0,2359,2355,10
0.55914915,1,2360,2356,10
0.5768669,1,2360,2358,10
0.49292377,0,10739,2355,10
0.5036205,0,10919,2356,10
0.5768249,1,5569,5570,11
0.58985335,1,5569,5571,11
0.60419154,0,5569,10413,11
0.547142,1,5570,5569,11
0.5053344,1,5570,5572,11
0.4886001,0,5570,5573,11
0.5083636,1,5570,5574,11
0.5206233,0,5570,5575,11
0.4777792,0,5570,11829,11
0.5158406,1,5571,5569,11
0.47483984,1,5571,5572,11
0.5161373,1,5571,5576,11
0.5221585,1,5572,5570,11
0.5359431,1,5572,5571,11
0.51984763,1,5572,5576,11
0.5441653,0,5572,5578,11
0.5564038,0,5572,11428,11
0.46594307,0,5572,13068,11
0.49610233,0,5573,5570,11
0.50784934,0,5573,11525,11
0.5354155,1,5574,5570,11
0.43297842,0,5575,5570,11
0.55941784,1,5576,5571,11
0.5082337,1,5576,5572,11
0.44257423,0,5578,5572,11
0.59277827,0,10413,5569,11
0.4501605,0,11428,5572,11
0.43110597,0,11525,5573,11
0.39288032,0,11729,11829,11
0.48853174,0,11829,5570,11
0.48327944,0,11829,11729,11
0.5072122,0,11829,11830,11
0.45013314,0,11829,11831,11
0.4899652,0,11829,11832,11
0.51531863,0,11829,11833,11
0.43532476,0,11830,11829,11
0.4556735,0,11831,11829,11
0.480722,0,11832,11829,11
0.46612778,0,11833,11829,11
0.48647025,0,13068,5572,11
0.45797357,0,685,1548,12
0.5777164,1,1544,1545,12
0.5405167,1,1544,1546,12
0.5527981,0,1544,6609,12
0.54078317,1,1545,1544,12
0.5229053,1,1545,1547,12
0.47676772,0,1545,1548,12
0.49826738,0,1545,1549,12
0.5557186,1,1545,1550,12
0.49205297,0,1545,1551,12
0.57702863,1,1546,1544,12
0.553837,1,1546,1547,12
0.51802987,1,1546,1552,12
0.5583879,1,1547,1545,12
0.53166467,1,1547,1546,12
0.53586304,1,1547,1552,12
0.49385425,0,1548,685,12
0.5110239,0,1548,1545,12
0.5438277,0,1548,6542,12
0.4011671,0,1549,1545,12
0.5730476,1,1550,1545,12
0.42866886,0,1551,1545,12
0.5184593,1,1552,1546,12
0.54502887,1,1552,1547,12
0.532224,0,6542,1548,12
0.55522335,0,6609,1544,12
0.4964129,0,4161,7754,13
0.56111497,0,4979,7749,13
0.54690784,1,7747,7748,13
0.5648102,1,7747,7749,13
0.47768673,1,7748,7747,13
0.5599262,1,7748,7754,13
0.44993505,0,7749,4979,13
0.45546988,1,7749,7747,13
0.5346344,1,7749,7754,13
0.5141843,1,7749,7756,13
0.47056913,0,7749,7757,13
0.47988126,0,7754,4161,13
0.5208321,1,7754,7748,13
0.5377366,1,7754,7749,13
0.49514395,1,7754,7756,13
0.59000957,0,7754,7758,13
0.47880006,0,7754,8678,13
0.5560123,1,7756,7749,13
0.53177255,1,7756,7754,13
0.5425927,1,7756,7759,13
0.4397872,0,7756,7760,13
0.524721,0,7756,7761,13
0.5205122,0,7757,7749,13
0.5663759,0,7758,7754,13
0.54048616,1,7759,7756,13
0.46283984,0,7760,7756,13
0.44827372,0,7760,11094,13
0.42304432,0,7761,7756,13
0.5169476,0,8678,7754,13
0.48240113,0,11094,7760,13
0.5069995,0,2772,3750,14
0.5196551,0,3136,3741,14
0.4890854,0,3210,3749,14
0.5078975,0,3741,3136,14
0.5624371,1,3741,3742,14
0.5220727,1,3741,3743,14
0.497905,0,3741,3744,14
0.5279833,0,3741,6132,14
0.55301774,0,3741,13034,14
0.5387509,1,3742,3741,14
0.52007747,1,3742,3745,14
0.53385925,1,3743,3741,14
0.5216198,1,3743,3745,14
0.5131085,1,3743,3748,14
0.53106046,0,3743,3749,14
0.5250667,0,3743,3750,14
0.58201474,1,3743,3751,14
0.46843573,0,3744,3741,14
0.58169615,1,3745,3742,14
0.5482241,1,3745,3743,14
0.53615284,1,3745,3748,14
0.52176166,1,3748,3743,14
0.52069694,1,3748,3745,14
0.5059889,0,3748,3752,14
0.4610249,0,3749,3210,14
0.50006276,0,3749,3743,14
0.5428611,0,3750,2772,14
0.5395879,0,3750,3743,14
0.5562781,1,3751,3743,14
0.430945,0,3752,3748,14
0.5445001,0,6132,3741,14
0.4959712,0,13034,3741,14
0.56560403,1,578,579,15
0.5513379,1,578,580,15
0.52892137,1,579,578,15
0.5332929,1,579,581,15
0.5390594,1,580,578,15
0.5490697,1,580,581,15
0.5490383,1,580,590,15
0.5549026,0,580,10612,15
0.5509747,1,581,579,15
0.5295266,1,581,580,15
0.5661926,1,581,590,15
0.6004837,0,581,591,15
0.58749604,0,581,11056,15
0.53127134,1,590,580,15
0.5585311,1,590,581,15
0.53046715,1,590,592,15
0.5646306,0,590,3709,15
0.5138613,0,591,581,15
0.4823896,1,592,590,15
0.54315805,0,3707,3709,15
0.5092945,0,3709,590,15
0.47717622,0,3709,3707,15
0.5088005,0,3709,13083,15
0.489481,0,10612,580,15
0.49881807,0,11056,581,15
0.553735,0,13083,3709,15
0.5711341,1,2354,2355,16
0.5352264,1,2354,2356,16
0.52797693,1,2354,2357,16
0.5113403,1,2355,2354,16
0.5378088,1,2355,2358,16
0.52811575,0,2355,2359,16
0.5498793,0,2355,10739,16
0.5115559,1,2356,2354,16
0.54366505,1,2356,2358,16
0.5036008,1,2356,2360,16
0.53927255,0,2356,10919,16
0.51958716,1,2357,2354,16
0.5818494,1,2358,2355,16
0.5582117,1,2358,2356,16
0.5014018,1,2358,2360,16
0.630949,0,2359,2355,16
0.52712834,1,2360,2356,16
0.5137066,1,2360,2358,16
0.55503255,0,10739,2355,16
0.48612788,0,10919,2356,16
0.55439675,1,9612,9613,17
0.57247317,1,9612,9614,17
0.53089345,1,9613,9612,17
0.5247163,1,9613,9615,17
0.5198519,1,9614,9612,17
0.522496,1,9614,9615,17
0.52775747,1,9614,9616,17
0.56607854,1,9614,9617,17
0.539846,1,9615,9613,17
0.5574954,1,9615,9614,17
0.54113525,1,9615,9616,17
0.5590925,0,9615,9618,17
0.48515192,0,9615,9619,17
0.54312605,0,9615,12778,17
0.5271864,1,9616,9614,17
0.5052976,1,9616,9615,17
0.53211397,0,9616,9620,17
0.5201102,1,9617,9614,17
0.48729238,0,9618,9615,17
0.4576608,0,9619,9615,17
0.50102115,0,9620,9616,17
0.46922714,0,12778,9615,17
0.4570262,0,1830,7962,18
0.46992284,0,2136,7964,18
0.487844,0,2595,7962,18
0.51695615,1,7960,7961,18
0.5290797,1,7960,7962,18
0.51775837,1,7961,7960,18
0.50273,1,7961,7964,18
0.46787357,0,7962,1830,18
0.47648585,0,7962,2595,18
0.4511777,1,7962,7960,18
0.42966977,1,7962,7964,18
0.4620674,1,7962,7966,18
0.5272545,0,7962,7967,18
0.44020665,0,7962,7968,18
0.42022926,0,7962,7969,18
0.56079036,0,7964,2136,18
0.5275173,1,7964,7961,18
0.5429843,1,7964,7962,18
0.5535182,1,7964,7966,18
0.59307355,0,7964,7970,18
0.5276209,1,7966,7962,18
0.5048844,1,7966,7964,18
0.5793479,1,7966,7971,18
0.56455886,0,7966,7972,18
0.44776735,0,7967,7962,18
0.46963263,0,7968,7962,18
0.47769034,0,7969,7962,18
0.43577066,0,7970,7964,18
0.519686,1,7971,7966,18
0.4184116,0,7972,7966,18
0.41085517,0,1105,2642,19
0.44957173,0,2140,2636,19
0.60163325,0,2636,2140,19
0.5652227,1,2636,2637,19
0.56539553,1,2636,2638,19
0.49283808,1,2637,2636,19
0.5133229,1,2637,2639,19
0.4730135,0,2637,2640,19
0.5592326,0,2637,2641,19
0.49726427,0,2637,2642,19
0.51666725,1,2637,2643,19
0.5000854,1,2638,2636,19
0.5210578,1,2638,2639,19
0.55212635,1,2638,2644,19
0.5343206,1,2639,2637,19
0.5378735,1,2639,2638,19
0.5654543,1,2639,2644,19
0.49709982,0,2639,4261,19
0.6161693,0,2639,6750,19
0.5537313,0,2640,2637,19
0.5040118,0,2640,6955,19
0.57490593,0,2641,2637,19
0.45746523,0,2642,1105,19
0.5270948,0,2642,2637,19
0.52380943,0,2642,3600,19
0.5160888,1,2643,2637,19
0.5251001,1,2644,2638,19
0.5155681,1,2644,2639,19
0.4891499,0,3600,2642,19
0.49586505,0,4261,2639,19
0.46660024,0,6750,2639,19
0.42262837,0,6955,2640,19
0.5604348,0,1346,9234,20
0.49976498,0,9234,1346,20
0.59443694,1,9234,9235,20
0.5322432,1,9234,9236,20
0.4694001,0,9234,9237,20
0.5520786,1,9235,9234,20
0.55378735,1,9235,9238,20
0.524146,1,9235,9239,20
0.54403603,1,9236,9234,20
0.5473978,1,9236,9238,20
0.544239,1,9236,9240,20
0.50988567,0,9237,9234,20
0.59940964,1,9238,9235,20
0.5365458,1,9238,9236,20
0.550938,1,9238,9240,20
0.46233693,0,9238,9245,20
0.5029671,0,9238,9246,20
0.47660762,0,9238,9247,20
0.6024789,1,9239,9235,20
0.5158615,1,9240,9236,20
0.54105633,1,9240,9238,20
0.5770997,0,9245,9238,20
0.5688178,0,9246,9238,20
0.49211094,0,9247,9238,20
0.49671274,0,373,376,21
0.5525425,0,376,373,21
0.5852009,0,376,6069,21
0.55384904,0,376,12186,21
0.48988447,0,6069,376,21
0.5170709,1,12176,12177,21
0.57837164,1,12176,12178,21
0.5080634,1,12177,12176,21
0.5097069,1,12177,12183,21
0.5197211,1,12178,12176,21
0.51551324,1,12178,12183,21
0.53172296,1,12178,12186,21
0.5238861,1,12183,12177,21
0.58470315,1,12183,12178,21
0.52272964,1,12183,12186,21
0.4809417,0,12183,12187,21
0.47472817,0,12186,376,21
0.5653558,1,12186,12178,21
0.484091,1,12186,12183,21
0.48324654,1,12186,12188,21
0.40963814,0,12187,12183,21
0.48249745,1,12188,12186,21
0.53341794,1,1227,1228,22
0.5002975,1,1227,1229,22
0.5550673,1,1228,1227,22
0.5163257,1,1228,1230,22
0.468867,0,1228,1231,22
0.5925417,0,1228,10433,22
0.43219662,0,1228,12828,22
0.5552647,1,1229,1227,22
0.5197512,1,1229,1230,22
0.53442454,1,1229,1232,22
0.5578859,0,1229,1233,22
0.49349844,0,1229,1234,22
0.45563617,0,1229,1235,22
0.5574074,1,1230,1228,22
0.51025456,1,1230,1229,22
0.5447456,1,1230,1232,22
0.5139667,1,1230,1236,22
0.57494086,0,1230,1237,22
0.5687124,0,1231,1228,22
0.50481015,1,1232,1229,22
0.5099776,1,1232,1230,22
0.5376872,0,1232,10916,22
0.50402987,0,1233,1229,22
0.42764074,0,1234,1229,22
0.44349015,0,1235,1229,22
0.54430133,1,1236,1230,22
0.46693462,0,1237,1230,22
0.49633837,0,1237,2268,22
0.45149347,0,1237,6945,22
0.5739405,0,2268,1237,22
0.5499769,0,6945,1237,22
0.5200926,0,10433,1228,22
0.52044547,0,10916,1232,22
0.4977125,0,12828,1228,22
0.5350935,1,9612,9613,23
0.5141975,1,9612,9614,23
0.5099694,1,9613,9612,23
0.5406188,1,9613,9615,23
0.5144145,1,9614,9612,23
0.54577327,1,9614,9615,23
0.58060104,1,9614,9616,23
0.61295706,1,9614,9617,23
0.58390445,1,9615,9613,23
0.55673945,1,9615,9614,23
0.55588216,1,9615,9616,23
0.5677848,0,9615,9618,23
0.4738391,0,9615,9619,23
0.53977317,0,9615,12778,23
0.53203124,1,9616,9614,23
0.50197786,1,9616,9615,23
0.475013,0,9616,9620,23
0.5442034,1,9617,9614,23
0.5159738,0,9618,9615,23
0.40239564,0,9619,9615,23
0.56710917,0,9620,9616,23
0.5171254,0,12778,9615,23
0.51719016,0,56,5742,24
0.5886029,0,333,5743,24
0.5097353,1,5739,5740,24
0.5583738,1,5739,5741,24
0.63839316,0,5739,6802,24
0.48724115,0,5739,8326,24
0.5224677,1,5740,5739,24
0.5185105,1,5740,5742,24
0.5582539,0,5740,5743,24
0.5153252,1,5740,5744,24
0.47723573,0,5740,13016,24
0.5765538,1,5741,5739,24
0.5792938,1,5741,5742,24
0.51765954,1,5741,5745,24
0.4987563,0,5742,56,24
0.5418039,1,5742,5740,24
0.5903203,1,5742,5741,24
0.5155524,1,5742,5745,24
0.44059107,0,5743,333,24
0.4593835,0,5743,5740,24
0.5685672,1,5744,5740,24
0.5673597,1,5745,5741,24
0.5488315,1,5745,5742,24
0.4762418,0,6802,5739,24
0.5216204,0,8326,5739,24
0.51904655,0,13016,5740,24
0.53220034,0,13016,13017,24
0.45910743,0,13016,13018,24
0.46044794,0,13017,13016,24
0.48679116,0,13018,13016,24
