GT,Edge Probability,Category
0,0.48532504,False Positive
0,0.5245407,False Positive
1,0.6608781,True Positive
1,0.54584265,True Positive
0,0.5987688,False Positive
0,0.5988011,False Positive
0,0.6274411,False Positive
0,0.55193216,False Positive
1,0.6124515,True Positive
1,0.5438974,True Positive
1,0.57093674,True Positive
1,0.5175291,True Positive
1,0.547458,True Positive
1,0.6087367,True Positive
1,0.5598948,True Positive
1,0.6112282,True Positive
1,0.6532531,True Positive
1,0.59380215,True Positive
1,0.60539,True Positive
0,0.6515171,False Positive
1,0.6658813,True Positive
1,0.6377299,True Positive
1,0.6276029,True Positive
1,0.5693928,True Positive
0,0.5508763,False Positive
0,0.59025145,False Positive
1,0.5742066,True Positive
1,0.5895655,True Positive
1,0.62974733,True Positive
0,0.5910027,False Positive
1,0.5957936,True Positive
1,0.5689607,True Positive
0,0.53073853,False Positive
0,0.5401824,False Positive
0,0.5250975,False Positive
0,0.5667094,False Positive
0,0.56897384,False Positive
1,0.60026485,True Positive
1,0.56513476,True Positive
1,0.52535206,True Positive
1,0.5591262,True Positive
1,0.5916292,True Positive
1,0.5181464,True Positive
0,0.57449657,False Positive
0,0.6014168,False Positive
1,0.5803239,True Positive
1,0.5604077,True Positive
0,0.57362384,False Positive
0,0.5561178,False Positive
1,0.5409717,True Positive
1,0.56781083,True Positive
1,0.64917284,True Positive
1,0.5696788,True Positive
1,0.6211388,True Positive
1,0.5175011,True Positive
1,0.5723289,True Positive
1,0.5696126,True Positive
0,0.56135243,False Positive
1,0.5173549,True Positive
1,0.5352136,True Positive
1,0.5628388,True Positive
1,0.5800647,True Positive
1,0.5870207,True Positive
1,0.6094875,True Positive
0,0.57339066,False Positive
1,0.55737424,True Positive
1,0.5316787,True Positive
1,0.6331408,True Positive
1,0.66086817,True Positive
1,0.6341121,True Positive
1,0.5909984,True Positive
1,0.62185884,True Positive
1,0.52280515,True Positive
1,0.6102958,True Positive
1,0.59136987,True Positive
1,0.5361044,True Positive
0,0.4972213,False Positive
0,0.528427,False Positive
1,0.61014366,True Positive
1,0.6082927,True Positive
1,0.657103,True Positive
0,0.58770007,False Positive
0,0.62886584,False Positive
1,0.55975,True Positive
1,0.5903494,True Positive
1,0.61661494,True Positive
1,0.5919281,True Positive
1,0.6242248,True Positive
1,0.60226315,True Positive
1,0.6344584,True Positive
1,0.5869179,True Positive
0,0.60185176,False Positive
1,0.53442925,True Positive
1,0.60153913,True Positive
1,0.63277966,True Positive
1,0.58519334,True Positive
1,0.6249547,True Positive
1,0.6205994,True Positive
0,0.58004934,False Positive
0,0.48914447,False Positive
1,0.59354967,True Positive
1,0.6409444,True Positive
0,0.6105452,False Positive
1,0.5898909,True Positive
1,0.65264267,True Positive
1,0.57846904,True Positive
1,0.6400539,True Positive
1,0.6262597,True Positive
0,0.59250176,False Positive
1,0.5424684,True Positive
1,0.58858454,True Positive
1,0.5704199,True Positive
1,0.5512622,True Positive
1,0.51928765,True Positive
1,0.5241708,True Positive
1,0.61110467,True Positive
0,0.63055295,False Positive
0,0.57555014,False Positive
1,0.6043562,True Positive
1,0.5746376,True Positive
1,0.60913974,True Positive
1,0.57729346,True Positive
1,0.55422044,True Positive
0,0.5304668,False Positive
0,0.56870013,False Positive
1,0.5818908,True Positive
1,0.55398095,True Positive
1,0.57392323,True Positive
0,0.58901995,False Positive
1,0.5832283,True Positive
1,0.5255665,True Positive
1,0.6062579,True Positive
1,0.5777674,True Positive
1,0.5857493,True Positive
0,0.54854083,False Positive
0,0.60722214,False Positive
1,0.57605463,True Positive
1,0.56787294,True Positive
0,0.5923297,False Positive
1,0.6290503,True Positive
1,0.5396434,True Positive
1,0.6177456,True Positive
0,0.5774162,False Positive
1,0.5368051,True Positive
1,0.5921662,True Positive
0,0.5897807,False Positive
1,0.51820934,True Positive
1,0.5863946,True Positive
1,0.5563353,True Positive
0,0.58474827,False Positive
1,0.513212,True Positive
1,0.5796833,True Positive
1,0.5463561,True Positive
1,0.5650211,True Positive
1,0.5662378,True Positive
0,0.6384785,False Positive
0,0.616999,False Positive
1,0.6563961,True Positive
1,0.63451296,True Positive
1,0.7542226,True Positive
1,0.54005945,True Positive
1,0.6014409,True Positive
1,0.515978,True Positive
1,0.5620954,True Positive
1,0.5619491,True Positive
0,0.52982044,False Positive
1,0.5679541,True Positive
1,0.5830938,True Positive
1,0.5655673,True Positive
1,0.5479385,True Positive
1,0.5737632,True Positive
1,0.56873304,True Positive
0,0.633991,False Positive
1,0.53177494,True Positive
1,0.61948586,True Positive
1,0.60348254,True Positive
1,0.5738554,True Positive
1,0.58781034,True Positive
1,0.51592743,True Positive
1,0.53052175,True Positive
1,0.5938467,True Positive
0,0.5399663,False Positive
1,0.5066091,True Positive
1,0.5651022,True Positive
1,0.6419507,True Positive
1,0.6280238,True Positive
1,0.63472265,True Positive
1,0.554323,True Positive
0,0.6527288,False Positive
1,0.5468687,True Positive
1,0.55060565,True Positive
1,0.5650099,True Positive
1,0.58906335,True Positive
1,0.5635985,True Positive
1,0.61889064,True Positive
1,0.5955517,True Positive
1,0.5923674,True Positive
0,0.62978464,False Positive
1,0.5811426,True Positive
1,0.56277394,True Positive
1,0.5546549,True Positive
1,0.5397534,True Positive
1,0.56015533,True Positive
1,0.53464544,True Positive
0,0.46586782,False Positive
1,0.5940373,True Positive
1,0.5809326,True Positive
0,0.6102398,False Positive
1,0.5285178,True Positive
1,0.51168346,True Positive
1,0.62070394,True Positive
1,0.5461877,True Positive
1,0.51803386,True Positive
1,0.5352582,True Positive
0,0.5856254,False Positive
1,0.6181485,True Positive
1,0.6111296,True Positive
1,0.587748,True Positive
0,0.62166864,False Positive
1,0.6284525,True Positive
1,0.5504799,True Positive
1,0.50348496,True Positive
0,0.5531766,False Positive
0,0.47243497,False Positive
0,0.6237366,False Positive
0,0.6127409,False Positive
1,0.58431345,True Positive
1,0.5600724,True Positive
1,0.60044014,True Positive
1,0.5695861,True Positive
1,0.5429564,True Positive
1,0.64092577,True Positive
1,0.6091777,True Positive
1,0.63401455,True Positive
1,0.5391391,True Positive
1,0.5181319,True Positive
1,0.564229,True Positive
0,0.5676173,False Positive
1,0.56536514,True Positive
1,0.5720503,True Positive
1,0.51602256,True Positive
1,0.5401767,True Positive
0,0.53591114,False Positive
0,0.5634177,False Positive
1,0.5730527,True Positive
1,0.54771435,True Positive
1,0.57574123,True Positive
0,0.5989571,False Positive
1,0.55647296,True Positive
1,0.5350646,True Positive
0,0.53581315,False Positive
0,0.5077584,False Positive
0,0.5851023,False Positive
0,0.55497205,False Positive
0,0.53563,False Positive
1,0.52038556,True Positive
1,0.50065655,True Positive
1,0.5162652,True Positive
1,0.53594095,True Positive
1,0.56931204,True Positive
1,0.58120364,True Positive
0,0.52670795,False Positive
0,0.5278273,False Positive
1,0.56759363,True Positive
1,0.56082386,True Positive
0,0.59473044,False Positive
0,0.5010911,False Positive
1,0.58614504,True Positive
1,0.5925599,True Positive
1,0.5640571,True Positive
1,0.6676769,True Positive
1,0.5363995,True Positive
1,0.63895684,True Positive
1,0.54162145,True Positive
0,0.5377244,False Positive
0,0.5452116,False Positive
1,0.56861013,True Positive
1,0.5713825,True Positive
1,0.5644389,True Positive
0,0.58290106,False Positive
1,0.5756163,True Positive
1,0.6595472,True Positive
1,0.57022834,True Positive
0,0.6572299,False Positive
0,0.65135276,False Positive
0,0.5517733,False Positive
0,0.43681562,False Positive
0,0.56683546,False Positive
0,0.57984227,False Positive
1,0.66472995,True Positive
1,0.56076336,True Positive
1,0.58531386,True Positive
1,0.57285714,True Positive
0,0.6619061,False Positive
1,0.5793212,True Positive
1,0.6220456,True Positive
1,0.609703,True Positive
1,0.5834194,True Positive
0,0.5329986,False Positive
0,0.5601877,False Positive
1,0.6524537,True Positive
1,0.5526768,True Positive
1,0.5338146,True Positive
0,0.5560193,False Positive
0,0.49533623,False Positive
0,0.62838495,False Positive
1,0.56309485,True Positive
1,0.65008557,True Positive
1,0.51504195,True Positive
1,0.529059,True Positive
0,0.5953329,False Positive
0,0.6003305,False Positive
0,0.5933086,False Positive
1,0.67240053,True Positive
1,0.5916738,True Positive
1,0.62981397,True Positive
1,0.56907797,True Positive
1,0.559282,True Positive
1,0.62605983,True Positive
1,0.617418,True Positive
1,0.6234966,True Positive
0,0.60310584,False Positive
1,0.6425994,True Positive
1,0.6603229,True Positive
1,0.5713678,True Positive
1,0.620302,True Positive
1,0.5886331,True Positive
1,0.63019776,True Positive
0,0.5103725,False Positive
1,0.6511936,True Positive
1,0.56717014,True Positive
0,0.6328827,False Positive
1,0.62225115,True Positive
1,0.55448866,True Positive
1,0.56462264,True Positive
1,0.618752,True Positive
1,0.55718327,True Positive
1,0.5892808,True Positive
0,0.5490537,False Positive
1,0.621608,True Positive
1,0.53652734,True Positive
1,0.52517474,True Positive
0,0.49363148,False Positive
1,0.64262134,True Positive
1,0.5839539,True Positive
1,0.5437338,True Positive
0,0.5504288,False Positive
0,0.61026543,False Positive
0,0.63326967,False Positive
0,0.55799824,False Positive
1,0.58976203,True Positive
1,0.55594134,True Positive
1,0.5429597,True Positive
1,0.53893435,True Positive
1,0.6074011,True Positive
1,0.60324895,True Positive
1,0.5721861,True Positive
0,0.62397623,False Positive
1,0.64360017,True Positive
1,0.61656654,True Positive
1,0.57776564,True Positive
1,0.6053501,True Positive
1,0.5053437,True Positive
1,0.55057746,True Positive
0,0.5936802,False Positive
0,0.56458145,False Positive
1,0.60274005,True Positive
1,0.56020296,True Positive
1,0.5190407,True Positive
1,0.5835327,True Positive
1,0.595263,True Positive
1,0.54121107,True Positive
1,0.6677382,True Positive
1,0.6098631,True Positive
1,0.6169612,True Positive
0,0.6453942,False Positive
1,0.6137099,True Positive
1,0.58833724,True Positive
1,0.54903466,True Positive
1,0.5799727,True Positive
1,0.5288456,True Positive
1,0.5417517,True Positive
0,0.5376275,False Positive
0,0.55711174,False Positive
1,0.6488588,True Positive
1,0.6451284,True Positive
1,0.6066248,True Positive
1,0.5302202,True Positive
1,0.5630146,True Positive
0,0.5433747,False Positive
0,0.5854159,False Positive
1,0.5487001,True Positive
1,0.5714845,True Positive
1,0.5797364,True Positive
0,0.55446595,False Positive
1,0.5516291,True Positive
1,0.5537127,True Positive
1,0.5470029,True Positive
1,0.54895437,True Positive
1,0.5586445,True Positive
0,0.5390129,False Positive
0,0.5902977,False Positive
1,0.56626016,True Positive
1,0.56432414,True Positive
0,0.60748816,False Positive
1,0.5580417,True Positive
1,0.61972547,True Positive
1,0.5375995,True Positive
0,0.5806323,False Positive
1,0.6088759,True Positive
1,0.64193845,True Positive
0,0.58975136,False Positive
1,0.54958737,True Positive
1,0.58507437,True Positive
1,0.5438872,True Positive
0,0.5307775,False Positive
1,0.5957219,True Positive
1,0.5179471,True Positive
1,0.5531769,True Positive
1,0.52752906,True Positive
1,0.5858253,True Positive
0,0.5681575,False Positive
0,0.6346269,False Positive
0,0.59474105,False Positive
1,0.56813633,True Positive
1,0.5577348,True Positive
0,0.6073294,False Positive
1,0.63952523,True Positive
1,0.6616708,True Positive
1,0.6324352,True Positive
1,0.6371871,True Positive
1,0.6589282,True Positive
1,0.61675954,True Positive
0,0.51939505,False Positive
0,0.59478647,False Positive
1,0.57667786,True Positive
1,0.56415063,True Positive
1,0.57447183,True Positive
1,0.50684494,True Positive
1,0.55737746,True Positive
1,0.6172874,True Positive
