GT,Edge Probability,Category
1,0.5264106,True Positive
1,0.55450994,True Positive
0,0.58008504,False Positive
0,0.59669477,False Positive
0,0.5029776,False Positive
1,0.62448514,True Positive
1,0.56159544,True Positive
1,0.6328458,True Positive
0,0.5212104,False Positive
0,0.6303986,False Positive
0,0.55341774,False Positive
0,0.55208594,False Positive
0,0.6214461,False Positive
1,0.5431897,True Positive
1,0.5426921,True Positive
0,0.5759282,False Positive
0,0.5266814,False Positive
0,0.54790473,False Positive
1,0.5651377,True Positive
1,0.566867,True Positive
1,0.5504556,True Positive
1,0.5799779,True Positive
1,0.5791416,True Positive
1,0.57313746,True Positive
0,0.5793348,False Positive
0,0.616959,False Positive
1,0.5088343,True Positive
1,0.50155276,True Positive
1,0.5131304,True Positive
0,0.53859425,False Positive
1,0.56277275,True Positive
1,0.5703201,True Positive
0,0.5927651,False Positive
0,0.62540054,False Positive
0,0.5602178,False Positive
1,0.5309393,True Positive
1,0.6009531,True Positive
1,0.5659265,True Positive
0,0.60945946,False Positive
1,0.6084046,True Positive
1,0.54946756,True Positive
0,0.62441194,False Positive
0,0.59380364,False Positive
0,0.57203144,False Positive
0,0.6002795,False Positive
1,0.62805015,True Positive
1,0.55064934,True Positive
1,0.5907467,True Positive
0,0.6668632,False Positive
1,0.53693664,True Positive
1,0.59242713,True Positive
0,0.48754898,False Positive
0,0.55105823,False Positive
1,0.5432717,True Positive
1,0.6151407,True Positive
1,0.6044822,True Positive
0,0.48133022,False Positive
0,0.5245887,False Positive
0,0.55944043,False Positive
1,0.58373266,True Positive
1,0.5304787,True Positive
0,0.59608436,False Positive
0,0.6027974,False Positive
0,0.5955459,False Positive
0,0.6449348,False Positive
1,0.5500405,True Positive
1,0.5543622,True Positive
1,0.5560002,True Positive
1,0.5636601,True Positive
1,0.56752026,True Positive
1,0.5607858,True Positive
1,0.56821483,True Positive
0,0.54101115,False Positive
0,0.5497665,False Positive
0,0.57902414,False Positive
1,0.60185933,True Positive
1,0.6059958,True Positive
1,0.5989823,True Positive
0,0.58774227,False Positive
0,0.60503685,False Positive
1,0.6022972,True Positive
1,0.5886566,True Positive
1,0.6440471,True Positive
0,0.63147706,False Positive
0,0.5906581,False Positive
0,0.5030105,False Positive
0,0.48917374,False Positive
1,0.6219738,True Positive
1,0.5858993,True Positive
1,0.6031372,True Positive
1,0.5848699,True Positive
1,0.5331854,True Positive
0,0.5484487,False Positive
0,0.6167567,False Positive
1,0.5827684,True Positive
1,0.6186689,True Positive
0,0.53957367,False Positive
1,0.57439226,True Positive
1,0.6070402,True Positive
1,0.61438614,True Positive
0,0.6790017,False Positive
0,0.6586648,False Positive
0,0.56323427,False Positive
0,0.5472349,False Positive
1,0.6896199,True Positive
1,0.6414364,True Positive
1,0.66630685,True Positive
1,0.5744066,True Positive
1,0.5991156,True Positive
0,0.58133006,False Positive
0,0.5822104,False Positive
0,0.6216323,False Positive
1,0.57634866,True Positive
1,0.53527266,True Positive
1,0.5324191,True Positive
1,0.5282354,True Positive
1,0.53290457,True Positive
0,0.5838877,False Positive
0,0.5422729,False Positive
1,0.52311087,True Positive
1,0.5174978,True Positive
1,0.5425303,True Positive
0,0.5192571,False Positive
1,0.5763051,True Positive
1,0.5427318,True Positive
1,0.59047836,True Positive
0,0.545947,False Positive
1,0.5409178,True Positive
1,0.56029385,True Positive
0,0.49054614,False Positive
0,0.56250185,False Positive
0,0.6256012,False Positive
1,0.61179656,True Positive
1,0.5620593,True Positive
0,0.607418,False Positive
1,0.53542995,True Positive
0,0.5846405,False Positive
0,0.6241548,False Positive
1,0.5957958,True Positive
1,0.6368126,True Positive
0,0.6402325,False Positive
1,0.52037317,True Positive
1,0.57251364,True Positive
1,0.5117425,True Positive
0,0.5828301,False Positive
1,0.5328048,True Positive
1,0.5410428,True Positive
0,0.5332283,False Positive
0,0.5330674,False Positive
1,0.5679829,True Positive
1,0.50590783,True Positive
1,0.50877905,True Positive
1,0.5308029,True Positive
1,0.5945061,True Positive
0,0.563377,False Positive
0,0.60117626,False Positive
0,0.5172934,False Positive
0,0.5402291,False Positive
0,0.53942746,False Positive
0,0.5430555,False Positive
1,0.55953723,True Positive
1,0.600553,True Positive
0,0.5100216,False Positive
1,0.5918872,True Positive
0,0.53601706,False Positive
1,0.51006335,True Positive
1,0.57294655,True Positive
0,0.5627331,False Positive
0,0.612562,False Positive
1,0.5554178,True Positive
1,0.6129666,True Positive
1,0.61179847,True Positive
0,0.57966113,False Positive
0,0.5857998,False Positive
0,0.4937916,False Positive
1,0.56198305,True Positive
1,0.60530365,True Positive
1,0.599937,True Positive
1,0.5922365,True Positive
1,0.5960437,True Positive
0,0.56884885,False Positive
1,0.52379006,True Positive
1,0.58768123,True Positive
1,0.6167623,True Positive
1,0.58783865,True Positive
1,0.5669045,True Positive
0,0.5568004,False Positive
1,0.5449991,True Positive
1,0.5352911,True Positive
1,0.5460694,True Positive
0,0.5787787,False Positive
0,0.576444,False Positive
0,0.50767154,False Positive
1,0.51241773,True Positive
1,0.5577172,True Positive
1,0.5026992,True Positive
1,0.5732999,True Positive
1,0.5794291,True Positive
1,0.5563719,True Positive
1,0.5564386,True Positive
0,0.45695356,False Positive
0,0.59025645,False Positive
0,0.5889557,False Positive
0,0.51777464,False Positive
1,0.5158087,True Positive
1,0.56695056,True Positive
1,0.564538,True Positive
1,0.563046,True Positive
1,0.5432393,True Positive
0,0.5118372,False Positive
0,0.572712,False Positive
1,0.5816537,True Positive
1,0.5701606,True Positive
1,0.6206468,True Positive
0,0.6080944,False Positive
1,0.5142947,True Positive
1,0.56630856,True Positive
1,0.597624,True Positive
0,0.5296218,False Positive
1,0.6332786,True Positive
1,0.60985965,True Positive
0,0.60684377,False Positive
0,0.6115698,False Positive
0,0.581206,False Positive
1,0.58657527,True Positive
1,0.5215758,True Positive
0,0.5473013,False Positive
1,0.56978744,True Positive
0,0.5633371,False Positive
0,0.54562736,False Positive
1,0.6868993,True Positive
1,0.63905674,True Positive
0,0.6071923,False Positive
1,0.61397356,True Positive
1,0.55157596,True Positive
1,0.5176396,True Positive
0,0.56975025,False Positive
1,0.65972036,True Positive
1,0.7146982,True Positive
0,0.5273042,False Positive
0,0.6278045,False Positive
1,0.60410345,True Positive
1,0.5346578,True Positive
1,0.54700935,True Positive
1,0.5168309,True Positive
1,0.5578323,True Positive
0,0.5619458,False Positive
0,0.5989041,False Positive
1,0.5650431,True Positive
1,0.5992965,True Positive
1,0.55678165,True Positive
1,0.592771,True Positive
1,0.5795211,True Positive
0,0.562831,False Positive
0,0.5431753,False Positive
1,0.5771055,True Positive
1,0.5691799,True Positive
1,0.55628276,True Positive
0,0.5595301,False Positive
1,0.5659269,True Positive
1,0.5983281,True Positive
1,0.54389024,True Positive
0,0.61791116,False Positive
1,0.60728055,True Positive
1,0.566842,True Positive
0,0.575114,False Positive
0,0.59332854,False Positive
0,0.57305455,False Positive
1,0.5541168,True Positive
1,0.5789556,True Positive
0,0.5420766,False Positive
1,0.57537574,True Positive
0,0.5753748,False Positive
0,0.5814791,False Positive
1,0.59440845,True Positive
1,0.59153825,True Positive
0,0.5048106,False Positive
1,0.6385687,True Positive
1,0.63995534,True Positive
1,0.66857034,True Positive
0,0.5003914,False Positive
1,0.52097005,True Positive
1,0.53473914,True Positive
0,0.6048604,False Positive
0,0.62797785,False Positive
1,0.54145813,True Positive
1,0.57312375,True Positive
1,0.5964804,True Positive
1,0.62426627,True Positive
1,0.63296944,True Positive
0,0.54455984,False Positive
0,0.5032717,False Positive
0,0.6030864,False Positive
0,0.6104788,False Positive
1,0.5740652,True Positive
1,0.52739304,True Positive
1,0.529376,True Positive
0,0.5631349,False Positive
0,0.54088926,False Positive
0,0.5352617,False Positive
1,0.5458189,True Positive
1,0.5881908,True Positive
0,0.6831453,False Positive
0,0.5682369,False Positive
1,0.5612312,True Positive
1,0.6126631,True Positive
1,0.6082003,True Positive
0,0.57423216,False Positive
0,0.5387045,False Positive
1,0.5570122,True Positive
1,0.52777785,True Positive
1,0.5814251,True Positive
1,0.548285,True Positive
1,0.6189514,True Positive
0,0.5825414,False Positive
0,0.5870719,False Positive
1,0.53662056,True Positive
1,0.6036464,True Positive
0,0.5336678,False Positive
0,0.5380881,False Positive
0,0.6139715,False Positive
0,0.52685094,False Positive
0,0.5110547,False Positive
0,0.5030301,False Positive
0,0.571747,False Positive
1,0.5317216,True Positive
1,0.61443543,True Positive
1,0.5704424,True Positive
1,0.5111388,True Positive
1,0.6331783,True Positive
1,0.50412655,True Positive
1,0.62735164,True Positive
1,0.60116595,True Positive
1,0.5794483,True Positive
1,0.6637497,True Positive
1,0.6213845,True Positive
0,0.60362214,False Positive
0,0.69071585,False Positive
1,0.57556736,True Positive
1,0.56055784,True Positive
0,0.6581338,False Positive
0,0.5860418,False Positive
0,0.5610369,False Positive
0,0.54073894,False Positive
0,0.5067861,False Positive
1,0.56476,True Positive
1,0.62358224,True Positive
1,0.5124087,True Positive
1,0.5504177,True Positive
1,0.53363496,True Positive
1,0.53788584,True Positive
1,0.5900949,True Positive
1,0.5876653,True Positive
0,0.58758533,False Positive
1,0.5279547,True Positive
1,0.58552915,True Positive
1,0.6022556,True Positive
0,0.5886127,False Positive
1,0.5715074,True Positive
1,0.5879084,True Positive
1,0.5709424,True Positive
1,0.57529485,True Positive
0,0.5378264,False Positive
0,0.52519417,False Positive
1,0.59283876,True Positive
1,0.5739921,True Positive
0,0.52157736,False Positive
1,0.54239887,True Positive
1,0.52664167,True Positive
0,0.6063136,False Positive
0,0.5612443,False Positive
0,0.5399667,False Positive
0,0.55465037,False Positive
0,0.5267652,False Positive
1,0.5380776,True Positive
1,0.5144652,True Positive
1,0.54914564,True Positive
0,0.5888437,False Positive
1,0.54852337,True Positive
1,0.5605024,True Positive
1,0.5520871,True Positive
1,0.5526463,True Positive
0,0.5781761,False Positive
0,0.5116822,False Positive
0,0.61217934,False Positive
0,0.54881305,False Positive
1,0.5640929,True Positive
1,0.53020877,True Positive
0,0.57760257,False Positive
0,0.5558106,False Positive
1,0.6170808,True Positive
1,0.58724415,True Positive
1,0.5632288,True Positive
1,0.6202374,True Positive
1,0.5734723,True Positive
0,0.60001475,False Positive
0,0.57349396,False Positive
1,0.5634906,True Positive
1,0.52621096,True Positive
1,0.51714206,True Positive
0,0.4786371,False Positive
1,0.6359786,True Positive
1,0.6010749,True Positive
1,0.5481823,True Positive
0,0.617368,False Positive
1,0.62114936,True Positive
1,0.5828931,True Positive
0,0.62964576,False Positive
0,0.6757351,False Positive
0,0.66221505,False Positive
1,0.5710358,True Positive
1,0.5308947,True Positive
0,0.56025755,False Positive
1,0.574296,True Positive
0,0.65229934,False Positive
0,0.5221688,False Positive
1,0.608486,True Positive
1,0.58087,True Positive
0,0.5663799,False Positive
1,0.5809314,True Positive
1,0.55582833,True Positive
1,0.5697379,True Positive
0,0.4908679,False Positive
1,0.55260897,True Positive
1,0.54798144,True Positive
0,0.5277471,False Positive
0,0.53753465,False Positive
1,0.5650177,True Positive
1,0.5153831,True Positive
1,0.57288694,True Positive
1,0.571514,True Positive
1,0.6114416,True Positive
0,0.66403663,False Positive
0,0.53047323,False Positive
1,0.5789046,True Positive
1,0.56862146,True Positive
0,0.5165861,False Positive
1,0.5537782,True Positive
1,0.6321378,True Positive
1,0.6253501,True Positive
0,0.6003619,False Positive
1,0.5083625,True Positive
1,0.50980616,True Positive
1,0.5101313,True Positive
1,0.614127,True Positive
1,0.5990827,True Positive
1,0.61366516,True Positive
1,0.559271,True Positive
1,0.5770409,True Positive
0,0.6077541,False Positive
0,0.5083867,False Positive
0,0.5583697,False Positive
0,0.5060509,False Positive
0,0.556788,False Positive
0,0.49808043,False Positive
0,0.6022633,False Positive
0,0.62756926,False Positive
0,0.5728096,False Positive
1,0.59202456,True Positive
1,0.5826443,True Positive
0,0.59402764,False Positive
0,0.5494102,False Positive
0,0.6395106,False Positive
1,0.5722674,True Positive
1,0.5476432,True Positive
1,0.5385571,True Positive
0,0.48100147,False Positive
1,0.55707407,True Positive
1,0.5375952,True Positive
1,0.5362304,True Positive
0,0.50053936,False Positive
0,0.56334406,False Positive
0,0.6256916,False Positive
1,0.540576,True Positive
1,0.5236457,True Positive
1,0.55328,True Positive
1,0.5928438,True Positive
1,0.5566025,True Positive
0,0.4903914,False Positive
0,0.49009985,False Positive
1,0.57102317,True Positive
1,0.5966669,True Positive
1,0.64839894,True Positive
1,0.66324496,True Positive
1,0.6556195,True Positive
1,0.54133123,True Positive
1,0.5401456,True Positive
0,0.53694445,False Positive
0,0.5616835,False Positive
1,0.5953366,True Positive
1,0.584747,True Positive
1,0.5700748,True Positive
0,0.53695995,False Positive
1,0.57366455,True Positive
1,0.5839952,True Positive
1,0.52430207,True Positive
0,0.5986011,False Positive
1,0.6058632,True Positive
1,0.561536,True Positive
0,0.5409494,False Positive
0,0.59418255,False Positive
0,0.5426564,False Positive
1,0.59236884,True Positive
1,0.58945197,True Positive
0,0.57972795,False Positive
1,0.6351436,True Positive
0,0.6072427,False Positive
0,0.5582037,False Positive
1,0.6043818,True Positive
1,0.5867903,True Positive
0,0.54302317,False Positive
1,0.61157715,True Positive
1,0.5957875,True Positive
1,0.5814421,True Positive
0,0.5530497,False Positive
1,0.62122625,True Positive
1,0.6383898,True Positive
0,0.59754854,False Positive
0,0.5734294,False Positive
1,0.53810585,True Positive
1,0.5385356,True Positive
1,0.55644494,True Positive
1,0.527703,True Positive
1,0.57347196,True Positive
0,0.63918906,False Positive
0,0.52825886,False Positive
1,0.5488546,True Positive
1,0.60537535,True Positive
1,0.5840399,True Positive
1,0.57498235,True Positive
1,0.6081536,True Positive
0,0.6369422,False Positive
0,0.5757134,False Positive
1,0.57038087,True Positive
1,0.6067202,True Positive
1,0.5857723,True Positive
0,0.5952998,False Positive
1,0.52104527,True Positive
1,0.5831145,True Positive
1,0.5636474,True Positive
0,0.49812734,False Positive
1,0.5527332,True Positive
1,0.55733085,True Positive
0,0.57085305,False Positive
0,0.4949122,False Positive
0,0.5866202,False Positive
1,0.5634543,True Positive
1,0.6205894,True Positive
0,0.5702516,False Positive
1,0.5814139,True Positive
0,0.58970916,False Positive
0,0.5480029,False Positive
1,0.5349865,True Positive
1,0.54960066,True Positive
0,0.5606929,False Positive
1,0.56513196,True Positive
1,0.5858569,True Positive
1,0.5764744,True Positive
0,0.46692172,False Positive
1,0.5872762,True Positive
1,0.5548731,True Positive
0,0.5381913,False Positive
0,0.52231383,False Positive
1,0.5294634,True Positive
1,0.58714134,True Positive
1,0.5347483,True Positive
1,0.5625682,True Positive
1,0.5196421,True Positive
0,0.43937662,False Positive
0,0.5452827,False Positive
1,0.54872817,True Positive
1,0.533398,True Positive
0,0.66101766,False Positive
1,0.50213814,True Positive
1,0.59281063,True Positive
1,0.5865073,True Positive
0,0.57699627,False Positive
1,0.57044846,True Positive
1,0.55228204,True Positive
1,0.581816,True Positive
1,0.56253225,True Positive
1,0.54491895,True Positive
1,0.5850799,True Positive
1,0.5271044,True Positive
1,0.54842407,True Positive
0,0.5058376,False Positive
0,0.717352,False Positive
0,0.5786887,False Positive
0,0.5631556,False Positive
0,0.5191072,False Positive
0,0.57551086,False Positive
0,0.5293646,False Positive
0,0.55184865,False Positive
0,0.4811766,False Positive
1,0.56602776,True Positive
1,0.53966784,True Positive
0,0.5081402,False Positive
0,0.5952112,False Positive
0,0.5030296,False Positive
1,0.5438098,True Positive
1,0.6050077,True Positive
1,0.52692807,True Positive
0,0.5694017,False Positive
1,0.54922533,True Positive
1,0.60116684,True Positive
1,0.6013889,True Positive
0,0.5537862,False Positive
0,0.4660585,False Positive
0,0.5346449,False Positive
1,0.6339045,True Positive
1,0.5965283,True Positive
1,0.603245,True Positive
1,0.59221965,True Positive
1,0.6345308,True Positive
0,0.5748124,False Positive
0,0.6017727,False Positive
1,0.53841496,True Positive
1,0.53995454,True Positive
0,0.52129763,False Positive
1,0.57347006,True Positive
1,0.56936544,True Positive
0,0.517117,False Positive
0,0.5469705,False Positive
0,0.5614058,False Positive
1,0.5223662,True Positive
1,0.56307495,True Positive
1,0.6354445,True Positive
1,0.5267303,True Positive
1,0.5720819,True Positive
1,0.55794084,True Positive
0,0.46487612,False Positive
0,0.5252325,False Positive
1,0.5662928,True Positive
1,0.5578606,True Positive
1,0.5469833,True Positive
0,0.5278372,False Positive
1,0.5514601,True Positive
1,0.5639534,True Positive
0,0.5579406,False Positive
0,0.6579718,False Positive
0,0.59937423,False Positive
1,0.53558224,True Positive
1,0.5961373,True Positive
1,0.6245365,True Positive
0,0.4925528,False Positive
1,0.5680084,True Positive
1,0.5780041,True Positive
0,0.54716915,False Positive
0,0.53622574,False Positive
0,0.5775199,False Positive
0,0.51795363,False Positive
1,0.52618694,True Positive
1,0.53354144,True Positive
1,0.5577272,True Positive
0,0.53561026,False Positive
1,0.6007608,True Positive
1,0.6018527,True Positive
0,0.5281788,False Positive
0,0.5045438,False Positive
1,0.5600113,True Positive
1,0.62855136,True Positive
1,0.61115754,True Positive
0,0.5673541,False Positive
0,0.55383044,False Positive
0,0.56639344,False Positive
1,0.58467305,True Positive
1,0.55963624,True Positive
0,0.63588697,False Positive
0,0.5528838,False Positive
0,0.63081074,False Positive
0,0.57872736,False Positive
1,0.50580037,True Positive
1,0.5239956,True Positive
1,0.5807299,True Positive
1,0.566044,True Positive
1,0.59837216,True Positive
1,0.5800991,True Positive
1,0.61845803,True Positive
0,0.6099516,False Positive
0,0.5860867,False Positive
0,0.57646817,False Positive
1,0.5227056,True Positive
1,0.5379967,True Positive
1,0.55965036,True Positive
0,0.6141449,False Positive
0,0.5435749,False Positive
1,0.5748771,True Positive
1,0.56883293,True Positive
1,0.5700749,True Positive
0,0.5327326,False Positive
0,0.52293104,False Positive
0,0.54204905,False Positive
0,0.46063018,False Positive
1,0.61979896,True Positive
1,0.5827673,True Positive
1,0.5427356,True Positive
1,0.54338723,True Positive
1,0.54042,True Positive
0,0.6244911,False Positive
0,0.55056393,False Positive
1,0.53963137,True Positive
1,0.5799296,True Positive
0,0.5523315,False Positive
1,0.55868554,True Positive
1,0.5947412,True Positive
1,0.54252887,True Positive
0,0.5770092,False Positive
0,0.56829226,False Positive
0,0.5649027,False Positive
0,0.5355163,False Positive
1,0.58706146,True Positive
1,0.5830215,True Positive
1,0.56377536,True Positive
1,0.54106814,True Positive
1,0.557956,True Positive
0,0.5498625,False Positive
0,0.5953813,False Positive
0,0.5192642,False Positive
0,0.49812147,False Positive
0,0.5582235,False Positive
0,0.6351788,False Positive
0,0.5864966,False Positive
1,0.53084093,True Positive
1,0.56385744,True Positive
1,0.5043877,True Positive
1,0.51435554,True Positive
0,0.60398966,False Positive
1,0.5612142,True Positive
1,0.5594342,True Positive
1,0.5959572,True Positive
0,0.5985797,False Positive
1,0.5710122,True Positive
1,0.5930574,True Positive
1,0.5884585,True Positive
0,0.52751744,False Positive
0,0.5516044,False Positive
1,0.5904332,True Positive
1,0.538809,True Positive
1,0.5946868,True Positive
0,0.54663694,False Positive
1,0.5807286,True Positive
1,0.53042865,True Positive
1,0.6070551,True Positive
1,0.62147063,True Positive
1,0.6096737,True Positive
1,0.5207272,True Positive
0,0.5769657,False Positive
1,0.6666083,True Positive
1,0.5775043,True Positive
1,0.56254697,True Positive
0,0.5786335,False Positive
1,0.59612,True Positive
1,0.6191523,True Positive
1,0.55129135,True Positive
0,0.6238834,False Positive
0,0.55950266,False Positive
0,0.5796799,False Positive
1,0.6295829,True Positive
1,0.6334635,True Positive
1,0.582257,True Positive
0,0.4998657,False Positive
0,0.60624444,False Positive
0,0.559292,False Positive
0,0.5807294,False Positive
1,0.5346398,True Positive
1,0.5200997,True Positive
1,0.5754039,True Positive
1,0.57855904,True Positive
1,0.58092386,True Positive
0,0.5769798,False Positive
0,0.5350724,False Positive
1,0.61189073,True Positive
1,0.61085343,True Positive
1,0.58514225,True Positive
0,0.5960556,False Positive
1,0.5786118,True Positive
1,0.56673616,True Positive
1,0.54090005,True Positive
0,0.58922267,False Positive
1,0.5765302,True Positive
1,0.5873277,True Positive
0,0.51242775,False Positive
0,0.5715047,False Positive
0,0.5903111,False Positive
1,0.5704329,True Positive
1,0.54779476,True Positive
0,0.6507579,False Positive
1,0.6207009,True Positive
0,0.55109096,False Positive
0,0.59395343,False Positive
1,0.6382847,True Positive
1,0.6389737,True Positive
0,0.6432491,False Positive
1,0.57444465,True Positive
1,0.5780596,True Positive
1,0.6012453,True Positive
0,0.3766018,False Positive
1,0.6286149,True Positive
1,0.6206089,True Positive
0,0.5752978,False Positive
0,0.5692233,False Positive
1,0.52311003,True Positive
1,0.51066756,True Positive
1,0.5556529,True Positive
1,0.534425,True Positive
1,0.5555164,True Positive
0,0.57045525,False Positive
0,0.5707676,False Positive
1,0.55682063,True Positive
1,0.65795267,True Positive
1,0.5138582,True Positive
1,0.61893773,True Positive
1,0.6344236,True Positive
0,0.57506603,False Positive
0,0.5634251,False Positive
1,0.55576515,True Positive
1,0.5794282,True Positive
1,0.54921144,True Positive
0,0.55136853,False Positive
1,0.5464823,True Positive
1,0.64484835,True Positive
1,0.55779815,True Positive
0,0.51061565,False Positive
1,0.68719065,True Positive
1,0.62186575,True Positive
0,0.67761445,False Positive
0,0.555123,False Positive
0,0.54847467,False Positive
1,0.55440384,True Positive
1,0.5382421,True Positive
0,0.6576489,False Positive
1,0.5476224,True Positive
0,0.57059014,False Positive
0,0.6294287,False Positive
1,0.603774,True Positive
1,0.55923796,True Positive
0,0.5215413,False Positive
1,0.6314047,True Positive
1,0.5738201,True Positive
1,0.5689882,True Positive
0,0.55481744,False Positive
1,0.52035147,True Positive
1,0.51108265,True Positive
0,0.59365636,False Positive
0,0.6101086,False Positive
1,0.58134985,True Positive
1,0.54937756,True Positive
1,0.5677385,True Positive
1,0.5498597,True Positive
1,0.57279366,True Positive
0,0.55742663,False Positive
0,0.5242097,False Positive
0,0.5466999,False Positive
0,0.53780144,False Positive
0,0.57960933,False Positive
0,0.49671078,False Positive
0,0.5236653,False Positive
1,0.60856104,True Positive
1,0.5567329,True Positive
1,0.6261806,True Positive
0,0.6038558,False Positive
1,0.5064989,True Positive
1,0.5562837,True Positive
0,0.5647593,False Positive
1,0.52410674,True Positive
1,0.5662792,True Positive
1,0.5596788,True Positive
1,0.609751,True Positive
1,0.54705626,True Positive
1,0.5671072,True Positive
1,0.55772406,True Positive
1,0.5764,True Positive
0,0.52848655,False Positive
1,0.6052223,True Positive
1,0.5762171,True Positive
1,0.6472509,True Positive
0,0.63361037,False Positive
1,0.5956884,True Positive
1,0.6247949,True Positive
0,0.6298277,False Positive
1,0.53081584,True Positive
1,0.5571871,True Positive
1,0.53705955,True Positive
0,0.57053816,False Positive
0,0.53077316,False Positive
0,0.5307771,False Positive
1,0.5104542,True Positive
1,0.5454011,True Positive
0,0.60095155,False Positive
0,0.6137171,False Positive
1,0.601705,True Positive
1,0.5779226,True Positive
1,0.58918923,True Positive
1,0.5828661,True Positive
1,0.61860925,True Positive
0,0.5958867,False Positive
0,0.5592837,False Positive
0,0.60162354,False Positive
0,0.59865725,False Positive
0,0.5615634,False Positive
0,0.5873588,False Positive
0,0.5671389,False Positive
0,0.5322976,False Positive
0,0.56145424,False Positive
1,0.5411254,True Positive
1,0.64196306,True Positive
0,0.6345605,False Positive
1,0.6129218,True Positive
1,0.5831905,True Positive
1,0.5905146,True Positive
0,0.5708199,False Positive
1,0.5837307,True Positive
1,0.5826147,True Positive
1,0.56775963,True Positive
1,0.5350977,True Positive
1,0.6341562,True Positive
1,0.5899185,True Positive
1,0.5903022,True Positive
1,0.5777511,True Positive
0,0.5964918,False Positive
0,0.5945439,False Positive
0,0.617585,False Positive
0,0.63135374,False Positive
0,0.5515937,False Positive
0,0.47709888,False Positive
0,0.5638035,False Positive
0,0.52046466,False Positive
0,0.5180398,False Positive
1,0.5600146,True Positive
1,0.5598263,True Positive
0,0.581718,False Positive
0,0.5417498,False Positive
0,0.5540169,False Positive
1,0.5434327,True Positive
1,0.5955604,True Positive
1,0.54200494,True Positive
0,0.5384992,False Positive
1,0.5426725,True Positive
1,0.5977821,True Positive
1,0.53501916,True Positive
0,0.59477246,False Positive
0,0.5588523,False Positive
0,0.60943544,False Positive
1,0.58804303,True Positive
1,0.5924987,True Positive
1,0.5991067,True Positive
1,0.5558218,True Positive
1,0.5245975,True Positive
0,0.5970996,False Positive
0,0.5908321,False Positive
1,0.53870684,True Positive
