Probability,GT,P1,P2,Run
0.57327974,1,649,647,6
0.55820704,1,649,652,6
0.5196156,0,650,646,6
0.47474775,0,651,646,6
0.5012577,1,652,647,6
0.51075286,1,652,649,6
0.53697187,0,653,647,6
0.46596923,0,654,647,6
0.5148693,0,4691,647,6
0.52286357,0,6062,646,6
0.527259,0,9562,646,6
0.6085048,0,10116,647,6
0.51213056,0,11709,646,6
0.5064856,0,3819,3826,7
0.5904303,0,3826,3819,7
0.5682677,0,3826,5513,7
0.50475144,1,5512,5513,7
0.528527,1,5512,5514,7
0.54826784,0,5513,3826,7
0.54328024,1,5513,5512,7
0.5591908,1,5513,5515,7
0.577866,0,5513,5516,7
0.5775312,1,5513,5517,7
0.4756095,0,5513,5518,7
0.5093979,1,5514,5512,7
0.5287252,1,5514,5515,7
0.5324121,1,5514,5519,7
0.5322209,1,5515,5513,7
0.5547451,1,5515,5514,7
0.548973,1,5515,5519,7
0.5792205,0,5515,5520,7
0.58050126,0,5515,5521,7
0.47883227,0,5516,5513,7
0.59979504,1,5517,5513,7
0.43953177,0,5518,5513,7
0.54167205,1,5519,5514,7
0.5232219,1,5519,5515,7
0.55222875,0,5520,5515,7
0.4603908,0,5521,5515,7
0.49154946,0,5151,9208,8
0.49392095,1,9207,9208,8
0.51911,1,9207,9209,8
0.4904548,1,9207,9210,8
0.49617344,0,9208,5151,8
0.49013653,1,9208,9207,8
0.5163132,1,9208,9211,8
0.48807725,0,9208,9212,8
0.58747905,1,9209,9207,8
0.61815286,1,9209,9211,8
0.6011816,1,9209,9213,8
0.5891408,0,9209,10382,8
0.56890446,1,9210,9207,8
0.53565353,1,9211,9208,8
0.57813495,1,9211,9209,8
0.526073,1,9211,9213,8
0.55552465,0,9212,9208,8
0.5407403,1,9213,9209,8
0.5015338,1,9213,9211,8
0.56646717,0,10382,9209,8
0.50625944,0,242,2792,9
0.5104202,0,1975,1978,9
0.4144971,0,1978,1975,9
0.48334894,0,1978,2790,9
0.49383837,0,2790,1978,9
0.5291177,1,2790,2791,9
0.50357485,1,2790,2792,9
0.50649726,1,2790,2793,9
0.5451511,1,2791,2790,9
0.5106706,1,2791,2794,9
0.5177037,0,2791,7729,9
0.54009813,0,2792,242,9
0.5825544,1,2792,2790,9
0.5452188,1,2792,2794,9
0.6076973,1,2792,2795,9
0.59294826,0,2792,2796,9
0.511699,0,2792,2797,9
0.6023893,0,2792,2798,9
0.5700766,1,2793,2790,9
0.5369831,1,2794,2791,9
0.5110899,1,2794,2792,9
0.5873407,1,2794,2795,9
0.53479904,1,2795,2792,9
0.54042757,1,2795,2794,9
0.44477588,0,2796,2792,9
0.4674737,0,2797,2792,9
0.5137344,0,2798,2792,9
0.4579314,0,7729,2791,9
0.49992183,0,1707,4479,10
0.54470915,1,4476,4477,10
0.5098996,1,4476,4478,10
0.48062792,0,4476,10248,10
0.53368187,1,4477,4476,10
0.5539662,1,4477,4479,10
0.47863418,1,4477,4480,10
0.5103032,1,4478,4476,10
0.51338,1,4478,4479,10
0.5201014,1,4478,4481,10
0.49837333,0,4479,1707,10
0.5506759,1,4479,4477,10
0.51541317,1,4479,4478,10
0.52305764,1,4479,4481,10
0.5402338,0,4479,4486,10
0.5925599,0,4479,4487,10
0.5518086,0,4479,11763,10
0.55801904,1,4480,4477,10
0.52182454,1,4481,4478,10
0.5247899,1,4481,4479,10
0.525358,0,4486,4479,10
0.42898414,0,4487,4479,10
0.5328154,0,10248,4476,10
0.52833885,0,11763,4479,10
0.5361267,1,1814,1815,11
0.5646173,1,1814,1816,11
0.44419193,0,1814,1817,11
0.48048985,0,1814,5270,11
0.49861273,0,1814,5360,11
0.50014704,1,1815,1814,11
0.52966046,1,1815,1818,11
0.5129319,1,1816,1814,11
0.5510774,1,1816,1818,11
0.52055556,1,1816,1822,11
0.54681045,0,1816,1823,11
0.5419536,0,1816,1824,11
0.56043357,1,1816,1825,11
0.51925856,0,1817,1814,11
0.50444657,1,1818,1815,11
0.54338574,1,1818,1816,11
0.48924702,1,1818,1822,11
0.60063225,1,1822,1816,11
0.5742741,1,1822,1818,11
0.53575206,0,1822,2276,11
0.5126914,0,1823,1816,11
0.46843213,0,1824,1816,11
0.5147485,1,1825,1816,11
0.4731147,0,2276,1822,11
0.524856,0,5270,1814,11
0.50302166,0,5360,1814,11
0.48178405,0,2054,5246,12
0.5081945,1,5239,5240,12
0.55806875,1,5239,5241,12
0.5005826,0,5239,7859,12
0.5189865,0,5239,7963,12
0.5702577,1,5240,5239,12
0.54812086,1,5240,5242,12
0.5455195,1,5241,5239,12
0.520882,1,5241,5242,12
0.47460395,1,5241,5244,12
0.5003061,1,5241,5245,12
0.49474278,0,5241,5246,12
0.48071402,0,5241,12289,12
0.5202268,1,5242,5240,12
0.5667347,1,5242,5241,12
0.5115982,1,5242,5244,12
0.5419743,1,5244,5241,12
0.5358818,1,5244,5242,12
0.56498283,0,5244,5247,12
0.5791218,1,5245,5241,12
0.46419418,0,5246,2054,12
0.48677623,0,5246,5241,12
0.47475594,0,5247,5244,12
0.61367786,0,7859,5239,12
0.5425381,0,7963,5239,12
0.49242842,0,12288,12289,12
0.5069854,0,12289,5241,12
0.47768146,0,12289,12288,12
0.44817272,0,12289,12294,12
0.47502652,0,12294,12289,12
0.58028156,1,3193,3194,13
0.5521918,1,3193,3195,13
0.53641856,0,3193,8746,13
0.5309626,1,3194,3193,13
0.5654852,1,3194,3196,13
0.49233246,1,3194,3197,13
0.5617205,1,3195,3193,13
0.5889077,1,3195,3196,13
0.58680534,1,3195,3198,13
0.5391463,1,3196,3194,13
0.5008014,1,3196,3195,13
0.51622826,1,3196,3198,13
0.4754596,0,3196,3200,13
0.43382818,0,3196,7681,13
0.5295614,1,3197,3194,13
0.54331756,1,3198,3195,13
0.55871946,1,3198,3196,13
0.53959554,0,3200,3196,13
0.5895623,0,7681,3196,13
0.4685455,0,8746,3193,13
0.58083224,0,512,1916,14
0.5115117,1,1912,1913,14
0.5169335,1,1912,1914,14
0.40191954,0,1912,1915,14
0.50640035,1,1913,1912,14
0.53772837,1,1913,1916,14
0.51376563,1,1913,1917,14
0.47553286,1,1914,1912,14
0.51217693,1,1914,1916,14
0.51361555,1,1914,1918,14
0.47682402,0,1915,1912,14
0.50128764,0,1916,512,14
0.53773445,1,1916,1913,14
0.54978025,1,1916,1914,14
0.529636,1,1916,1918,14
0.48770055,0,1916,1921,14
0.52328175,1,1917,1913,14
0.5127101,1,1918,1914,14
0.5040623,1,1918,1916,14
0.5064624,0,1921,1916,14
0.42910382,0,0,10871,15
0.4179003,0,2629,2635,15
0.41429648,0,2635,2629,15
0.4504583,0,2635,10867,15
0.56461805,0,5417,10866,15
0.47142598,0,10866,5417,15
0.56641835,1,10866,10867,15
0.5553438,1,10866,10868,15
0.52168894,0,10867,2635,15
0.57156897,1,10867,10866,15
0.5973737,1,10867,10869,15
0.5896091,1,10867,10870,15
0.50005484,0,10867,10871,15
0.5419033,1,10868,10866,15
0.5760686,1,10868,10869,15
0.48350194,1,10868,10872,15
0.587473,1,10869,10867,15
0.5784118,1,10869,10868,15
0.5301647,1,10869,10872,15
0.5647184,0,10869,13238,15
0.5998695,1,10870,10867,15
0.51223963,0,10871,0,15
0.5560324,0,10871,10867,15
0.538636,1,10872,10868,15
0.5844601,1,10872,10869,15
0.5914005,0,13238,10869,15
0.48038042,0,951,1438,16
0.51341015,1,1436,1437,16
0.5062762,1,1436,1438,16
0.5315647,1,1437,1436,16
0.50578713,1,1437,1440,16
0.41446084,0,1437,1441,16
0.41569737,0,1437,1442,16
0.47232705,0,1437,1443,16
0.49265185,0,1438,951,16
0.5626095,1,1438,1436,16
0.53068465,1,1438,1440,16
0.5324631,1,1438,1444,16
0.59458154,0,1438,4534,16
0.52729374,1,1440,1437,16
0.5176246,1,1440,1438,16
0.54514664,1,1440,1444,16
0.613209,1,1440,1445,16
0.45476797,0,1441,1437,16
0.4131212,0,1442,1437,16
0.5038036,0,1443,1437,16
0.4907644,1,1444,1438,16
0.52442026,1,1444,1440,16
0.5323629,0,1444,1446,16
0.52125365,0,1444,9976,16
0.5290766,1,1445,1440,16
0.49539673,0,1446,1444,16
0.47971416,0,4534,1438,16
0.5102535,0,9976,1444,16
0.5023839,1,1556,1557,17
0.51021135,1,1556,1558,17
0.5576144,1,1557,1556,17
0.4954544,1,1557,1559,17
0.5849083,1,1558,1556,17
0.5216035,1,1558,1559,17
0.54470026,1,1558,1567,17
0.5470947,0,1558,1568,17
0.5108048,1,1559,1557,17
0.50920826,1,1559,1558,17
0.52592254,1,1559,1567,17
0.46887958,0,1559,1569,17
0.5094697,0,1559,1570,17
0.59791607,0,1559,1571,17
0.5196794,0,1559,12545,17
0.52321047,1,1567,1558,17
0.52187175,1,1567,1559,17
0.59827733,1,1567,1572,17
0.4619202,0,1568,1558,17
0.4747384,0,1569,1559,17
0.46502784,0,1570,1559,17
0.5262088,0,1571,1559,17
0.5371294,1,1572,1567,17
0.4600693,0,12545,1559,17
0.47419384,0,1534,3153,18
0.52543324,1,3151,3152,18
0.4907297,1,3151,3153,18
0.5254247,1,3151,3154,18
0.47997665,0,3151,3155,18
0.48576984,0,3151,12479,18
0.52602345,1,3152,3151,18
0.5256451,1,3152,3156,18
0.45977548,0,3152,3157,18
0.5180567,0,3153,1534,18
0.55863476,1,3153,3151,18
0.5626938,1,3153,3156,18
0.57437235,1,3153,3158,18
0.53397775,0,3153,3253,18
0.555403,0,3153,9539,18
0.512572,0,3153,11166,18
0.54816854,1,3154,3151,18
0.5076323,0,3155,3151,18
0.5548556,1,3156,3152,18
0.52181906,1,3156,3153,18
0.5626179,1,3156,3158,18
0.61357075,0,3157,3152,18
0.5221035,1,3158,3153,18
0.5598394,1,3158,3156,18
0.52857506,0,3253,3153,18
0.5267609,0,9539,3153,18
0.48105446,0,11166,3153,18
0.44855648,0,12478,12479,18
0.50877845,0,12479,3151,18
0.4410659,0,12479,12478,18
0.4489815,0,12479,12481,18
0.5220752,0,12481,12479,18
0.43885615,0,4770,7491,19
0.51484996,0,7277,7316,19
0.5021847,1,7314,7315,19
0.54003584,1,7314,7316,19
0.5994,1,7314,7317,19
0.46773237,0,7314,7491,19
0.5334991,1,7315,7314,19
0.5020188,1,7315,7318,19
0.48094577,0,7315,7319,19
0.5045013,0,7316,7277,19
0.5284973,1,7316,7314,19
0.50119805,1,7316,7318,19
0.5365521,1,7316,7320,19
0.57749176,0,7316,7321,19
0.5447688,1,7317,7314,19
0.5214373,1,7318,7315,19
0.5481175,1,7318,7316,19
0.5591851,1,7318,7320,19
0.53066355,0,7319,7315,19
0.5466329,1,7320,7316,19
0.51454616,1,7320,7318,19
0.5467555,0,7321,7316,19
0.45317838,0,7488,7491,19
0.45794648,0,7489,7491,19
0.5219336,0,7489,7492,19
0.4793084,0,7491,4770,19
0.50165147,0,7491,7314,19
0.43654677,0,7491,7488,19
0.46015605,0,7491,7489,19
0.49248946,0,7491,7492,19
0.46394658,0,7492,7489,19
0.4506615,0,7492,7491,19
0.5543122,0,2321,3262,20
0.5259134,0,2594,12217,20
0.5308449,1,3260,3261,20
0.53612477,1,3260,3262,20
0.55314267,1,3261,3260,20
0.5501087,1,3261,3266,20
0.5141218,0,3262,2321,20
0.52030146,1,3262,3260,20
0.5114032,1,3262,3266,20
0.5356139,1,3262,3268,20
0.50703776,0,3262,3269,20
0.5247127,1,3266,3261,20
0.52735996,1,3266,3262,20
0.52960044,1,3266,3268,20
0.51965666,0,3266,8358,20
0.5666261,1,3268,3262,20
0.5474674,1,3268,3266,20
0.57298744,1,3268,3270,20
0.49474853,0,3268,4860,20
0.50364494,0,3268,8526,20
0.48273906,0,3269,3262,20
0.5076673,1,3270,3268,20
0.54329705,1,3270,12211,20
0.40464818,0,4855,4860,20
0.51770264,0,4860,3268,20
0.48173907,0,4860,4855,20
0.40396294,0,4982,4986,20
0.52429545,0,4986,4982,20
0.57537836,0,4986,12211,20
0.4884046,0,8358,3266,20
0.4530747,0,8523,8524,20
0.45657286,0,8523,8526,20
0.5314847,0,8524,8523,20
0.5114181,0,8524,8526,20
0.53181183,0,8526,3268,20
0.495683,0,8526,8523,20
0.4642295,0,8526,8524,20
0.52919626,0,8526,8531,20
0.48806113,0,8531,8526,20
0.5557251,1,12210,12211,20
0.51192045,1,12210,12212,20
0.4821834,0,12210,12213,20
0.5636203,0,12210,12214,20
0.55528814,0,12210,12215,20
0.5825272,0,12210,12216,20
0.5776866,1,12211,3270,20
0.48286235,0,12211,4986,20
0.5458199,1,12211,12210,20
0.5332786,1,12211,12217,20
0.5713084,1,12212,12210,20
0.5488504,1,12212,12217,20
0.56989926,1,12212,12218,20
0.5036622,0,12213,12210,20
0.62249184,0,12214,12210,20
0.5268213,0,12215,12210,20
0.5267465,0,12216,12210,20
0.5987787,0,12217,2594,20
0.58439046,1,12217,12211,20
0.5345971,1,12217,12212,20
0.5331283,1,12217,12218,20
0.4502045,0,12217,12219,20
0.51547945,0,12217,12220,20
0.4906252,0,12217,12221,20
0.5410294,1,12218,12212,20
0.51367754,1,12218,12217,20
0.53382564,0,12219,12217,20
0.5363563,0,12220,12217,20
0.53358334,0,12221,12217,20
0.50686944,1,4906,4907,21
0.4802588,1,4906,4908,21
0.5178243,1,4907,4906,21
0.52907455,1,4907,4913,21
0.5076087,1,4908,4906,21
0.5095865,1,4908,4913,21
0.5546648,1,4908,4915,21
0.53097904,0,4908,4916,21
0.5379437,0,4908,4917,21
0.52429026,0,4908,11414,21
0.467862,0,4908,11893,21
0.5285407,1,4913,4907,21
0.49907959,1,4913,4908,21
0.57224876,1,4913,4915,21
0.5376746,1,4915,4908,21
0.577142,1,4915,4913,21
0.5754223,1,4915,4918,21
0.46607924,0,4916,4908,21
0.4527519,0,4917,4908,21
0.57645345,1,4918,4915,21
0.47143656,0,11414,4908,21
0.45110673,0,11893,4908,21
0.5557237,1,3124,3125,22
0.52243245,1,3124,3126,22
0.49163076,0,3124,3127,22
0.51328266,0,3124,3128,22
0.4748771,0,3124,9402,22
0.47321522,1,3125,3124,22
0.4997374,1,3125,3129,22
0.5509221,1,3125,3130,22
0.48030666,0,3125,3388,22
0.501681,1,3126,3124,22
0.51755136,1,3126,3129,22
0.517453,1,3126,3131,22
0.3485344,0,3127,3124,22
0.45452377,0,3128,3124,22
0.57983905,1,3129,3125,22
0.54841906,1,3129,3126,22
0.51574993,1,3129,3131,22
0.46693578,0,3129,3134,22
0.46437603,0,3129,3135,22
0.5296834,0,3129,6216,22
0.58642185,1,3130,3125,22
0.58292687,1,3131,3126,22
0.5487834,1,3131,3129,22
0.5109285,0,3134,3129,22
0.504327,0,3135,3129,22
0.47818974,0,3380,3388,22
0.5545815,0,3388,3125,22
0.5107796,0,3388,3380,22
0.4779953,0,6216,3129,22
0.48233256,0,9402,3124,22
0.536463,0,1151,2534,23
0.4421708,0,1198,1205,23
0.5259968,0,1205,1198,23
0.56398946,0,1205,2533,23
0.48949918,0,2533,1205,23
0.51602525,1,2533,2534,23
0.51749843,1,2533,2535,23
0.5122464,1,2533,2536,23
0.47686142,0,2533,4682,23
0.475021,0,2534,1151,23
0.5410657,1,2534,2533,23
0.5012663,1,2534,2537,23
0.4809701,0,2534,2538,23
0.45902607,0,2534,2539,23
0.46656942,0,2534,2540,23
0.5797166,1,2535,2533,23
0.55501056,1,2535,2537,23
0.544985,1,2535,2541,23
0.47896582,0,2535,2542,23
0.5982987,1,2536,2533,23
0.5381235,1,2537,2534,23
0.5364084,1,2537,2535,23
0.5433263,1,2537,2541,23
0.50994503,0,2538,2534,23
0.5224282,0,2539,2534,23
0.39875558,0,2540,2534,23
0.554474,1,2541,2535,23
0.5665572,1,2541,2537,23
0.40106377,0,2542,2535,23
0.42230776,0,4677,4682,23
0.51789504,0,4682,2533,23
0.49781683,0,4682,4677,23
0.4635113,0,4682,10005,23
0.48963565,0,10005,4682,23
0.54563355,1,1814,1815,24
0.5212633,1,1814,1816,24
0.55428386,0,1814,1817,24
0.58523834,0,1814,5270,24
0.49535498,0,1814,5360,24
0.5121129,1,1815,1814,24
0.4895374,1,1815,1818,24
0.5878367,1,1816,1814,24
0.57013655,1,1816,1818,24
0.5695259,1,1816,1822,24
0.572943,0,1816,1823,24
0.57763535,0,1816,1824,24
0.5230843,1,1816,1825,24
0.4061868,0,1817,1814,24
0.5243044,1,1818,1815,24
0.5077811,1,1818,1816,24
0.50667065,1,1818,1822,24
0.5091007,1,1822,1816,24
0.51694316,1,1822,1818,24
0.51391727,0,1822,2276,24
0.4224045,0,1823,1816,24
0.49228916,0,1824,1816,24
0.5596965,1,1825,1816,24
0.45898837,0,2276,1822,24
0.4755922,0,5270,1814,24
0.5293952,0,5360,1814,24
