GT,Edge Probability,Category
1,0.50649726,True Positive
1,0.5451511,True Positive
1,0.5106706,True Positive
0,0.5177037,False Positive
0,0.54009813,False Positive
1,0.5825544,True Positive
1,0.5452188,True Positive
1,0.6076973,True Positive
0,0.59294826,False Positive
0,0.511699,False Positive
0,0.6023893,False Positive
1,0.5700766,True Positive
1,0.5369831,True Positive
1,0.5110899,True Positive
1,0.5873407,True Positive
1,0.53479904,True Positive
1,0.54042757,True Positive
0,0.44477588,False Positive
0,0.4674737,False Positive
0,0.5137344,False Positive
0,0.4579314,False Positive
0,0.49992183,False Positive
1,0.54470915,True Positive
1,0.5098996,True Positive
0,0.48062792,False Positive
1,0.53368187,True Positive
1,0.5539662,True Positive
1,0.47863418,True Positive
1,0.5103032,True Positive
1,0.51338,True Positive
1,0.5201014,True Positive
0,0.49837333,False Positive
1,0.5506759,True Positive
1,0.51541317,True Positive
1,0.52305764,True Positive
0,0.5402338,False Positive
0,0.5925599,False Positive
0,0.5518086,False Positive
1,0.55801904,True Positive
1,0.52182454,True Positive
1,0.5247899,True Positive
0,0.525358,False Positive
0,0.42898414,False Positive
0,0.5328154,False Positive
0,0.52833885,False Positive
1,0.5361267,True Positive
1,0.5646173,True Positive
0,0.44419193,False Positive
0,0.48048985,False Positive
0,0.49861273,False Positive
1,0.50014704,True Positive
1,0.52966046,True Positive
1,0.5129319,True Positive
1,0.5510774,True Positive
1,0.52055556,True Positive
0,0.54681045,False Positive
0,0.5419536,False Positive
1,0.56043357,True Positive
0,0.51925856,False Positive
1,0.50444657,True Positive
1,0.54338574,True Positive
1,0.48924702,True Positive
1,0.60063225,True Positive
1,0.5742741,True Positive
0,0.53575206,False Positive
0,0.5126914,False Positive
0,0.46843213,False Positive
1,0.5147485,True Positive
0,0.4731147,False Positive
0,0.524856,False Positive
0,0.50302166,False Positive
0,0.48178405,False Positive
1,0.5081945,True Positive
1,0.55806875,True Positive
0,0.5005826,False Positive
0,0.5189865,False Positive
1,0.5702577,True Positive
1,0.54812086,True Positive
1,0.5455195,True Positive
1,0.520882,True Positive
1,0.47460395,True Positive
1,0.5003061,True Positive
0,0.49474278,False Positive
0,0.48071402,False Positive
1,0.5202268,True Positive
1,0.5667347,True Positive
1,0.5115982,True Positive
1,0.5419743,True Positive
1,0.5358818,True Positive
0,0.56498283,False Positive
1,0.5791218,True Positive
0,0.46419418,False Positive
0,0.48677623,False Positive
0,0.47475594,False Positive
0,0.61367786,False Positive
0,0.5425381,False Positive
0,0.49242842,False Positive
0,0.5069854,False Positive
0,0.47768146,False Positive
0,0.44817272,False Positive
0,0.47502652,False Positive
1,0.58028156,True Positive
1,0.5521918,True Positive
0,0.53641856,False Positive
1,0.5309626,True Positive
1,0.5654852,True Positive
1,0.49233246,True Positive
1,0.5617205,True Positive
1,0.5889077,True Positive
1,0.58680534,True Positive
1,0.5391463,True Positive
1,0.5008014,True Positive
1,0.51622826,True Positive
0,0.4754596,False Positive
0,0.43382818,False Positive
1,0.5295614,True Positive
1,0.54331756,True Positive
1,0.55871946,True Positive
0,0.53959554,False Positive
0,0.5895623,False Positive
0,0.4685455,False Positive
0,0.58083224,False Positive
1,0.5115117,True Positive
1,0.5169335,True Positive
0,0.40191954,False Positive
1,0.50640035,True Positive
1,0.53772837,True Positive
1,0.51376563,True Positive
1,0.47553286,True Positive
1,0.51217693,True Positive
1,0.51361555,True Positive
0,0.47682402,False Positive
0,0.50128764,False Positive
1,0.53773445,True Positive
1,0.54978025,True Positive
1,0.529636,True Positive
0,0.48770055,False Positive
1,0.52328175,True Positive
1,0.5127101,True Positive
1,0.5040623,True Positive
0,0.5064624,False Positive
0,0.42910382,False Positive
0,0.4179003,False Positive
0,0.41429648,False Positive
0,0.4504583,False Positive
0,0.56461805,False Positive
0,0.47142598,False Positive
1,0.56641835,True Positive
1,0.5553438,True Positive
0,0.52168894,False Positive
1,0.57156897,True Positive
1,0.5973737,True Positive
1,0.5896091,True Positive
0,0.50005484,False Positive
1,0.5419033,True Positive
1,0.5760686,True Positive
1,0.48350194,True Positive
1,0.587473,True Positive
1,0.5784118,True Positive
1,0.5301647,True Positive
0,0.5647184,False Positive
1,0.5998695,True Positive
0,0.51223963,False Positive
0,0.5560324,False Positive
1,0.538636,True Positive
1,0.5844601,True Positive
0,0.5914005,False Positive
0,0.48038042,False Positive
1,0.51341015,True Positive
1,0.5062762,True Positive
1,0.5315647,True Positive
1,0.50578713,True Positive
0,0.41446084,False Positive
0,0.41569737,False Positive
0,0.47232705,False Positive
0,0.49265185,False Positive
1,0.5626095,True Positive
1,0.53068465,True Positive
1,0.5324631,True Positive
0,0.59458154,False Positive
1,0.52729374,True Positive
1,0.5176246,True Positive
1,0.54514664,True Positive
1,0.613209,True Positive
0,0.45476797,False Positive
0,0.4131212,False Positive
0,0.5038036,False Positive
1,0.4907644,True Positive
1,0.52442026,True Positive
0,0.5323629,False Positive
0,0.52125365,False Positive
1,0.5290766,True Positive
0,0.49539673,False Positive
0,0.47971416,False Positive
0,0.5102535,False Positive
1,0.5023839,True Positive
1,0.51021135,True Positive
1,0.5576144,True Positive
1,0.4954544,True Positive
1,0.5849083,True Positive
1,0.5216035,True Positive
1,0.54470026,True Positive
0,0.5470947,False Positive
1,0.5108048,True Positive
1,0.50920826,True Positive
1,0.52592254,True Positive
0,0.46887958,False Positive
0,0.5094697,False Positive
0,0.59791607,False Positive
0,0.5196794,False Positive
1,0.52321047,True Positive
1,0.52187175,True Positive
1,0.59827733,True Positive
0,0.4619202,False Positive
0,0.4747384,False Positive
0,0.46502784,False Positive
0,0.5262088,False Positive
1,0.5371294,True Positive
0,0.4600693,False Positive
0,0.47419384,False Positive
1,0.52543324,True Positive
1,0.4907297,True Positive
1,0.5254247,True Positive
0,0.47997665,False Positive
0,0.48576984,False Positive
1,0.52602345,True Positive
1,0.5256451,True Positive
0,0.45977548,False Positive
0,0.5180567,False Positive
1,0.55863476,True Positive
1,0.5626938,True Positive
1,0.57437235,True Positive
0,0.53397775,False Positive
0,0.555403,False Positive
0,0.512572,False Positive
1,0.54816854,True Positive
0,0.5076323,False Positive
1,0.5548556,True Positive
1,0.52181906,True Positive
1,0.5626179,True Positive
0,0.61357075,False Positive
1,0.5221035,True Positive
1,0.5598394,True Positive
0,0.52857506,False Positive
0,0.5267609,False Positive
0,0.48105446,False Positive
0,0.44855648,False Positive
0,0.50877845,False Positive
0,0.4410659,False Positive
0,0.4489815,False Positive
0,0.5220752,False Positive
0,0.43885615,False Positive
0,0.51484996,False Positive
1,0.5021847,True Positive
1,0.54003584,True Positive
1,0.5994,True Positive
0,0.46773237,False Positive
1,0.5334991,True Positive
1,0.5020188,True Positive
0,0.48094577,False Positive
0,0.5045013,False Positive
1,0.5284973,True Positive
1,0.50119805,True Positive
1,0.5365521,True Positive
0,0.57749176,False Positive
1,0.5447688,True Positive
1,0.5214373,True Positive
1,0.5481175,True Positive
1,0.5591851,True Positive
0,0.53066355,False Positive
1,0.5466329,True Positive
1,0.51454616,True Positive
0,0.5467555,False Positive
0,0.45317838,False Positive
0,0.45794648,False Positive
0,0.5219336,False Positive
0,0.4793084,False Positive
0,0.50165147,False Positive
0,0.43654677,False Positive
0,0.46015605,False Positive
0,0.49248946,False Positive
0,0.46394658,False Positive
0,0.4506615,False Positive
0,0.5543122,False Positive
0,0.5259134,False Positive
1,0.5308449,True Positive
1,0.53612477,True Positive
1,0.55314267,True Positive
1,0.5501087,True Positive
0,0.5141218,False Positive
1,0.52030146,True Positive
1,0.5114032,True Positive
1,0.5356139,True Positive
0,0.50703776,False Positive
1,0.5247127,True Positive
1,0.52735996,True Positive
1,0.52960044,True Positive
0,0.51965666,False Positive
1,0.5666261,True Positive
1,0.5474674,True Positive
1,0.57298744,True Positive
0,0.49474853,False Positive
0,0.50364494,False Positive
0,0.48273906,False Positive
1,0.5076673,True Positive
1,0.54329705,True Positive
0,0.40464818,False Positive
0,0.51770264,False Positive
0,0.48173907,False Positive
0,0.40396294,False Positive
0,0.52429545,False Positive
0,0.57537836,False Positive
0,0.4884046,False Positive
0,0.4530747,False Positive
0,0.45657286,False Positive
0,0.5314847,False Positive
0,0.5114181,False Positive
0,0.53181183,False Positive
0,0.495683,False Positive
0,0.4642295,False Positive
0,0.52919626,False Positive
0,0.48806113,False Positive
1,0.5557251,True Positive
1,0.51192045,True Positive
0,0.4821834,False Positive
0,0.5636203,False Positive
0,0.55528814,False Positive
0,0.5825272,False Positive
1,0.5776866,True Positive
0,0.48286235,False Positive
1,0.5458199,True Positive
1,0.5332786,True Positive
1,0.5713084,True Positive
1,0.5488504,True Positive
1,0.56989926,True Positive
0,0.5036622,False Positive
0,0.62249184,False Positive
0,0.5268213,False Positive
0,0.5267465,False Positive
0,0.5987787,False Positive
1,0.58439046,True Positive
1,0.5345971,True Positive
1,0.5331283,True Positive
0,0.4502045,False Positive
0,0.51547945,False Positive
0,0.4906252,False Positive
1,0.5410294,True Positive
1,0.51367754,True Positive
0,0.53382564,False Positive
0,0.5363563,False Positive
0,0.53358334,False Positive
1,0.50686944,True Positive
1,0.4802588,True Positive
1,0.5178243,True Positive
1,0.52907455,True Positive
1,0.5076087,True Positive
1,0.5095865,True Positive
1,0.5546648,True Positive
0,0.53097904,False Positive
0,0.5379437,False Positive
0,0.52429026,False Positive
0,0.467862,False Positive
1,0.5285407,True Positive
1,0.49907959,True Positive
1,0.57224876,True Positive
1,0.5376746,True Positive
1,0.577142,True Positive
1,0.5754223,True Positive
0,0.46607924,False Positive
0,0.4527519,False Positive
1,0.57645345,True Positive
0,0.47143656,False Positive
0,0.45110673,False Positive
1,0.5557237,True Positive
1,0.52243245,True Positive
0,0.49163076,False Positive
0,0.51328266,False Positive
0,0.4748771,False Positive
1,0.47321522,True Positive
1,0.4997374,True Positive
1,0.5509221,True Positive
0,0.48030666,False Positive
1,0.501681,True Positive
1,0.51755136,True Positive
1,0.517453,True Positive
0,0.3485344,False Positive
0,0.45452377,False Positive
1,0.57983905,True Positive
1,0.54841906,True Positive
1,0.51574993,True Positive
0,0.46693578,False Positive
0,0.46437603,False Positive
0,0.5296834,False Positive
1,0.58642185,True Positive
1,0.58292687,True Positive
1,0.5487834,True Positive
0,0.5109285,False Positive
0,0.504327,False Positive
0,0.47818974,False Positive
0,0.5545815,False Positive
0,0.5107796,False Positive
0,0.4779953,False Positive
0,0.48233256,False Positive
0,0.536463,False Positive
0,0.4421708,False Positive
0,0.5259968,False Positive
0,0.56398946,False Positive
0,0.48949918,False Positive
1,0.51602525,True Positive
1,0.51749843,True Positive
1,0.5122464,True Positive
0,0.47686142,False Positive
0,0.475021,False Positive
1,0.5410657,True Positive
1,0.5012663,True Positive
0,0.4809701,False Positive
0,0.45902607,False Positive
0,0.46656942,False Positive
1,0.5797166,True Positive
1,0.55501056,True Positive
1,0.544985,True Positive
0,0.47896582,False Positive
1,0.5982987,True Positive
1,0.5381235,True Positive
1,0.5364084,True Positive
1,0.5433263,True Positive
0,0.50994503,False Positive
0,0.5224282,False Positive
0,0.39875558,False Positive
1,0.554474,True Positive
1,0.5665572,True Positive
0,0.40106377,False Positive
0,0.42230776,False Positive
0,0.51789504,False Positive
0,0.49781683,False Positive
0,0.4635113,False Positive
0,0.48963565,False Positive
1,0.54563355,True Positive
1,0.5212633,True Positive
0,0.55428386,False Positive
0,0.58523834,False Positive
0,0.49535498,False Positive
1,0.5121129,True Positive
1,0.4895374,True Positive
1,0.5878367,True Positive
1,0.57013655,True Positive
1,0.5695259,True Positive
0,0.572943,False Positive
0,0.57763535,False Positive
1,0.5230843,True Positive
0,0.4061868,False Positive
1,0.5243044,True Positive
1,0.5077811,True Positive
1,0.50667065,True Positive
1,0.5091007,True Positive
1,0.51694316,True Positive
0,0.51391727,False Positive
0,0.4224045,False Positive
0,0.49228916,False Positive
1,0.5596965,True Positive
0,0.45898837,False Positive
0,0.4755922,False Positive
0,0.5293952,False Positive
