GNN Probability,GT,P1,P2,Run,Idx,Acc,F1
0.5021556,1,3239,3238,0,3240,0.352941176,0.52173913
0.4997115,1,3239,3241,0,3240,0.352941176,0.52173913
0.50175136,0,3239,3247,0,3240,0.352941176,0.52173913
0.49894163,0,3239,5374,0,3240,0.352941176,0.52173913
0.49884373,1,3240,3237,0,3240,0.352941176,0.52173913
0.49986205,1,3241,3238,0,3240,0.352941176,0.52173913
0.49686608,1,3241,3239,0,3240,0.352941176,0.52173913
0.50113696,0,3247,3239,0,3240,0.352941176,0.52173913
0.49631384,0,3377,3236,0,3240,0.352941176,0.52173913
0.50156003,0,5374,3239,0,3240,0.352941176,0.52173913
0.500249,1,3554,3555,0,3564,0.444444444,0.615384615
0.4977219,1,3554,3556,0,3564,0.444444444,0.615384615
0.50355315,1,3555,3554,0,3564,0.444444444,0.615384615
0.502696,1,3555,3561,0,3564,0.444444444,0.615384615
0.49698937,0,3555,3562,0,3564,0.444444444,0.615384615
0.49820083,1,3556,3554,0,3564,0.444444444,0.615384615
0.49944806,1,3556,3561,0,3564,0.444444444,0.615384615
0.49378562,1,3556,3563,0,3564,0.444444444,0.615384615
0.49498898,0,3556,3770,0,3564,0.444444444,0.615384615
0.49525738,0,3556,6133,0,3564,0.444444444,0.615384615
0.5011863,1,3561,3555,0,3564,0.444444444,0.615384615
0.5031933,1,3561,3556,0,3564,0.444444444,0.615384615
0.5045326,1,3561,3563,0,3564,0.444444444,0.615384615
0.500625,1,3561,3564,0,3564,0.444444444,0.615384615
0.500246,0,3562,3555,0,3564,0.444444444,0.615384615
0.5010138,1,3563,3556,0,3564,0.444444444,0.615384615
0.49852747,1,3563,3561,0,3564,0.444444444,0.615384615
0.502032,0,3563,3565,0,3564,0.444444444,0.615384615
0.49864304,0,3563,8074,0,3564,0.444444444,0.615384615
0.493502,1,3564,3561,0,3564,0.444444444,0.615384615
0.4981474,0,3565,3563,0,3564,0.444444444,0.615384615
0.50039005,0,3770,3556,0,3564,0.444444444,0.615384615
0.49861848,0,6133,3556,0,3564,0.444444444,0.615384615
0.50347453,0,8074,3563,0,3564,0.444444444,0.615384615
0.49853712,1,3628,3629,0,3632,0.533333333,0.695652174
0.5007496,1,3628,3630,0,3632,0.533333333,0.695652174
0.498218,0,3628,12011,0,3632,0.533333333,0.695652174
0.4995295,1,3629,3628,0,3632,0.533333333,0.695652174
0.50252235,1,3629,3631,0,3632,0.533333333,0.695652174
0.4998148,1,3629,3632,0,3632,0.533333333,0.695652174
0.49866295,1,3630,3628,0,3632,0.533333333,0.695652174
0.5006761,1,3630,3631,0,3632,0.533333333,0.695652174
0.50221604,1,3630,3633,0,3632,0.533333333,0.695652174
0.50511044,1,3631,3629,0,3632,0.533333333,0.695652174
0.5024127,1,3631,3630,0,3632,0.533333333,0.695652174
0.5000553,1,3631,3633,0,3632,0.533333333,0.695652174
0.49766812,0,3631,3637,0,3632,0.533333333,0.695652174
0.5028117,1,3632,3629,0,3632,0.533333333,0.695652174
0.4963675,1,3633,3630,0,3632,0.533333333,0.695652174
0.49828368,1,3633,3631,0,3632,0.533333333,0.695652174
0.5000029,0,3637,3631,0,3632,0.533333333,0.695652174
0.49489856,0,12011,3628,0,3632,0.533333333,0.695652174
0.50172126,0,788,4554,0,4556,0.24,0.387096774
0.49925736,1,4548,4549,0,4556,0.24,0.387096774
0.49804512,1,4548,4550,0,4556,0.24,0.387096774
0.49837208,0,4548,4551,0,4556,0.24,0.387096774
0.5041149,0,4548,4552,0,4556,0.24,0.387096774
0.5025261,0,4548,5612,0,4556,0.24,0.387096774
0.4946421,0,4548,12811,0,4556,0.24,0.387096774
0.505546,0,4548,13266,0,4556,0.24,0.387096774
0.5059321,1,4549,4548,0,4556,0.24,0.387096774
0.49412698,1,4549,4553,0,4556,0.24,0.387096774
0.49829856,0,4549,4554,0,4556,0.24,0.387096774
0.5028753,0,4549,4555,0,4556,0.24,0.387096774
0.500779,1,4549,4556,0,4556,0.24,0.387096774
0.49941018,1,4550,4548,0,4556,0.24,0.387096774
0.5011121,1,4550,4553,0,4556,0.24,0.387096774
0.5031617,1,4550,4557,0,4556,0.24,0.387096774
0.49473312,0,4551,4548,0,4556,0.24,0.387096774
0.5000947,0,4552,4548,0,4556,0.24,0.387096774
0.5011146,1,4553,4549,0,4556,0.24,0.387096774
0.4974214,1,4553,4550,0,4556,0.24,0.387096774
0.49953184,1,4553,4557,0,4556,0.24,0.387096774
0.49962714,0,4553,10786,0,4556,0.24,0.387096774
0.4985897,0,4554,788,0,4556,0.24,0.387096774
0.50249994,0,4554,4549,0,4556,0.24,0.387096774
0.4983825,0,4554,5110,0,4556,0.24,0.387096774
0.49985877,0,4554,6153,0,4556,0.24,0.387096774
0.5015811,0,4555,4549,0,4556,0.24,0.387096774
0.5016352,0,4555,12784,0,4556,0.24,0.387096774
0.5074913,1,4556,4549,0,4556,0.24,0.387096774
0.49944296,1,4557,4550,0,4556,0.24,0.387096774
0.49563614,1,4557,4553,0,4556,0.24,0.387096774
0.49473426,0,5110,4554,0,4556,0.24,0.387096774
0.5003726,0,5612,4548,0,4556,0.24,0.387096774
0.49463332,0,6153,4554,0,4556,0.24,0.387096774
0.4992374,0,10786,4553,0,4556,0.24,0.387096774
0.49944064,0,12784,4555,0,4556,0.24,0.387096774
0.5029898,0,12811,4548,0,4556,0.24,0.387096774
0.49705526,0,13266,4548,0,4556,0.24,0.387096774
0.4965883,0,565,4776,0,4783,0.411764706,0.583333333
0.49367684,1,4775,4776,0,4783,0.411764706,0.583333333
0.50025415,1,4775,4777,0,4783,0.411764706,0.583333333
0.50012016,0,4776,565,0,4783,0.411764706,0.583333333
0.503253,1,4776,4775,0,4783,0.411764706,0.583333333
0.500777,1,4776,4780,0,4783,0.411764706,0.583333333
0.50349617,1,4777,4775,0,4783,0.411764706,0.583333333
0.49747038,1,4777,4780,0,4783,0.411764706,0.583333333
0.50277394,1,4777,4781,0,4783,0.411764706,0.583333333
0.50586313,0,4777,4782,0,4783,0.411764706,0.583333333
0.5001392,0,4777,11333,0,4783,0.411764706,0.583333333
0.4970485,1,4780,4776,0,4783,0.411764706,0.583333333
0.49845114,1,4780,4777,0,4783,0.411764706,0.583333333
0.4993295,1,4780,4781,0,4783,0.411764706,0.583333333
0.49855614,1,4780,4783,0,4783,0.411764706,0.583333333
0.5024601,1,4781,4777,0,4783,0.411764706,0.583333333
0.50226974,1,4781,4780,0,4783,0.411764706,0.583333333
0.4987158,0,4782,4777,0,4783,0.411764706,0.583333333
0.49587896,1,4783,4780,0,4783,0.411764706,0.583333333
0.49535984,0,11333,4777,0,4783,0.411764706,0.583333333
0.49968538,0,2994,6509,0,6511,0.227272727,0.37037037
0.49808013,0,5805,6501,0,6511,0.227272727,0.37037037
0.49474695,1,6499,6500,0,6511,0.227272727,0.37037037
0.50331587,1,6499,6501,0,6511,0.227272727,0.37037037
0.50282204,1,6500,6499,0,6511,0.227272727,0.37037037
0.50378895,1,6500,6504,0,6511,0.227272727,0.37037037
0.49715808,0,6501,5805,0,6511,0.227272727,0.37037037
0.5001044,1,6501,6499,0,6511,0.227272727,0.37037037
0.5006297,1,6501,6504,0,6511,0.227272727,0.37037037
0.49948138,1,6501,6506,0,6511,0.227272727,0.37037037
0.49861223,1,6504,6500,0,6511,0.227272727,0.37037037
0.49808812,1,6504,6501,0,6511,0.227272727,0.37037037
0.49373007,1,6504,6506,0,6511,0.227272727,0.37037037
0.4991244,0,6504,6507,0,6511,0.227272727,0.37037037
0.50253457,0,6504,6508,0,6511,0.227272727,0.37037037
0.49352765,1,6506,6501,0,6511,0.227272727,0.37037037
0.4999827,1,6506,6504,0,6511,0.227272727,0.37037037
0.4978485,0,6506,6509,0,6511,0.227272727,0.37037037
0.50021905,0,6506,6510,0,6511,0.227272727,0.37037037
0.49645182,1,6506,6511,0,6511,0.227272727,0.37037037
0.50127864,0,6507,6504,0,6511,0.227272727,0.37037037
0.5042876,0,6508,6504,0,6511,0.227272727,0.37037037
0.49880558,0,6509,2994,0,6511,0.227272727,0.37037037
0.4974621,0,6509,6506,0,6511,0.227272727,0.37037037
0.5067711,0,6510,6506,0,6511,0.227272727,0.37037037
0.49516547,0,6510,7311,0,6511,0.227272727,0.37037037
0.5031082,0,6510,9078,0,6511,0.227272727,0.37037037
0.49749148,0,6510,11146,0,6511,0.227272727,0.37037037
0.49807647,1,6511,6506,0,6511,0.227272727,0.37037037
0.5004984,0,7311,6510,0,6511,0.227272727,0.37037037
0.5011133,0,9078,6510,0,6511,0.227272727,0.37037037
0.4949238,0,11146,6510,0,6511,0.227272727,0.37037037
0.50108236,0,3222,6603,0,6601,0.363636364,0.533333333
0.49980482,0,4484,6602,0,6601,0.363636364,0.533333333
0.49742854,1,6597,6598,0,6601,0.363636364,0.533333333
0.5008402,1,6597,6599,0,6601,0.363636364,0.533333333
0.50199646,0,6597,6600,0,6601,0.363636364,0.533333333
0.50214463,1,6597,6601,0,6601,0.363636364,0.533333333
0.50276047,0,6597,6602,0,6601,0.363636364,0.533333333
0.5039013,0,6597,6603,0,6601,0.363636364,0.533333333
0.50575954,1,6598,6597,0,6601,0.363636364,0.533333333
0.49945104,1,6598,6604,0,6601,0.363636364,0.533333333
0.5054464,1,6599,6597,0,6601,0.363636364,0.533333333
0.50151896,1,6599,6604,0,6601,0.363636364,0.533333333
0.49660018,1,6599,6605,0,6601,0.363636364,0.533333333
0.49938712,0,6600,6597,0,6601,0.363636364,0.533333333
0.5017906,0,6600,12229,0,6601,0.363636364,0.533333333
0.49936923,1,6601,6597,0,6601,0.363636364,0.533333333
0.4951267,0,6602,4484,0,6601,0.363636364,0.533333333
0.5011138,0,6602,6597,0,6601,0.363636364,0.533333333
0.5024533,0,6603,3222,0,6601,0.363636364,0.533333333
0.49977168,0,6603,6597,0,6601,0.363636364,0.533333333
0.5001541,0,6603,12111,0,6601,0.363636364,0.533333333
0.50185317,1,6604,6598,0,6601,0.363636364,0.533333333
0.4996975,1,6604,6599,0,6601,0.363636364,0.533333333
0.50157547,1,6604,6605,0,6601,0.363636364,0.533333333
0.5002627,1,6605,6599,0,6601,0.363636364,0.533333333
0.49954814,1,6605,6604,0,6601,0.363636364,0.533333333
0.49786186,0,12111,6603,0,6601,0.363636364,0.533333333
0.4996775,0,12229,6600,0,6601,0.363636364,0.533333333
0.5016705,0,144,7069,0,7067,0.625,0.769230769
0.49769646,0,6876,7066,0,7067,0.625,0.769230769
0.5009219,1,7064,7065,0,7067,0.625,0.769230769
0.50013655,1,7064,7066,0,7067,0.625,0.769230769
0.49842533,1,7064,7067,0,7067,0.625,0.769230769
0.4994143,0,7064,7068,0,7067,0.625,0.769230769
0.49826068,0,7064,7069,0,7067,0.625,0.769230769
0.49500296,1,7065,7064,0,7067,0.625,0.769230769
0.4956763,1,7065,7070,0,7067,0.625,0.769230769
0.4976304,0,7065,7071,0,7067,0.625,0.769230769
0.4995983,0,7065,11976,0,7067,0.625,0.769230769
0.4971363,0,7066,6876,0,7067,0.625,0.769230769
0.5014277,1,7066,7064,0,7067,0.625,0.769230769
0.5020196,1,7066,7070,0,7067,0.625,0.769230769
0.5000238,1,7066,7072,0,7067,0.625,0.769230769
0.495282,0,7066,7073,0,7067,0.625,0.769230769
0.4971681,0,7066,7074,0,7067,0.625,0.769230769
0.5016241,1,7067,7064,0,7067,0.625,0.769230769
0.4978725,0,7068,7064,0,7067,0.625,0.769230769
0.49974442,0,7069,144,0,7067,0.625,0.769230769
0.4963101,0,7069,7064,0,7067,0.625,0.769230769
0.49693438,1,7070,7065,0,7067,0.625,0.769230769
0.50022346,1,7070,7066,0,7067,0.625,0.769230769
0.5003366,1,7070,7072,0,7067,0.625,0.769230769
0.49479103,0,7071,7065,0,7067,0.625,0.769230769
0.50398976,1,7072,7066,0,7067,0.625,0.769230769
0.50294906,1,7072,7070,0,7067,0.625,0.769230769
0.4984858,0,7073,7066,0,7067,0.625,0.769230769
0.49845618,0,7074,7066,0,7067,0.625,0.769230769
0.5019059,0,11976,7065,0,7067,0.625,0.769230769
0.50087863,1,8484,8485,0,8497,0.25,0.4
0.4967604,1,8484,8486,0,8497,0.25,0.4
0.4940242,1,8485,8484,0,8497,0.25,0.4
0.4988796,1,8485,8494,0,8497,0.25,0.4
0.498012,1,8486,8484,0,8497,0.25,0.4
0.49847698,1,8486,8494,0,8497,0.25,0.4
0.5000557,1,8486,8495,0,8497,0.25,0.4
0.503743,0,8486,8496,0,8497,0.25,0.4
0.4974295,0,8486,9422,0,8497,0.25,0.4
0.4999708,1,8494,8485,0,8497,0.25,0.4
0.49779072,1,8494,8486,0,8497,0.25,0.4
0.50398797,1,8494,8495,0,8497,0.25,0.4
0.49478182,1,8494,8497,0,8497,0.25,0.4
0.49590665,0,8494,8498,0,8497,0.25,0.4
0.5017286,1,8495,8486,0,8497,0.25,0.4
0.49950233,1,8495,8494,0,8497,0.25,0.4
0.49457666,0,8495,8499,0,8497,0.25,0.4
0.5014532,0,8495,8500,0,8497,0.25,0.4
0.4990751,0,8496,8486,0,8497,0.25,0.4
0.49907297,1,8497,8494,0,8497,0.25,0.4
0.49784058,0,8498,8494,0,8497,0.25,0.4
0.49488783,0,8499,8495,0,8497,0.25,0.4
0.49508703,0,8500,8495,0,8497,0.25,0.4
0.4999476,0,9422,8486,0,8497,0.25,0.4
0.5009774,0,4048,8656,0,8660,0.473684211,0.642857143
0.4962055,0,5543,5549,0,8660,0.473684211,0.642857143
0.5000261,0,5549,5543,0,8660,0.473684211,0.642857143
0.5014777,0,5549,8657,0,8660,0.473684211,0.642857143
0.49933332,0,7621,8659,0,8660,0.473684211,0.642857143
0.50095975,0,8656,4048,0,8660,0.473684211,0.642857143
0.502218,1,8656,8657,0,8660,0.473684211,0.642857143
0.50030047,1,8656,8658,0,8660,0.473684211,0.642857143
0.4943382,0,8657,5549,0,8660,0.473684211,0.642857143
0.4993017,1,8657,8656,0,8660,0.473684211,0.642857143
0.5016524,1,8657,8659,0,8660,0.473684211,0.642857143
0.5043401,1,8657,8660,0,8660,0.473684211,0.642857143
0.4967018,1,8658,8656,0,8660,0.473684211,0.642857143
0.498718,1,8658,8659,0,8660,0.473684211,0.642857143
0.50512004,1,8658,8661,0,8660,0.473684211,0.642857143
0.50060403,0,8659,7621,0,8660,0.473684211,0.642857143
0.49983853,1,8659,8657,0,8660,0.473684211,0.642857143
0.49950007,1,8659,8658,0,8660,0.473684211,0.642857143
0.5006671,1,8659,8661,0,8660,0.473684211,0.642857143
0.4967958,0,8659,8663,0,8660,0.473684211,0.642857143
0.50083506,1,8660,8657,0,8660,0.473684211,0.642857143
0.5005764,1,8661,8658,0,8660,0.473684211,0.642857143
0.50630116,1,8661,8659,0,8660,0.473684211,0.642857143
0.4976224,0,8663,8659,0,8660,0.473684211,0.642857143
0.49971062,0,1459,8757,0,8756,0.421052632,0.592592593
0.497877,0,1858,1867,0,8756,0.421052632,0.592592593
0.5021492,0,1867,1858,0,8756,0.421052632,0.592592593
0.4977488,0,1867,8753,0,8756,0.421052632,0.592592593
0.49964383,0,2778,8755,0,8756,0.421052632,0.592592593
0.49778658,0,3991,8754,0,8756,0.421052632,0.592592593
0.49389577,0,8753,1867,0,8756,0.421052632,0.592592593
0.49795023,1,8753,8754,0,8756,0.421052632,0.592592593
0.50070393,1,8753,8755,0,8756,0.421052632,0.592592593
0.4995132,1,8753,8756,0,8756,0.421052632,0.592592593
0.50080115,0,8753,8757,0,8756,0.421052632,0.592592593
0.4997283,0,8754,3991,0,8756,0.421052632,0.592592593
0.50024587,1,8754,8753,0,8756,0.421052632,0.592592593
0.5030568,1,8754,8758,0,8756,0.421052632,0.592592593
0.4988214,0,8755,2778,0,8756,0.421052632,0.592592593
0.4968683,1,8755,8753,0,8756,0.421052632,0.592592593
0.5000846,1,8755,8758,0,8756,0.421052632,0.592592593
0.49815083,1,8755,8759,0,8756,0.421052632,0.592592593
0.50161016,0,8755,8760,0,8756,0.421052632,0.592592593
0.50348306,1,8756,8753,0,8756,0.421052632,0.592592593
0.49576443,0,8757,1459,0,8756,0.421052632,0.592592593
0.50176084,0,8757,8753,0,8756,0.421052632,0.592592593
0.49317378,1,8758,8754,0,8756,0.421052632,0.592592593
0.5073423,1,8758,8755,0,8756,0.421052632,0.592592593
0.50214547,1,8758,8759,0,8756,0.421052632,0.592592593
0.49542832,1,8759,8755,0,8756,0.421052632,0.592592593
0.5036758,1,8759,8758,0,8756,0.421052632,0.592592593
0.50495636,0,8760,8755,0,8756,0.421052632,0.592592593
0.50248635,0,7354,9491,0,9501,0.421052632,0.592592593
0.50033104,0,8014,9491,0,9501,0.421052632,0.592592593
0.49502346,1,9488,9489,0,9501,0.421052632,0.592592593
0.49677986,1,9488,9490,0,9501,0.421052632,0.592592593
0.4982449,1,9489,9488,0,9501,0.421052632,0.592592593
0.5014372,1,9489,9491,0,9501,0.421052632,0.592592593
0.497104,1,9490,9488,0,9501,0.421052632,0.592592593
0.5012443,1,9490,9491,0,9501,0.421052632,0.592592593
0.4970727,1,9490,9496,0,9501,0.421052632,0.592592593
0.49574828,0,9490,9497,0,9501,0.421052632,0.592592593
0.50338155,0,9491,7354,0,9501,0.421052632,0.592592593
0.5013556,0,9491,8014,0,9501,0.421052632,0.592592593
0.5017089,1,9491,9489,0,9501,0.421052632,0.592592593
0.50529194,1,9491,9490,0,9501,0.421052632,0.592592593
0.49677503,1,9491,9496,0,9501,0.421052632,0.592592593
0.49707595,0,9491,9498,0,9501,0.421052632,0.592592593
0.50361943,1,9496,9490,0,9501,0.421052632,0.592592593
0.50579107,1,9496,9491,0,9501,0.421052632,0.592592593
0.49953374,0,9496,9499,0,9501,0.421052632,0.592592593
0.4956291,0,9496,9500,0,9501,0.421052632,0.592592593
0.50368494,1,9496,9501,0,9501,0.421052632,0.592592593
0.49938622,0,9497,9490,0,9501,0.421052632,0.592592593
0.49773178,0,9498,9491,0,9501,0.421052632,0.592592593
0.5009639,0,9499,9496,0,9501,0.421052632,0.592592593
0.4985873,0,9500,9496,0,9501,0.421052632,0.592592593
0.5006332,1,9501,9496,0,9501,0.421052632,0.592592593
0.50316,1,10380,10381,0,10390,0.266666667,0.421052632
0.49913436,1,10380,10382,0,10390,0.266666667,0.421052632
0.49402648,1,10381,10380,0,10390,0.266666667,0.421052632
0.49786726,1,10381,10385,0,10390,0.266666667,0.421052632
0.4942777,1,10382,10380,0,10390,0.266666667,0.421052632
0.4916112,1,10382,10385,0,10390,0.266666667,0.421052632
0.49915528,1,10382,10387,0,10390,0.266666667,0.421052632
0.49833757,0,10382,10388,0,10390,0.266666667,0.421052632
0.4988951,1,10385,10381,0,10390,0.266666667,0.421052632
0.49938717,1,10385,10382,0,10390,0.266666667,0.421052632
0.5007068,1,10385,10387,0,10390,0.266666667,0.421052632
0.5000367,0,10385,10389,0,10390,0.266666667,0.421052632
0.49918973,1,10387,10382,0,10390,0.266666667,0.421052632
0.5012513,1,10387,10385,0,10390,0.266666667,0.421052632
0.49709457,1,10387,10390,0,10390,0.266666667,0.421052632
0.49852717,0,10388,10382,0,10390,0.266666667,0.421052632
0.49900338,0,10389,10385,0,10390,0.266666667,0.421052632
0.501114,1,10390,10387,0,10390,0.266666667,0.421052632
0.4985964,0,3520,10606,0,10607,0.388888889,0.56
0.50596106,1,10599,10600,0,10607,0.388888889,0.56
0.49986222,1,10599,10601,0,10607,0.388888889,0.56
0.49978825,1,10600,10599,0,10607,0.388888889,0.56
0.4935647,1,10600,10602,0,10607,0.388888889,0.56
0.49831873,1,10601,10599,0,10607,0.388888889,0.56
0.503182,1,10601,10602,0,10607,0.388888889,0.56
0.5001359,1,10601,10605,0,10607,0.388888889,0.56
0.4994313,0,10601,10606,0,10607,0.388888889,0.56
0.5050792,1,10601,10607,0,10607,0.388888889,0.56
0.50375575,1,10602,10600,0,10607,0.388888889,0.56
0.5081309,1,10602,10601,0,10607,0.388888889,0.56
0.49958768,1,10602,10605,0,10607,0.388888889,0.56
0.49903655,0,10602,10608,0,10607,0.388888889,0.56
0.49871513,1,10605,10601,0,10607,0.388888889,0.56
0.50135374,1,10605,10602,0,10607,0.388888889,0.56
0.4971984,0,10605,10609,0,10607,0.388888889,0.56
0.5007064,0,10605,10610,0,10607,0.388888889,0.56
0.50235933,0,10606,3520,0,10607,0.388888889,0.56
0.49751532,0,10606,10601,0,10607,0.388888889,0.56
0.49851573,1,10607,10601,0,10607,0.388888889,0.56
0.50017047,0,10608,10602,0,10607,0.388888889,0.56
0.5013096,0,10609,10605,0,10607,0.388888889,0.56
0.496353,0,10610,10605,0,10607,0.388888889,0.56
0.5002329,0,5108,10934,0,10935,0.294117647,0.454545455
0.50401014,1,10931,10932,0,10935,0.294117647,0.454545455
0.5040467,1,10931,10933,0,10935,0.294117647,0.454545455
0.49872035,1,10932,10931,0,10935,0.294117647,0.454545455
0.49460518,1,10932,10934,0,10935,0.294117647,0.454545455
0.49636462,1,10932,10935,0,10935,0.294117647,0.454545455
0.49751168,1,10933,10931,0,10935,0.294117647,0.454545455
0.49819472,1,10933,10934,0,10935,0.294117647,0.454545455
0.49512243,1,10933,10936,0,10935,0.294117647,0.454545455
0.4998263,0,10934,5108,0,10935,0.294117647,0.454545455
0.5003042,1,10934,10932,0,10935,0.294117647,0.454545455
0.4991384,1,10934,10933,0,10935,0.294117647,0.454545455
0.50049156,1,10934,10936,0,10935,0.294117647,0.454545455
0.4923453,0,10934,10938,0,10935,0.294117647,0.454545455
0.49895826,0,10934,10939,0,10935,0.294117647,0.454545455
0.50100005,0,10934,10940,0,10935,0.294117647,0.454545455
0.5001908,1,10935,10932,0,10935,0.294117647,0.454545455
0.49432558,1,10936,10933,0,10935,0.294117647,0.454545455
0.49600142,1,10936,10934,0,10935,0.294117647,0.454545455
0.49902475,0,10938,10934,0,10935,0.294117647,0.454545455
0.50203973,0,10939,10934,0,10935,0.294117647,0.454545455
0.49637744,0,10940,10934,0,10935,0.294117647,0.454545455
0.49863994,1,5810,5811,0,11007,0.342857143,0.510638298
0.4966337,1,5810,5812,0,11007,0.342857143,0.510638298
0.50087816,0,5810,8309,0,11007,0.342857143,0.510638298
0.5011444,0,5810,12456,0,11007,0.342857143,0.510638298
0.50139666,1,5811,5810,0,11007,0.342857143,0.510638298
0.4988263,1,5811,5813,0,11007,0.342857143,0.510638298
0.4961268,0,5811,7656,0,11007,0.342857143,0.510638298
0.49694985,1,5811,11007,0,11007,0.342857143,0.510638298
0.49788445,1,5812,5810,0,11007,0.342857143,0.510638298
0.49810037,1,5812,5813,0,11007,0.342857143,0.510638298
0.5036351,1,5812,5814,0,11007,0.342857143,0.510638298
0.49979052,1,5813,5811,0,11007,0.342857143,0.510638298
0.49943012,1,5813,5812,0,11007,0.342857143,0.510638298
0.5012235,1,5813,5814,0,11007,0.342857143,0.510638298
0.5017361,1,5814,5812,0,11007,0.342857143,0.510638298
0.49650413,1,5814,5813,0,11007,0.342857143,0.510638298
0.50128675,0,7653,7656,0,11007,0.342857143,0.510638298
0.5041845,0,7656,5811,0,11007,0.342857143,0.510638298
0.50034106,0,7656,7653,0,11007,0.342857143,0.510638298
0.49642268,0,8309,5810,0,11007,0.342857143,0.510638298
0.4992822,1,11002,11003,0,11007,0.342857143,0.510638298
0.49917215,1,11002,11004,0,11007,0.342857143,0.510638298
0.50559103,0,11002,11005,0,11007,0.342857143,0.510638298
0.4998126,1,11003,11002,0,11007,0.342857143,0.510638298
0.5032113,1,11003,11006,0,11007,0.342857143,0.510638298
0.5005076,1,11003,11007,0,11007,0.342857143,0.510638298
0.49456164,1,11004,11002,0,11007,0.342857143,0.510638298
0.5014296,1,11004,11006,0,11007,0.342857143,0.510638298
0.49272537,1,11004,11008,0,11007,0.342857143,0.510638298
0.49880475,0,11005,11002,0,11007,0.342857143,0.510638298
0.49800822,1,11006,11003,0,11007,0.342857143,0.510638298
0.49580586,1,11006,11004,0,11007,0.342857143,0.510638298
0.50271237,1,11006,11008,0,11007,0.342857143,0.510638298
0.49720642,0,11006,11009,0,11007,0.342857143,0.510638298
