Source,Explainer,Probability,P1,P2,Run
Texas,Beta,0.49819615,126,29,1
Texas,Beta,0.5051149,57,22,1
Texas,Beta,0.49744126,57,67,1
Texas,Beta,0.49673334,57,170,1
Texas,Beta,0.50139475,57,165,1
Texas,Beta,0.4990922,57,110,1
Texas,Beta,0.4970713,57,15,1
Texas,Beta,0.49873993,57,65,1
Texas,Beta,0.4989387,59,159,1
Texas,Beta,0.49636474,59,16,1
Texas,Beta,0.5003196,120,140,1
Texas,Beta,0.49845552,120,156,1
Texas,Beta,0.50236386,156,156,1
Texas,Beta,0.4942568,99,94,1
Texas,Beta,0.49808732,99,132,1
Texas,Beta,0.50051826,99,79,1
Texas,Beta,0.49868336,90,140,1
Texas,Beta,0.49877852,90,90,1
Texas,Beta,0.49979427,63,58,1
Texas,Beta,0.5024829,175,175,1
Texas,Beta,0.49510473,85,16,1
Texas,Beta,0.50297713,111,85,1
Texas,Beta,0.49654433,0,58,1
Texas,Beta,0.49996588,0,121,1
Texas,Beta,0.4992359,141,116,1
Texas,Beta,0.50245476,141,48,1
Texas,Beta,0.5037402,116,76,1
Texas,Beta,0.49648812,54,125,1
Texas,Beta,0.4993758,139,18,1
Texas,Beta,0.49892515,18,126,1
Texas,Beta,0.50307596,172,113,1
Texas,Beta,0.50325507,1,80,1
Texas,Beta,0.49815717,148,148,1
Texas,Beta,0.5021033,148,146,1
Texas,Beta,0.49948204,148,159,1
Texas,Beta,0.50366616,134,134,1
Texas,Beta,0.49795073,144,82,1
Texas,Beta,0.4989881,105,144,1
Texas,Beta,0.5006714,180,84,1
Texas,Beta,0.49633008,180,180,1
Texas,Beta,0.49836454,180,47,1
Texas,Beta,0.49904874,180,66,1
Texas,Beta,0.50068855,60,21,1
Texas,Beta,0.5074728,60,16,1
Texas,Beta,0.5010874,36,21,1
Texas,Beta,0.50261104,36,60,1
Texas,Beta,0.4991245,74,22,1
Texas,Beta,0.4991433,74,48,1
Texas,Beta,0.5003492,46,95,1
Texas,Beta,0.50161815,4,164,1
Texas,Beta,0.50067765,4,66,1
Texas,Beta,0.50010586,4,146,1
Texas,Beta,0.50036955,164,146,1
Texas,Beta,0.49839005,11,94,1
Texas,Beta,0.49983847,11,108,1
Texas,Beta,0.5044892,80,66,1
Texas,Beta,0.49655357,176,80,1
Texas,Beta,0.50076365,28,80,1
Texas,Beta,0.500789,28,146,1
Texas,Beta,0.4955183,122,167,1
Texas,Beta,0.5006415,163,163,1
Texas,Beta,0.5002102,163,58,1
Texas,Beta,0.4958424,79,82,1
Texas,Beta,0.4944044,23,127,1
Texas,Beta,0.5000729,23,147,1
Texas,Beta,0.50362724,151,89,1
Texas,Beta,0.4987452,151,66,1
Texas,Beta,0.501186,151,152,1
Texas,Beta,0.5002443,133,64,1
Texas,Beta,0.50130504,133,178,1
Texas,Beta,0.504154,133,82,1
Texas,Beta,0.49661186,133,16,1
Texas,Beta,0.5023365,173,84,1
Texas,Beta,0.5042118,173,96,1
Texas,Beta,0.49399287,173,175,1
Texas,Beta,0.4944953,173,131,1
Texas,Beta,0.50291455,173,55,1
Texas,Beta,0.5013435,173,145,1
Texas,Beta,0.50005335,173,8,1
Texas,Beta,0.50077736,131,84,1
Texas,Beta,0.50638753,131,138,1
Texas,Beta,0.49823424,131,168,1
Texas,Beta,0.50274193,131,100,1
Texas,Beta,0.50212187,131,66,1
Texas,Beta,0.49798468,168,131,1
Texas,Beta,0.49580732,100,131,1
Texas,Beta,0.49860826,51,116,1
Texas,Beta,0.50110054,161,116,1
Texas,Beta,0.5029335,2,8,1
Texas,Beta,0.49603194,127,84,1
Texas,Beta,0.5030303,127,31,1
Texas,Beta,0.49751356,127,23,1
Texas,Beta,0.49807993,127,153,1
Texas,Beta,0.4966627,127,62,1
Texas,Beta,0.4963108,127,171,1
Texas,Beta,0.5003535,127,55,1
Texas,Beta,0.5041514,127,129,1
Texas,Beta,0.5017934,34,84,1
Texas,Beta,0.50032353,34,34,1
Texas,Beta,0.49625972,34,66,1
Texas,Beta,0.50274056,42,93,1
Texas,Beta,0.49463594,42,34,1
Texas,Beta,0.5041592,7,14,1
Texas,Beta,0.49536586,7,34,1
Texas,Beta,0.5028705,78,34,1
Texas,Beta,0.4997563,78,146,1
Texas,Beta,0.5010078,50,68,1
Texas,Beta,0.49784532,50,34,1
Texas,Beta,0.5021579,50,150,1
Texas,Beta,0.5014149,58,163,1
Texas,Beta,0.49815658,58,119,1
Texas,Beta,0.5005904,58,13,1
Texas,Beta,0.49723598,58,102,1
Texas,Beta,0.4995153,58,88,1
Texas,Beta,0.5028783,67,67,1
Texas,Beta,0.5013072,177,84,1
Texas,Beta,0.5039088,177,156,1
Texas,Beta,0.49612367,177,167,1
Texas,Beta,0.49314174,82,64,1
Texas,Beta,0.49922886,82,144,1
Texas,Beta,0.50469863,82,79,1
Texas,Beta,0.49644,82,133,1
Texas,Beta,0.5024633,47,84,1
Texas,Beta,0.50208956,47,180,1
Texas,Beta,0.5021783,95,157,1
Texas,Beta,0.5029815,95,46,1
Texas,Beta,0.4998163,95,95,1
Texas,Beta,0.49650547,95,66,1
Texas,Beta,0.50046575,95,76,1
Texas,Beta,0.50112206,66,86,1
Texas,Beta,0.49689794,72,108,1
Texas,Beta,0.49985024,171,84,1
Texas,Beta,0.4976286,171,66,1
Texas,Beta,0.49628273,171,113,1
Texas,Beta,0.50207776,171,6,1
Texas,Beta,0.50463665,171,129,1
Texas,Beta,0.4991355,17,29,1
Texas,Beta,0.4983043,86,86,1
Texas,Beta,0.49648812,53,71,1
Texas,Beta,0.50168467,117,146,1
Texas,Beta,0.49614277,87,116,1
Texas,Beta,0.49995825,159,59,1
Texas,Beta,0.5046431,159,150,1
Texas,Beta,0.4971025,159,44,1
Texas,Beta,0.50161713,119,58,1
Texas,Beta,0.49712276,55,116,1
Texas,Beta,0.50020194,30,146,1
Texas,Beta,0.50262624,30,159,1
Texas,Beta,0.5015588,25,84,1
Texas,Beta,0.49678326,25,167,1
Texas,Beta,0.5016646,145,168,1
Texas,Beta,0.502508,160,116,1
Texas,Beta,0.50121707,40,24,1
Texas,Beta,0.4989576,13,58,1
Texas,Beta,0.4924464,13,13,1
Texas,Beta,0.49681807,123,16,1
Texas,Beta,0.5016662,44,159,1
Texas,Beta,0.5022637,70,147,1
Texas,Beta,0.50204754,15,22,1
Texas,Beta,0.49827257,15,165,1
Texas,Beta,0.49633512,15,16,1
Texas,Beta,0.50007737,15,15,1
Texas,Beta,0.4953923,15,65,1
Texas,Beta,0.49921358,92,15,1
Texas,Beta,0.5047229,20,115,1
Texas,Beta,0.50314796,20,16,1
Texas,Beta,0.49912035,20,15,1
Texas,Beta,0.5011892,20,5,1
Texas,Beta,0.49673706,174,15,1
Texas,Beta,0.50022686,75,116,1
Texas,Beta,0.49729204,41,84,1
Texas,Beta,0.5021299,41,104,1
Texas,Beta,0.4994204,41,118,1
Texas,Beta,0.49924058,41,66,1
Texas,Beta,0.50604206,162,66,1
Texas,Beta,0.5023392,162,29,1
Texas,Beta,0.49687505,101,5,1
Texas,Beta,0.50242335,29,97,1
Texas,Beta,0.496014,29,17,1
Texas,Beta,0.5002459,29,162,1
Texas,Beta,0.5056955,102,58,1
Texas,Beta,0.50280017,102,66,1
Texas,Beta,0.5025834,102,102,1
Texas,Beta,0.49737373,88,102,1
Texas,Beta,0.49547797,130,24,1
Texas,Beta,0.49453482,81,58,1
Texas,Beta,0.49546957,56,84,2
Texas,Beta,0.50521463,56,39,2
Texas,Beta,0.4976297,56,9,2
Texas,Beta,0.5026583,56,77,2
Texas,Beta,0.5015467,56,89,2
Texas,Beta,0.49330103,56,61,2
Texas,Beta,0.4984118,56,125,2
Texas,Beta,0.49755433,56,94,2
Texas,Beta,0.501697,56,64,2
Texas,Beta,0.497231,56,52,2
Texas,Beta,0.49944633,56,27,2
Texas,Beta,0.49946705,56,112,2
Texas,Beta,0.49759096,56,21,2
Texas,Beta,0.50242794,56,154,2
Texas,Beta,0.5019864,56,31,2
Texas,Beta,0.49646235,56,109,2
Texas,Beta,0.5008907,56,57,2
Texas,Beta,0.49897772,56,59,2
Texas,Beta,0.50142854,56,22,2
Texas,Beta,0.49907252,56,90,2
Texas,Beta,0.5017668,56,68,2
Texas,Beta,0.5009467,56,91,2
Texas,Beta,0.5017885,56,63,2
Texas,Beta,0.50013995,56,85,2
Texas,Beta,0.4985351,56,116,2
Texas,Beta,0.5023443,56,32,2
Texas,Beta,0.50467783,56,143,2
Texas,Beta,0.50338495,56,181,2
Texas,Beta,0.5038727,56,54,2
Texas,Beta,0.4986729,56,69,2
Texas,Beta,0.50628406,56,3,2
Texas,Beta,0.50018376,56,139,2
Texas,Beta,0.50156385,56,104,2
Texas,Beta,0.5025812,56,128,2
Texas,Beta,0.4973602,56,137,2
Texas,Beta,0.49803916,56,172,2
Texas,Beta,0.49925572,56,93,2
Texas,Beta,0.50086385,56,179,2
Texas,Beta,0.49726552,56,132,2
Texas,Beta,0.4986166,56,134,2
Texas,Beta,0.50182796,56,178,2
Texas,Beta,0.49469054,56,144,2
Texas,Beta,0.50053257,56,74,2
Texas,Beta,0.4965411,56,46,2
Texas,Beta,0.49985737,56,11,2
Texas,Beta,0.49634337,56,80,2
Texas,Beta,0.50094265,56,124,2
Texas,Beta,0.49881417,56,135,2
Texas,Beta,0.5049843,56,97,2
Texas,Beta,0.49814647,56,98,2
Texas,Beta,0.5007624,56,79,2
Texas,Beta,0.49966207,56,23,2
Texas,Beta,0.5047715,56,118,2
Texas,Beta,0.5033845,56,167,2
Texas,Beta,0.5017052,56,131,2
Texas,Beta,0.5037809,56,153,2
Texas,Beta,0.50532675,56,33,2
Texas,Beta,0.49372417,56,149,2
Texas,Beta,0.50272006,56,161,2
Texas,Beta,0.49492168,56,127,2
Texas,Beta,0.50003767,56,34,2
Texas,Beta,0.5011577,56,136,2
Texas,Beta,0.49973214,56,169,2
Texas,Beta,0.5014855,56,150,2
Texas,Beta,0.4996065,56,62,2
Texas,Beta,0.49778202,56,26,2
Texas,Beta,0.49828205,56,82,2
Texas,Beta,0.49729303,56,12,2
Texas,Beta,0.49903843,56,47,2
Texas,Beta,0.50003076,56,166,2
Texas,Beta,0.5012714,56,171,2
Texas,Beta,0.49948058,56,6,2
Texas,Beta,0.49902734,56,17,2
Texas,Beta,0.49978408,56,53,2
Texas,Beta,0.49869838,56,117,2
Texas,Beta,0.4992123,56,87,2
Texas,Beta,0.50409913,56,146,2
Texas,Beta,0.4997297,56,49,2
Texas,Beta,0.50184786,56,159,2
Texas,Beta,0.49608213,56,119,2
Texas,Beta,0.49834266,56,170,2
Texas,Beta,0.5023874,56,38,2
Texas,Beta,0.49815106,56,55,2
Texas,Beta,0.503965,56,30,2
Texas,Beta,0.5038477,56,165,2
Texas,Beta,0.5027998,56,103,2
Texas,Beta,0.5008666,56,155,2
Texas,Beta,0.49591586,56,110,2
Texas,Beta,0.50439626,56,16,2
Texas,Beta,0.5000483,56,44,2
Texas,Beta,0.49355978,56,75,2
Texas,Beta,0.49602157,56,41,2
Texas,Beta,0.5027042,56,29,2
Texas,Beta,0.5000333,56,35,2
Texas,Beta,0.5006623,56,65,2
Texas,Beta,0.49899346,56,19,2
Texas,Beta,0.5018917,56,142,2
Texas,Beta,0.50031906,56,129,2
Texas,Beta,0.506124,56,37,2
Texas,Beta,0.49554643,56,24,2
Texas,Beta,0.49536034,56,43,2
Texas,Beta,0.49677357,56,5,2
Texas,Beta,0.49782652,56,81,2
Texas,Beta,0.5040332,56,147,2
Texas,Beta,0.50177044,84,31,2
Texas,Beta,0.49824107,84,23,2
Texas,Beta,0.4940633,84,153,2
Texas,Beta,0.5034853,84,127,2
Texas,Beta,0.5006241,84,34,2
Texas,Beta,0.5013414,84,62,2
Texas,Beta,0.49791065,84,47,2
Texas,Beta,0.49728662,84,147,2
Texas,Beta,0.49744707,39,140,2
Texas,Beta,0.5011752,106,9,2
Texas,Beta,0.5026456,89,151,2
Texas,Beta,0.50133604,61,84,2
Texas,Beta,0.50121564,114,49,2
Texas,Beta,0.5006485,83,39,2
Texas,Beta,0.5004638,83,140,2
Texas,Beta,0.49856895,83,37,2
Texas,Beta,0.49633574,125,54,2
Texas,Beta,0.49636212,64,82,2
Texas,Beta,0.50349,10,108,2
Texas,Beta,0.50527674,182,29,2
Texas,Beta,0.50134015,140,39,2
Texas,Beta,0.49683046,140,83,2
Texas,Beta,0.50186336,140,90,2
Texas,Beta,0.49681157,45,45,2
Texas,Beta,0.49694562,45,108,2
Texas,Beta,0.5031812,108,45,2
Texas,Beta,0.50014853,108,11,2
Texas,Beta,0.5034337,108,72,2
Texas,Beta,0.50062156,73,73,2
Texas,Beta,0.49847066,73,158,2
Texas,Beta,0.5010084,73,66,2
Texas,Beta,0.5069822,158,73,2
Texas,Beta,0.499236,107,108,2
Texas,Beta,0.49608073,126,18,2
Texas,Beta,0.5025366,126,16,2
Texas,Beta,0.4981601,126,29,2
Texas,Beta,0.50147855,57,22,2
Texas,Beta,0.50176555,57,67,2
Texas,Beta,0.5027559,57,170,2
Texas,Beta,0.49862206,57,165,2
Texas,Beta,0.5015291,57,110,2
Texas,Beta,0.5003743,57,15,2
Texas,Beta,0.49914184,57,65,2
Texas,Beta,0.49569044,59,159,2
Texas,Beta,0.4999512,59,16,2
Texas,Beta,0.5025832,120,140,2
Texas,Beta,0.5028788,120,156,2
Texas,Beta,0.49448192,156,156,2
Texas,Beta,0.49909642,99,94,2
Texas,Beta,0.4983259,99,132,2
Texas,Beta,0.50297326,99,79,2
Texas,Beta,0.50045484,90,140,2
Texas,Beta,0.497314,90,90,2
Texas,Beta,0.49624136,63,58,2
Texas,Beta,0.50303614,175,175,2
Texas,Beta,0.49715874,85,16,2
Texas,Beta,0.50143135,111,85,2
Texas,Beta,0.49947342,0,58,2
Texas,Beta,0.5045163,0,121,2
Texas,Beta,0.50217927,141,116,2
Texas,Beta,0.499529,141,48,2
Texas,Beta,0.5002863,116,76,2
Texas,Beta,0.50038177,54,125,2
Texas,Beta,0.5003646,139,18,2
Texas,Beta,0.50263417,18,126,2
Texas,Beta,0.49687833,172,113,2
Texas,Beta,0.504041,1,80,2
Texas,Beta,0.49738798,148,148,2
Texas,Beta,0.5009741,148,146,2
Texas,Beta,0.50071615,148,159,2
Texas,Beta,0.5009945,134,134,2
Texas,Beta,0.50107837,144,82,2
Texas,Beta,0.50225556,105,144,2
Texas,Beta,0.4990977,180,84,2
Texas,Beta,0.49554008,180,180,2
Texas,Beta,0.49991503,180,47,2
Texas,Beta,0.5001043,180,66,2
Texas,Beta,0.49932694,60,21,2
Texas,Beta,0.50161326,60,16,2
Texas,Beta,0.4972181,36,21,2
Texas,Beta,0.49434668,36,60,2
Texas,Beta,0.50141627,74,22,2
Texas,Beta,0.49708387,74,48,2
Texas,Beta,0.4973081,46,95,2
Texas,Beta,0.49806005,4,164,2
Texas,Beta,0.50016457,4,66,2
Texas,Beta,0.49620825,4,146,2
Texas,Beta,0.49806982,164,146,2
Texas,Beta,0.49736694,11,94,2
Texas,Beta,0.50155145,11,108,2
Texas,Beta,0.4997808,80,66,2
Texas,Beta,0.4952101,176,80,2
Texas,Beta,0.499607,28,80,2
Texas,Beta,0.49889526,28,146,2
Texas,Beta,0.5057444,122,167,2
Texas,Beta,0.4989044,163,163,2
Texas,Beta,0.5003458,163,58,2
Texas,Beta,0.5070198,79,82,2
Texas,Beta,0.50119907,23,127,2
Texas,Beta,0.50225294,23,147,2
Texas,Beta,0.5016148,151,89,2
Texas,Beta,0.50102556,151,66,2
Texas,Beta,0.49993774,151,152,2
Texas,Beta,0.49598578,133,64,2
Texas,Beta,0.49975052,133,178,2
Texas,Beta,0.49796525,133,82,2
Texas,Beta,0.49757054,133,16,2
Texas,Beta,0.4969252,173,84,2
Texas,Beta,0.500841,173,96,2
Texas,Beta,0.50063384,173,175,2
Texas,Beta,0.5011809,173,131,2
Texas,Beta,0.5019851,173,55,2
Texas,Beta,0.5013445,173,145,2
Texas,Beta,0.49806583,173,8,2
Texas,Beta,0.49649245,131,84,2
Texas,Beta,0.49980298,131,138,2
Texas,Beta,0.5074956,131,168,2
Texas,Beta,0.49852604,131,100,2
Texas,Beta,0.5016778,131,66,2
Texas,Beta,0.5068914,168,131,2
Texas,Beta,0.5039434,100,131,2
Texas,Beta,0.496012,51,116,2
Texas,Beta,0.4976687,161,116,2
Texas,Beta,0.4975885,2,8,2
Texas,Beta,0.49798957,127,84,2
Texas,Beta,0.49806622,127,31,2
Texas,Beta,0.49632353,127,23,2
Texas,Beta,0.49530265,127,153,2
Texas,Beta,0.502261,127,62,2
Texas,Beta,0.5049828,127,171,2
Texas,Beta,0.49903482,127,55,2
Texas,Beta,0.49870723,127,129,2
Texas,Beta,0.4949409,34,84,2
Texas,Beta,0.50314164,34,34,2
Texas,Beta,0.5011442,34,66,2
Texas,Beta,0.49973217,42,93,2
Texas,Beta,0.49702153,42,34,2
Texas,Beta,0.50149983,7,14,2
Texas,Beta,0.4980126,7,34,2
Texas,Beta,0.49667475,78,34,2
Texas,Beta,0.4990535,78,146,2
Texas,Beta,0.4996569,50,68,2
Texas,Beta,0.50162864,50,34,2
Texas,Beta,0.496788,50,150,2
Texas,Beta,0.49942583,58,163,2
Texas,Beta,0.49926344,58,119,2
Texas,Beta,0.50195265,58,13,2
Texas,Beta,0.49869233,58,102,2
Texas,Beta,0.50599957,58,88,2
Texas,Beta,0.49779442,67,67,2
Texas,Beta,0.49589467,177,84,2
Texas,Beta,0.5001328,177,156,2
Texas,Beta,0.49365497,177,167,2
Texas,Beta,0.50517786,82,64,2
Texas,Beta,0.5027102,82,144,2
Texas,Beta,0.5009429,82,79,2
Texas,Beta,0.4943581,82,133,2
Texas,Beta,0.5029698,47,84,2
Texas,Beta,0.49841475,47,180,2
Texas,Beta,0.4995973,95,157,2
Texas,Beta,0.5035458,95,46,2
Texas,Beta,0.49443832,95,95,2
Texas,Beta,0.49691924,95,66,2
Texas,Beta,0.5044852,95,76,2
Texas,Beta,0.49411392,66,86,2
Texas,Beta,0.49554756,72,108,2
Texas,Beta,0.49597633,171,84,2
Texas,Beta,0.5028266,171,66,2
Texas,Beta,0.500669,171,113,2
Texas,Beta,0.50089276,171,6,2
Texas,Beta,0.50309867,171,129,2
Texas,Beta,0.4978618,17,29,2
Texas,Beta,0.5036931,86,86,2
Texas,Beta,0.49865225,53,71,2
Texas,Beta,0.49946538,117,146,2
Texas,Beta,0.49714282,87,116,2
Texas,Beta,0.50320685,159,59,2
Texas,Beta,0.499129,159,150,2
Texas,Beta,0.49920225,159,44,2
Texas,Beta,0.50340873,119,58,2
Texas,Beta,0.50258654,55,116,2
Texas,Beta,0.5051786,30,146,2
Texas,Beta,0.49840412,30,159,2
Texas,Beta,0.5003976,25,84,2
Texas,Beta,0.5015175,25,167,2
Texas,Beta,0.49965748,145,168,2
Texas,Beta,0.5048272,160,116,2
Texas,Beta,0.49908355,40,24,2
Texas,Beta,0.49871176,13,58,2
Texas,Beta,0.4982021,13,13,2
Texas,Beta,0.4969504,123,16,2
Texas,Beta,0.4957944,44,159,2
Texas,Beta,0.50047237,70,147,2
Texas,Beta,0.5010784,15,22,2
Texas,Beta,0.49919185,15,165,2
Texas,Beta,0.49403995,15,16,2
Texas,Beta,0.5002799,15,15,2
Texas,Beta,0.5030033,15,65,2
Texas,Beta,0.49837697,92,15,2
Texas,Beta,0.50169194,20,115,2
Texas,Beta,0.49611226,20,16,2
Texas,Beta,0.49734902,20,15,2
Texas,Beta,0.4972223,20,5,2
Texas,Beta,0.49646422,174,15,2
Texas,Beta,0.49927017,75,116,2
Texas,Beta,0.49985734,41,84,2
Texas,Beta,0.4972651,41,104,2
Texas,Beta,0.4963226,41,118,2
Texas,Beta,0.5017358,41,66,2
Texas,Beta,0.49637157,162,66,2
Texas,Beta,0.49853808,162,29,2
Texas,Beta,0.49621102,101,5,2
Texas,Beta,0.49968487,29,97,2
Texas,Beta,0.50180244,29,17,2
Texas,Beta,0.50224537,29,162,2
Texas,Beta,0.5000451,102,58,2
Texas,Beta,0.49982104,102,66,2
Texas,Beta,0.49814063,102,102,2
Texas,Beta,0.50106937,88,102,2
Texas,Beta,0.49990162,130,24,2
Texas,Beta,0.49668622,81,58,2
Texas,Beta,0.5018055,56,84,3
Texas,Beta,0.5039425,56,39,3
Texas,Beta,0.5019119,56,9,3
Texas,Beta,0.4950458,56,77,3
Texas,Beta,0.49590573,56,89,3
Texas,Beta,0.5029522,56,61,3
Texas,Beta,0.49828896,56,125,3
Texas,Beta,0.5065212,56,94,3
Texas,Beta,0.5030235,56,64,3
Texas,Beta,0.49408486,56,52,3
Texas,Beta,0.50142014,56,27,3
Texas,Beta,0.49903774,56,112,3
Texas,Beta,0.49888188,56,21,3
Texas,Beta,0.49886137,56,154,3
Texas,Beta,0.49740648,56,31,3
Texas,Beta,0.50013745,56,109,3
Texas,Beta,0.50082135,56,57,3
Texas,Beta,0.49702656,56,59,3
Texas,Beta,0.50056404,56,22,3
Texas,Beta,0.49513593,56,90,3
Texas,Beta,0.50130206,56,68,3
Texas,Beta,0.50455195,56,91,3
Texas,Beta,0.5018937,56,63,3
Texas,Beta,0.50085104,56,85,3
Texas,Beta,0.5030084,56,116,3
Texas,Beta,0.49885058,56,32,3
Texas,Beta,0.49992487,56,143,3
Texas,Beta,0.49690658,56,181,3
Texas,Beta,0.50192964,56,54,3
Texas,Beta,0.5025266,56,69,3
Texas,Beta,0.5008895,56,3,3
Texas,Beta,0.5050339,56,139,3
Texas,Beta,0.49770397,56,104,3
Texas,Beta,0.49675342,56,128,3
Texas,Beta,0.50068367,56,137,3
Texas,Beta,0.49752387,56,172,3
Texas,Beta,0.49477017,56,93,3
Texas,Beta,0.4983786,56,179,3
Texas,Beta,0.5045717,56,132,3
Texas,Beta,0.49818745,56,134,3
Texas,Beta,0.5052369,56,178,3
Texas,Beta,0.49335918,56,144,3
Texas,Beta,0.49821192,56,74,3
Texas,Beta,0.50237423,56,46,3
Texas,Beta,0.50304043,56,11,3
Texas,Beta,0.5022809,56,80,3
Texas,Beta,0.5032425,56,124,3
Texas,Beta,0.4943805,56,135,3
Texas,Beta,0.5039143,56,97,3
