Run,Prob,GT,P1,P2
4,0,1,18,32
4,0,1,18,33
4,0,1,18,39
4,0,1,18,42
4,0,1,18,46
4,0,1,18,50
4,0,1,18,53
4,0,1,18,60
4,0,1,18,74
4,0,1,18,76
4,0,1,18,98
4,0,0,19,18
4,0,0,20,18
4,0,0,22,18
4,0,0,22,32
4,0,0,22,33
4,0,0,23,9
4,0,0,24,18
4,0,0,24,25
4,0,0,24,26
4,0,0,24,30
4,0,0,24,31
4,0,0,24,32
4,0,0,24,33
4,0,0,24,74
4,0,0,24,98
4,0,0,25,18
4,0,0,25,24
4,0,0,25,26
4,0,0,25,32
4,0,0,25,42
4,0,0,25,60
4,0,0,26,18
4,0,0,26,24
4,0,0,26,25
4,0,0,26,31
4,0,0,26,32
4,0,0,26,33
4,0,0,26,39
4,0,0,26,42
4,0,0,26,74
4,0,0,26,76
4,0,0,26,98
4,0,0,30,18
4,0,0,30,24
4,0,0,30,33
4,0,0,31,18
4,0,0,31,24
4,0,0,31,26
4,0,0,31,32
4,0,0,31,33
4,0,0,31,42
4,0,0,31,50
4,0,0,31,74
4,0,0,31,98
4,0,0,32,9
4,0,0,32,18
4,0,0,32,22
4,0,0,32,24
4,0,0,32,25
4,0,0,32,26
4,0,0,32,31
4,0,0,32,33
4,0,0,32,46
4,0,0,32,98
4,0,0,33,18
4,0,0,33,22
4,0,0,33,24
4,0,0,33,26
4,0,0,33,30
4,0,0,33,31
4,0,0,33,32
4,0,0,33,42
4,0,0,33,74
4,0,0,33,98
4,0,0,39,18
4,0,0,39,26
4,0,0,39,42
4,0,0,40,9
4,0,0,42,18
4,0,0,42,25
4,0,0,42,26
4,0,0,42,31
4,0,0,42,33
4,0,0,42,39
4,0,0,46,18
4,0,0,46,32
4,0,0,46,50
4,0,0,46,98
4,0,0,50,18
4,0,0,50,31
4,0,0,50,46
4,0,0,51,9
4,0,0,53,18
4,0,0,54,9
4,0,0,54,17
4,0,0,60,18
4,0,0,60,25
4,0,0,60,98
4,0,0,61,9
4,0,0,62,9
4,0,0,69,9
4,0,0,71,9
4,0,0,74,18
4,0,0,74,24
4,0,0,74,26
4,0,0,74,31
4,0,0,74,33
4,0,0,74,98
4,0,0,76,18
4,0,0,76,26
4,0,0,97,9
4,0,0,98,18
4,0,0,98,24
4,0,0,98,26
4,0,0,98,31
4,0,0,98,32
4,0,0,98,33
4,0,0,98,46
4,0,0,98,60
4,0,0,98,74
5,0,0,7,18
5,0,1,9,12
5,0,1,9,14
5,0,1,9,17
5,0,0,9,18
5,0,1,9,23
5,0,0,9,32
5,0,1,9,40
5,0,1,9,51
5,0,1,9,54
5,0,1,9,61
5,0,1,9,62
5,0,1,9,69
5,0,1,9,71
5,0,1,9,97
5,0,0,12,9
5,0,0,14,9
5,0,0,17,9
5,0,0,17,54
5,0,1,18,7
5,0,0,18,9
5,0,1,18,19
5,0,1,18,20
5,0,1,18,22
5,0,1,18,24
5,0,1,18,25
5,0,1,18,26
5,0,1,18,30
5,0,1,18,31
5,0,1,18,32
5,0,1,18,33
5,0,1,18,39
5,0,1,18,42
5,0,1,18,46
5,0,1,18,50
5,0,1,18,53
5,0,1,18,60
5,0,1,18,74
5,0,1,18,76
5,0,1,18,98
5,0,0,19,18
5,0,0,20,18
5,0,0,22,18
5,0,0,22,32
5,0,0,22,33
5,0,0,23,9
5,0,0,24,18
5,0,0,24,25
5,0,0,24,26
5,0,0,24,30
5,0,0,24,31
5,0,0,24,32
5,0,0,24,33
5,0,0,24,74
5,0,0,24,98
5,0,0,25,18
5,0,0,25,24
5,0,0,25,26
5,0,0,25,32
5,0,0,25,42
5,0,0,25,60
5,0,0,26,18
5,0,0,26,24
5,0,0,26,25
5,0,0,26,31
5,0,0,26,32
5,0,0,26,33
5,0,0,26,39
5,0,0,26,42
5,0,0,26,74
5,0,0,26,76
5,0,0,26,98
5,0,0,30,18
5,0,0,30,24
5,0,0,30,33
5,0,0,31,18
5,0,0,31,24
5,0,0,31,26
5,0,0,31,32
5,0,0,31,33
5,0,0,31,42
5,0,0,31,50
5,0,0,31,74
5,0,0,31,98
5,0,0,32,9
5,0,0,32,18
5,0,0,32,22
5,0,0,32,24
5,0,0,32,25
5,0,0,32,26
5,0,0,32,31
5,0,0,32,33
5,0,0,32,46
5,0,0,32,98
5,0,0,33,18
5,0,0,33,22
5,0,0,33,24
5,0,0,33,26
5,0,0,33,30
5,0,0,33,31
5,0,0,33,32
5,0,0,33,42
5,0,0,33,74
5,0,0,33,98
5,0,0,39,18
5,0,0,39,26
5,0,0,39,42
5,0,0,40,9
5,0,0,42,18
5,0,0,42,25
5,0,0,42,26
5,0,0,42,31
5,0,0,42,33
5,0,0,42,39
5,0,0,46,18
5,0,0,46,32
5,0,0,46,50
5,0,0,46,98
5,0,0,50,18
5,0,0,50,31
5,0,0,50,46
5,0,0,51,9
5,0,0,53,18
5,0,0,54,9
5,0,0,54,17
5,0,0,60,18
5,0,0,60,25
5,0,0,60,98
5,0,0,61,9
5,0,0,62,9
5,0,0,69,9
5,0,0,71,9
5,0,0,74,18
5,0,0,74,24
5,0,0,74,26
5,0,0,74,31
5,0,0,74,33
5,0,0,74,98
5,0,0,76,18
5,0,0,76,26
5,0,0,97,9
5,0,0,98,18
5,0,0,98,24
5,0,0,98,26
5,0,0,98,31
5,0,0,98,32
5,0,0,98,33
5,0,0,98,46
5,0,0,98,60
5,0,0,98,74
6,0,0,7,18
6,0,1,9,12
6,0,1,9,14
6,0,1,9,17
6,0,0,9,18
6,0,1,9,23
6,0,0,9,32
6,0,1,9,40
6,0,1,9,51
6,0,1,9,54
6,0,1,9,61
6,0,1,9,62
6,0,1,9,69
6,0,1,9,71
6,0,1,9,97
6,0,0,12,9
6,0,0,14,9
6,0,0,17,9
6,0,0,17,54
6,0,1,18,7
6,0,0,18,9
6,0,1,18,19
6,0,1,18,20
6,0,1,18,22
6,0,1,18,24
6,0,1,18,25
6,0,1,18,26
6,0,1,18,30
6,0,1,18,31
6,0,1,18,32
6,0,1,18,33
6,0,1,18,39
6,0,1,18,42
6,0,1,18,46
6,0,1,18,50
6,0,1,18,53
6,0,1,18,60
6,0,1,18,74
6,0,1,18,76
6,0,1,18,98
6,0,0,19,18
6,0,0,20,18
6,0,0,22,18
6,0,0,22,32
6,0,0,22,33
6,0,0,23,9
6,0,0,24,18
6,0,0,24,25
6,0,0,24,26
6,0,0,24,30
6,0,0,24,31
6,0,0,24,32
6,0,0,24,33
6,0,0,24,74
6,0,0,24,98
6,0,0,25,18
6,0,0,25,24
6,0,0,25,26
6,0,0,25,32
6,0,0,25,42
6,0,0,25,60
6,0,0,26,18
6,0,0,26,24
6,0,0,26,25
6,0,0,26,31
6,0,0,26,32
6,0,0,26,33
6,0,0,26,39
6,0,0,26,42
6,0,0,26,74
6,0,0,26,76
6,0,0,26,98
6,0,0,30,18
6,0,0,30,24
6,0,0,30,33
6,0,0,31,18
6,0,0,31,24
6,0,0,31,26
6,0,0,31,32
6,0,0,31,33
6,0,0,31,42
6,0,0,31,50
6,0,0,31,74
6,0,0,31,98
6,0,0,32,9
6,0,0,32,18
6,0,0,32,22
6,0,0,32,24
6,0,0,32,25
6,0,0,32,26
6,0,0,32,31
6,0,0,32,33
6,0,0,32,46
6,0,0,32,98
6,0,0,33,18
6,0,0,33,22
6,0,0,33,24
6,0,0,33,26
6,0,0,33,30
6,0,0,33,31
6,0,0,33,32
6,0,0,33,42
6,0,0,33,74
6,0,0,33,98
6,0,0,39,18
6,0,0,39,26
6,0,0,39,42
6,0,0,40,9
6,0,0,42,18
6,0,0,42,25
6,0,0,42,26
6,0,0,42,31
6,0,0,42,33
6,0,0,42,39
6,0,0,46,18
6,0,0,46,32
6,0,0,46,50
6,0,0,46,98
6,0,0,50,18
6,0,0,50,31
6,0,0,50,46
6,0,0,51,9
6,0,0,53,18
6,0,0,54,9
6,0,0,54,17
6,0,0,60,18
6,0,0,60,25
6,0,0,60,98
6,0,0,61,9
6,0,0,62,9
6,0,0,69,9
6,0,0,71,9
6,0,0,74,18
6,0,0,74,24
6,0,0,74,26
6,0,0,74,31
6,0,0,74,33
6,0,0,74,98
6,0,0,76,18
6,0,0,76,26
6,0,0,97,9
6,0,0,98,18
6,0,0,98,24
6,0,0,98,26
6,0,0,98,31
6,0,0,98,32
6,0,0,98,33
6,0,0,98,46
6,0,0,98,60
6,0,0,98,74
7,0,0,7,18
7,0,1,9,12
7,0,1,9,14
7,0,1,9,17
7,0,0,9,18
7,0,1,9,23
7,0,0,9,32
7,0,1,9,40
7,0,1,9,51
7,0,1,9,54
7,0,1,9,61
7,0,1,9,62
7,0,1,9,69
7,0,1,9,71
7,0,1,9,97
7,0,0,12,9
7,0,0,14,9
7,0,0,17,9
7,0,0,17,54
7,0,1,18,7
7,0,0,18,9
7,0,1,18,19
7,0,1,18,20
7,0,1,18,22
7,0,1,18,24
7,0,1,18,25
7,0,1,18,26
7,0,1,18,30
7,0,1,18,31
7,0,1,18,32
7,0,1,18,33
7,0,1,18,39
7,0,1,18,42
7,0,1,18,46
7,0,1,18,50
7,0,1,18,53
7,0,1,18,60
7,0,1,18,74
7,0,1,18,76
7,0,1,18,98
7,0,0,19,18
7,0,0,20,18
7,0,0,22,18
7,0,0,22,32
7,0,0,22,33
7,0,0,23,9
7,0,0,24,18
7,0,0,24,25
7,0,0,24,26
7,0,0,24,30
7,0,0,24,31
7,0,0,24,32
7,0,0,24,33
7,0,0,24,74
7,0,0,24,98
7,0,0,25,18
7,0,0,25,24
7,0,0,25,26
7,0,0,25,32
7,0,0,25,42
7,0,0,25,60
7,0,0,26,18
7,0,0,26,24
7,0,0,26,25
7,0,0,26,31
7,0,0,26,32
7,0,0,26,33
7,0,0,26,39
7,0,0,26,42
7,0,0,26,74
7,0,0,26,76
7,0,0,26,98
7,0,0,30,18
7,0,0,30,24
7,0,0,30,33
7,0,0,31,18
7,0,0,31,24
7,0,0,31,26
7,0,0,31,32
7,0,0,31,33
7,0,0,31,42
7,0,0,31,50
7,0,0,31,74
7,0,0,31,98
7,0,0,32,9
7,0,0,32,18
7,0,0,32,22
7,0,0,32,24
7,0,0,32,25
7,0,0,32,26
7,0,0,32,31
7,0,0,32,33
7,0,0,32,46
7,0,0,32,98
7,0,0,33,18
7,0,0,33,22
7,0,0,33,24
7,0,0,33,26
7,0,0,33,30
7,0,0,33,31
7,0,0,33,32
7,0,0,33,42
7,0,0,33,74
7,0,0,33,98
7,0,0,39,18
7,0,0,39,26
7,0,0,39,42
7,0,0,40,9
7,0,0,42,18
7,0,0,42,25
7,0,0,42,26
7,0,0,42,31
7,0,0,42,33
7,0,0,42,39
7,0,0,46,18
7,0,0,46,32
7,0,0,46,50
7,0,0,46,98
7,0,0,50,18
7,0,0,50,31
7,0,0,50,46
7,0,0,51,9
7,0,0,53,18
7,0,0,54,9
7,0,0,54,17
7,0,0,60,18
7,0,0,60,25
7,0,0,60,98
7,0,0,61,9
7,0,0,62,9
7,0,0,69,9
7,0,0,71,9
7,0,0,74,18
7,0,0,74,24
7,0,0,74,26
7,0,0,74,31
7,0,0,74,33
7,0,0,74,98
7,0,0,76,18
7,0,0,76,26
7,0,0,97,9
7,0,0,98,18
7,0,0,98,24
7,0,0,98,26
7,0,0,98,31
7,0,0,98,32
7,0,0,98,33
7,0,0,98,46
7,0,0,98,60
7,0,0,98,74
8,0,0,7,18
8,0,1,9,12
8,0,1,9,14
8,0,1,9,17
8,0,0,9,18
8,0,1,9,23
8,0,0,9,32
8,0,1,9,40
8,0,1,9,51
8,0,1,9,54
8,0,1,9,61
8,0,1,9,62
8,0,1,9,69
8,0,1,9,71
8,0,1,9,97
8,0,0,12,9
8,0,0,14,9
8,0,0,17,9
8,0,0,17,54
8,0,1,18,7
8,0,0,18,9
8,0,1,18,19
8,0,1,18,20
8,0,1,18,22
8,0,1,18,24
8,0,1,18,25
8,0,1,18,26
8,0,1,18,30
8,0,1,18,31
8,0,1,18,32
8,0,1,18,33
8,0,1,18,39
8,0,1,18,42
8,0,1,18,46
8,0,1,18,50
8,0,1,18,53
8,0,1,18,60
8,0,1,18,74
8,0,1,18,76
8,0,1,18,98
8,0,0,19,18
8,0,0,20,18
8,0,0,22,18
8,0,0,22,32
8,0,0,22,33
8,0,0,23,9
8,0,0,24,18
8,0,0,24,25
8,0,0,24,26
8,0,0,24,30
8,0,0,24,31
8,0,0,24,32
8,0,0,24,33
8,0,0,24,74
8,0,0,24,98
8,0,0,25,18
8,0,0,25,24
8,0,0,25,26
8,0,0,25,32
8,0,0,25,42
8,0,0,25,60
8,0,0,26,18
8,0,0,26,24
8,0,0,26,25
8,0,0,26,31
8,0,0,26,32
8,0,0,26,33
8,0,0,26,39
8,0,0,26,42
8,0,0,26,74
8,0,0,26,76
8,0,0,26,98
8,0,0,30,18
8,0,0,30,24
8,0,0,30,33
8,0,0,31,18
8,0,0,31,24
8,0,0,31,26
8,0,0,31,32
8,0,0,31,33
8,0,0,31,42
8,0,0,31,50
8,0,0,31,74
8,0,0,31,98
8,0,0,32,9
8,0,0,32,18
8,0,0,32,22
8,0,0,32,24
8,0,0,32,25
8,0,0,32,26
8,0,0,32,31
8,0,0,32,33
8,0,0,32,46
8,0,0,32,98
8,0,0,33,18
8,0,0,33,22
8,0,0,33,24
8,0,0,33,26
8,0,0,33,30
8,0,0,33,31
8,0,0,33,32
8,0,0,33,42
8,0,0,33,74
8,0,0,33,98
8,0,0,39,18
8,0,0,39,26
8,0,0,39,42
8,0,0,40,9
8,0,0,42,18
8,0,0,42,25
8,0,0,42,26
8,0,0,42,31
8,0,0,42,33
8,0,0,42,39
8,0,0,46,18
8,0,0,46,32
8,0,0,46,50
8,0,0,46,98
8,0,0,50,18
8,0,0,50,31
8,0,0,50,46
8,0,0,51,9
8,0,0,53,18
8,0,0,54,9
8,0,0,54,17
8,0,0,60,18
8,0,0,60,25
8,0,0,60,98
8,0,0,61,9
8,0,0,62,9
8,0,0,69,9
8,0,0,71,9
8,0,0,74,18
8,0,0,74,24
8,0,0,74,26
8,0,0,74,31
8,0,0,74,33
8,0,0,74,98
8,0,0,76,18
8,0,0,76,26
8,0,0,97,9
8,0,0,98,18
8,0,0,98,24
8,0,0,98,26
8,0,0,98,31
8,0,0,98,32
8,0,0,98,33
8,0,0,98,46
8,0,0,98,60
8,0,0,98,74
9,0,0,7,18
9,0,1,9,12
9,0,1,9,14
9,0,1,9,17
9,0,0,9,18
9,0,1,9,23
9,0,0,9,32
9,0,1,9,40
9,0,1,9,51
9,0,1,9,54
9,0,1,9,61
9,0,1,9,62
9,0,1,9,69
9,0,1,9,71
9,0,1,9,97
9,0,0,12,9
9,0,0,14,9
9,0,0,17,9
9,0,0,17,54
9,0,1,18,7
9,0,0,18,9
9,0,1,18,19
9,0,1,18,20
9,0,1,18,22
9,0,1,18,24
9,0,1,18,25
9,0,1,18,26
9,0,1,18,30
9,0,1,18,31
9,0,1,18,32
9,0,1,18,33
9,0,1,18,39
9,0,1,18,42
9,0,1,18,46
9,0,1,18,50
9,0,1,18,53
9,0,1,18,60
9,0,1,18,74
9,0,1,18,76
9,0,1,18,98
9,0,0,19,18
9,0,0,20,18
9,0,0,22,18
9,0,0,22,32
9,0,0,22,33
9,0,0,23,9
9,0,0,24,18
9,0,0,24,25
9,0,0,24,26
9,0,0,24,30
9,0,0,24,31
9,0,0,24,32
9,0,0,24,33
9,0,0,24,74
9,0,0,24,98
9,0,0,25,18
9,0,0,25,24
9,0,0,25,26
9,0,0,25,32
9,0,0,25,42
9,0,0,25,60
9,0,0,26,18
9,0,0,26,24
9,0,0,26,25
9,0,0,26,31
9,0,0,26,32
9,0,0,26,33
9,0,0,26,39
9,0,0,26,42
9,0,0,26,74
9,0,0,26,76
9,0,0,26,98
9,0,0,30,18
9,0,0,30,24
9,0,0,30,33
9,0,0,31,18
9,0,0,31,24
9,0,0,31,26
9,0,0,31,32
9,0,0,31,33
9,0,0,31,42
9,0,0,31,50
9,0,0,31,74
9,0,0,31,98
9,0,0,32,9
9,0,0,32,18
9,0,0,32,22
9,0,0,32,24
9,0,0,32,25
9,0,0,32,26
9,0,0,32,31
9,0,0,32,33
9,0,0,32,46
9,0,0,32,98
9,0,0,33,18
9,0,0,33,22
9,0,0,33,24
9,0,0,33,26
9,0,0,33,30
9,0,0,33,31
9,0,0,33,32
9,0,0,33,42
9,0,0,33,74
9,0,0,33,98
9,0,0,39,18
9,0,0,39,26
9,0,0,39,42
9,0,0,40,9
9,0,0,42,18
9,0,0,42,25
9,0,0,42,26
9,0,0,42,31
9,0,0,42,33
9,0,0,42,39
9,0,0,46,18
9,0,0,46,32
9,0,0,46,50
9,0,0,46,98
9,0,0,50,18
9,0,0,50,31
9,0,0,50,46
9,0,0,51,9
9,0,0,53,18
9,0,0,54,9
9,0,0,54,17
9,0,0,60,18
9,0,0,60,25
9,0,0,60,98
9,0,0,61,9
9,0,0,62,9
9,0,0,69,9
9,0,0,71,9
9,0,0,74,18
9,0,0,74,24
9,0,0,74,26
9,0,0,74,31
9,0,0,74,33
9,0,0,74,98
9,0,0,76,18
9,0,0,76,26
9,0,0,97,9
9,0,0,98,18
9,0,0,98,24
9,0,0,98,26
9,0,0,98,31
9,0,0,98,32
9,0,0,98,33
9,0,0,98,46
9,0,0,98,60
9,0,0,98,74
10,0,0,7,18
10,0,1,9,12
10,0,1,9,14
10,0,1,9,17
10,0,0,9,18
10,0,1,9,23
10,0,0,9,32
10,0,1,9,40
10,0,1,9,51
10,0,1,9,54
10,0,1,9,61
10,0,1,9,62
10,0,1,9,69
10,0,1,9,71
10,0,1,9,97
10,0,0,12,9
10,0,0,14,9
10,0,0,17,9
10,0,0,17,54
10,0,1,18,7
10,0,0,18,9
10,0,1,18,19
10,0,1,18,20
10,0,1,18,22
10,0,1,18,24
10,0,1,18,25
10,0,1,18,26
10,0,1,18,30
10,0,1,18,31
10,0,1,18,32
10,0,1,18,33
10,0,1,18,39
10,0,1,18,42
10,0,1,18,46
10,0,1,18,50
10,0,1,18,53
10,0,1,18,60
10,0,1,18,74
10,0,1,18,76
10,0,1,18,98
10,0,0,19,18
10,0,0,20,18
10,0,0,22,18
10,0,0,22,32
10,0,0,22,33
10,0,0,23,9
