,Probability,GT,P1,P2,Run
83,0.55812526,0.0,7351,4966,1
84,0.5625986,0.0,8988,5794,1
85,0.57880557,0.0,9682,4967,1
86,0.5206248,0.0,156,9815,2
87,0.48010337,0.0,850,857,2
88,0.59709483,0.0,857,850,2
89,0.61820567,0.0,857,9816,2
90,0.54267216,0.0,6180,9818,2
91,0.5956549,0.0,6696,9819,2
92,0.57169175,0.0,7654,9762,2
93,0.5692808,0.0,9762,7654,2
94,0.6410437,1.0,9762,9763,2
95,0.5863575,1.0,9762,9764,2
96,0.5709122,1.0,9763,9762,2
97,0.5630157,1.0,9763,9765,2
98,0.52308637,1.0,9763,9766,2
99,0.6302735,1.0,9764,9762,2
100,0.6256751,1.0,9764,9765,2
101,0.61038893,1.0,9764,9767,2
102,0.64334315,1.0,9765,9763,2
103,0.5854927,1.0,9765,9764,2
104,0.58927006,1.0,9765,9767,2
105,0.5692523,0.0,9765,9771,2
106,0.6250763,0.0,9765,12473,2
107,0.6585092,1.0,9766,9763,2
108,0.6300847,1.0,9766,9816,2
109,0.56606925,1.0,9767,9764,2
110,0.5853261,1.0,9767,9765,2
111,0.61739373,0.0,9771,9765,2
112,0.5448451,0.0,9815,156,2
113,0.5902173,1.0,9815,9816,2
114,0.62405354,1.0,9815,9817,2
115,0.48659208,0.0,9816,857,2
116,0.54863447,1.0,9816,9766,2
117,0.51460564,1.0,9816,9815,2
118,0.54635525,1.0,9816,9818,2
119,0.5478381,0.0,9816,9819,2
120,0.500684,1.0,9817,9815,2
121,0.5267322,1.0,9817,9818,2
122,0.61841965,1.0,9817,9820,2
123,0.5195382,0.0,9818,6180,2
124,0.56798226,1.0,9818,9816,2
125,0.603364,1.0,9818,9817,2
126,0.61853826,1.0,9818,9820,2
127,0.4822146,0.0,9819,6696,2
128,0.51709527,0.0,9819,9816,2
129,0.65734816,1.0,9820,9817,2
130,0.5664751,1.0,9820,9818,2
131,0.5947186,0.0,12473,9765,2
132,0.49489385,0.0,5477,10977,3
133,0.55341643,0.0,9319,10977,3
134,0.57731307,0.0,9904,10974,3
135,0.51257706,1.0,10971,10972,3
136,0.50110036,1.0,10971,10973,3
137,0.5751949,1.0,10972,10971,3
138,0.5506164,1.0,10972,10974,3
139,0.6675653,1.0,10973,10971,3
140,0.6523155,1.0,10973,10974,3
141,0.63344675,1.0,10973,10977,3
142,0.6766689,1.0,10973,10978,3
143,0.6395095,0.0,10974,9904,3
144,0.62745893,1.0,10974,10972,3
145,0.6190883,1.0,10974,10973,3
146,0.62743044,1.0,10974,10977,3
147,0.61820275,0.0,10977,5477,3
148,0.59029865,0.0,10977,9319,3
149,0.5638115,1.0,10977,10973,3
150,0.60416937,1.0,10977,10974,3
151,0.52076215,1.0,10978,10973,3
152,0.59490794,0.0,1175,5794,4
153,0.59541696,0.0,1244,5800,4
154,0.52820975,1.0,4965,4966,4
155,0.5613205,1.0,4965,4967,4
156,0.611863,0.0,4965,4968,4
157,0.59437996,1.0,4965,5801,4
158,0.5914385,1.0,4966,4965,4
159,0.5934451,1.0,4966,4969,4
160,0.59077746,0.0,4966,7351,4
161,0.587495,1.0,4967,4965,4
162,0.58941406,1.0,4967,4969,4
163,0.60023093,1.0,4967,4970,4
164,0.5955321,0.0,4967,9682,4
165,0.55410624,0.0,4968,4965,4
166,0.5300086,1.0,4969,4966,4
167,0.56757796,1.0,4969,4967,4
168,0.6058061,1.0,4969,4970,4
169,0.5797017,1.0,4970,4967,4
170,0.6163386,1.0,4970,4969,4
171,0.6375296,1.0,5791,5792,4
172,0.6249166,1.0,5791,5793,4
173,0.5771288,1.0,5792,5791,4
174,0.5552226,1.0,5792,5794,4
175,0.59916264,1.0,5793,5791,4
176,0.5854041,1.0,5793,5794,4
177,0.54841274,1.0,5793,5798,4
178,0.56372225,0.0,5794,1175,4
179,0.619482,1.0,5794,5792,4
180,0.6190753,1.0,5794,5793,4
181,0.53415596,1.0,5794,5798,4
182,0.64353895,0.0,5794,5799,4
183,0.5671966,0.0,5794,8988,4
184,0.56555164,1.0,5798,5793,4
185,0.5271819,1.0,5798,5794,4
186,0.584627,0.0,5798,5800,4
187,0.5625759,1.0,5798,5801,4
188,0.5630922,0.0,5799,5794,4
189,0.524773,0.0,5800,1244,4
190,0.4666732,0.0,5800,5798,4
191,0.6460578,1.0,5801,4965,4
192,0.587874,1.0,5801,5798,4
193,0.5010083,0.0,7351,4966,4
194,0.52250373,0.0,8988,5794,4
195,0.5382695,0.0,9682,4967,4
196,0.52366865,0.0,732,12362,5
197,0.61966956,1.0,1697,1698,5
198,0.5314574,1.0,1697,1699,5
199,0.5458295,1.0,1697,12363,5
200,0.5068985,1.0,1698,1697,5
201,0.5377251,1.0,1698,1700,5
202,0.5237412,0.0,1698,8123,5
203,0.49595553,0.0,1698,10795,5
204,0.5714896,1.0,1699,1697,5
205,0.5965313,1.0,1699,1700,5
206,0.5878011,1.0,1699,1701,5
207,0.63129354,0.0,1699,9127,5
208,0.55036706,0.0,1699,13022,5
209,0.65340436,1.0,1700,1698,5
210,0.57297844,1.0,1700,1699,5
211,0.6009679,1.0,1700,1701,5
212,0.60945475,1.0,1701,1699,5
213,0.6406568,1.0,1701,1700,5
214,0.5856187,0.0,6975,12362,5
215,0.6683523,0.0,8123,1698,5
216,0.5956377,0.0,9127,1699,5
217,0.6661281,0.0,10795,1698,5
218,0.6182143,1.0,12359,12360,5
219,0.5992973,1.0,12359,12361,5
220,0.5706302,0.0,12359,12362,5
221,0.5633791,1.0,12359,12363,5
222,0.5639244,1.0,12360,12359,5
223,0.5110902,1.0,12360,12364,5
224,0.5525806,1.0,12361,12359,5
225,0.5035839,1.0,12361,12364,5
226,0.5655625,1.0,12361,12365,5
227,0.5828543,0.0,12362,732,5
228,0.6007041,0.0,12362,6975,5
229,0.61738026,0.0,12362,12359,5
230,0.522698,1.0,12363,1697,5
231,0.55575067,1.0,12363,12359,5
232,0.5975101,1.0,12364,12360,5
233,0.5763631,1.0,12364,12361,5
234,0.59492415,1.0,12364,12365,5
235,0.5841887,1.0,12365,12361,5
236,0.5424311,1.0,12365,12364,5
237,0.5544951,0.0,13022,1699,5
238,0.58705866,1.0,898,899,6
239,0.6231448,1.0,898,900,6
240,0.5509384,1.0,899,898,6
241,0.5391618,1.0,899,901,6
242,0.6108197,1.0,900,898,6
243,0.5944134,1.0,900,901,6
244,0.64101756,1.0,900,902,6
245,0.5523155,0.0,900,7851,6
246,0.5359569,1.0,901,899,6
247,0.56517816,1.0,901,900,6
248,0.5968435,1.0,901,902,6
249,0.5543749,0.0,901,903,6
250,0.5923488,0.0,901,904,6
251,0.5752484,0.0,901,905,6
252,0.60469353,0.0,901,4110,6
253,0.5621388,0.0,901,9493,6
254,0.56761765,1.0,902,900,6
255,0.5627707,1.0,902,901,6
256,0.564655,1.0,902,10876,6
257,0.51876765,0.0,903,901,6
258,0.5021372,0.0,904,901,6
259,0.5994967,0.0,905,901,6
260,0.5654763,0.0,3598,10875,6
261,0.5972858,0.0,4056,10875,6
262,0.53257394,0.0,4110,901,6
263,0.5664029,0.0,7851,900,6
264,0.5934677,0.0,9493,901,6
265,0.59836936,0.0,9690,10875,6
266,0.5753845,1.0,10873,10874,6
267,0.5313514,1.0,10873,10875,6
268,0.5177962,1.0,10873,10876,6
269,0.57643884,1.0,10874,10873,6
270,0.6139008,1.0,10874,10877,6
271,0.54317003,0.0,10875,3598,6
272,0.6170569,0.0,10875,4056,6
273,0.5463087,0.0,10875,9690,6
274,0.5792279,1.0,10875,10873,6
275,0.62013596,1.0,10875,10877,6
276,0.562093,1.0,10875,10878,6
277,0.61841816,0.0,10875,10879,6
278,0.5419888,1.0,10876,902,6
279,0.5125862,1.0,10876,10873,6
280,0.59170246,1.0,10877,10874,6
281,0.5544805,1.0,10877,10875,6
282,0.5523883,1.0,10877,10878,6
283,0.59194344,1.0,10878,10875,6
284,0.64337504,1.0,10878,10877,6
285,0.59284025,0.0,10879,10875,6
286,0.6175214,0.0,156,9815,7
287,0.5890956,0.0,850,857,7
288,0.52780676,0.0,857,850,7
289,0.55398154,0.0,857,9816,7
290,0.56198275,0.0,6180,9818,7
291,0.5184698,0.0,6696,9819,7
292,0.5858266,0.0,7654,9762,7
293,0.57341796,0.0,9762,7654,7
294,0.6303976,1.0,9762,9763,7
295,0.6069232,1.0,9762,9764,7
296,0.51097995,1.0,9763,9762,7
297,0.5764603,1.0,9763,9765,7
298,0.56580627,1.0,9763,9766,7
299,0.50907,1.0,9764,9762,7
300,0.5760264,1.0,9764,9765,7
301,0.5574051,1.0,9764,9767,7
302,0.60150766,1.0,9765,9763,7
303,0.57666093,1.0,9765,9764,7
304,0.5735778,1.0,9765,9767,7
305,0.55974317,0.0,9765,9771,7
306,0.54890823,0.0,9765,12473,7
307,0.669437,1.0,9766,9763,7
308,0.6258589,1.0,9766,9816,7
309,0.5783887,1.0,9767,9764,7
310,0.6018927,1.0,9767,9765,7
311,0.5956678,0.0,9771,9765,7
312,0.55849254,0.0,9815,156,7
313,0.53971124,1.0,9815,9816,7
314,0.55956286,1.0,9815,9817,7
315,0.59647703,0.0,9816,857,7
316,0.6323984,1.0,9816,9766,7
317,0.6598129,1.0,9816,9815,7
318,0.5931441,1.0,9816,9818,7
319,0.54488444,0.0,9816,9819,7
320,0.6018953,1.0,9817,9815,7
321,0.5338884,1.0,9817,9818,7
322,0.53419924,1.0,9817,9820,7
323,0.5681715,0.0,9818,6180,7
324,0.5646647,1.0,9818,9816,7
325,0.583177,1.0,9818,9817,7
326,0.55193627,1.0,9818,9820,7
327,0.5240947,0.0,9819,6696,7
328,0.54369044,0.0,9819,9816,7
329,0.56767243,1.0,9820,9817,7
330,0.53981805,1.0,9820,9818,7
331,0.60737777,0.0,12473,9765,7
332,0.5197568,1.0,8789,8790,8
333,0.51929075,1.0,8789,8791,8
334,0.5981665,1.0,8789,8792,8
335,0.5507327,1.0,8790,8789,8
336,0.5796099,1.0,8790,8793,8
337,0.544848,1.0,8791,8789,8
338,0.5681455,1.0,8791,8793,8
339,0.57003164,1.0,8791,8794,8
340,0.5784415,1.0,8792,8789,8
341,0.5894061,1.0,8793,8790,8
342,0.59083706,1.0,8793,8791,8
343,0.57774156,1.0,8793,8794,8
344,0.6092204,1.0,8794,8791,8
345,0.60389715,1.0,8794,8793,8
346,0.5944743,0.0,732,12362,9
347,0.6065187,1.0,1697,1698,9
348,0.5908121,1.0,1697,1699,9
349,0.5925203,1.0,1697,12363,9
350,0.5157907,1.0,1698,1697,9
351,0.5118774,1.0,1698,1700,9
352,0.56703055,0.0,1698,8123,9
353,0.5869465,0.0,1698,10795,9
354,0.54126257,1.0,1699,1697,9
355,0.5365021,1.0,1699,1700,9
356,0.5688259,1.0,1699,1701,9
357,0.503761,0.0,1699,9127,9
358,0.5643305,0.0,1699,13022,9
359,0.62663496,1.0,1700,1698,9
360,0.6213604,1.0,1700,1699,9
361,0.61028284,1.0,1700,1701,9
362,0.58773464,1.0,1701,1699,9
363,0.55063903,1.0,1701,1700,9
364,0.57036245,0.0,6975,12362,9
365,0.5804607,0.0,8123,1698,9
366,0.6443008,0.0,9127,1699,9
367,0.60266525,0.0,10795,1698,9
368,0.5671748,1.0,12359,12360,9
369,0.5294542,1.0,12359,12361,9
370,0.53397506,0.0,12359,12362,9
371,0.5533582,1.0,12359,12363,9
372,0.5532251,1.0,12360,12359,9
373,0.5023716,1.0,12360,12364,9
374,0.5489502,1.0,12361,12359,9
375,0.504035,1.0,12361,12364,9
376,0.50709903,1.0,12361,12365,9
377,0.55975384,0.0,12362,732,9
378,0.5546,0.0,12362,6975,9
379,0.5576517,0.0,12362,12359,9
380,0.61267483,1.0,12363,1697,9
381,0.6512146,1.0,12363,12359,9
382,0.5824148,1.0,12364,12360,9
383,0.5435251,1.0,12364,12361,9
384,0.5540476,1.0,12364,12365,9
385,0.5575506,1.0,12365,12361,9
386,0.55936515,1.0,12365,12364,9
387,0.621679,0.0,13022,1699,9
388,0.58187693,0.0,8254,9600,10
389,0.58452505,0.0,8894,9601,10
390,0.577314,1.0,9599,9600,10
391,0.62318504,1.0,9599,9601,10
392,0.6093664,1.0,9599,9602,10
393,0.5561175,0.0,9600,8254,10
394,0.6178212,1.0,9600,9599,10
395,0.61279386,1.0,9600,9603,10
396,0.5986686,0.0,9601,8894,10
397,0.61024994,1.0,9601,9599,10
398,0.6059737,1.0,9601,9603,10
399,0.5727426,1.0,9601,9604,10
400,0.6088648,1.0,9602,9599,10
401,0.5859586,1.0,9603,9600,10
402,0.6213256,1.0,9603,9601,10
403,0.5733216,1.0,9603,9604,10
404,0.6148467,1.0,9604,9601,10
405,0.60697824,1.0,9604,9603,10
406,0.6340745,0.0,732,12362,11
407,0.6007737,1.0,1697,1698,11
408,0.5589639,1.0,1697,1699,11
409,0.63017315,1.0,1697,12363,11
410,0.60098046,1.0,1698,1697,11
411,0.5689798,1.0,1698,1700,11
412,0.62365,0.0,1698,8123,11
413,0.61280257,0.0,1698,10795,11
414,0.61017203,1.0,1699,1697,11
415,0.57184696,1.0,1699,1700,11
416,0.56633294,1.0,1699,1701,11
417,0.62293565,0.0,1699,9127,11
418,0.64245903,0.0,1699,13022,11
419,0.55731094,1.0,1700,1698,11
420,0.5217769,1.0,1700,1699,11
421,0.50968176,1.0,1700,1701,11
422,0.53379387,1.0,1701,1699,11
423,0.5397107,1.0,1701,1700,11
424,0.5669695,0.0,6975,12362,11
425,0.6413547,0.0,8123,1698,11
426,0.5461426,0.0,9127,1699,11
427,0.53986204,0.0,10795,1698,11
428,0.6135546,1.0,12359,12360,11
429,0.51700985,1.0,12359,12361,11
430,0.5477924,0.0,12359,12362,11
431,0.56247246,1.0,12359,12363,11
432,0.55840945,1.0,12360,12359,11
433,0.5653988,1.0,12360,12364,11
434,0.55115217,1.0,12361,12359,11
435,0.5535419,1.0,12361,12364,11
436,0.5535804,1.0,12361,12365,11
437,0.5615108,0.0,12362,732,11
438,0.57289416,0.0,12362,6975,11
439,0.5515467,0.0,12362,12359,11
440,0.5809075,1.0,12363,1697,11
441,0.56880647,1.0,12363,12359,11
442,0.6682684,1.0,12364,12360,11
443,0.57811224,1.0,12364,12361,11
444,0.5740131,1.0,12364,12365,11
445,0.6079508,1.0,12365,12361,11
446,0.59798896,1.0,12365,12364,11
447,0.5219322,0.0,13022,1699,11
448,0.56190765,0.0,567,12212,12
449,0.52937156,0.0,572,5572,12
450,0.5662809,0.0,736,7132,12
451,0.58532834,0.0,1244,12215,12
452,0.62599367,0.0,5568,5572,12
453,0.5851854,0.0,5572,572,12
454,0.5085248,0.0,5572,5568,12
455,0.4993249,0.0,5572,7127,12
456,0.5332399,0.0,6650,7126,12
457,0.60401773,0.0,7126,6650,12
458,0.55064374,1.0,7126,7127,12
459,0.5489126,1.0,7126,7128,12
460,0.58649915,0.0,7126,7129,12
461,0.6090628,0.0,7127,5572,12
462,0.6271581,1.0,7127,7126,12
463,0.5902884,1.0,7127,7130,12
464,0.59254897,1.0,7127,7131,12
465,0.61050755,0.0,7127,7132,12
466,0.6062009,1.0,7128,7126,12
467,0.56509984,1.0,7128,7130,12
468,0.59544694,1.0,7128,7133,12
469,0.57885754,0.0,7129,7126,12
470,0.56604457,1.0,7130,7127,12
471,0.5651476,1.0,7130,7128,12
472,0.59547424,1.0,7130,7133,12
473,0.5322942,1.0,7131,7127,12
474,0.5494278,1.0,7131,12213,12
475,0.49736908,0.0,7132,736,12
476,0.48924428,0.0,7132,7127,12
477,0.603357,1.0,7133,7128,12
478,0.6125799,1.0,7133,7130,12
479,0.6094475,0.0,7934,12211,12
480,0.57086927,1.0,12210,12211,12
481,0.56516254,1.0,12210,12212,12
482,0.63664544,0.0,12211,7934,12
483,0.6195856,1.0,12211,12210,12
484,0.6057542,1.0,12211,12213,12
485,0.62313896,0.0,12211,12214,12
486,0.604212,0.0,12212,567,12
487,0.55195355,1.0,12212,12210,12
488,0.5500141,1.0,12212,12213,12
489,0.59994376,1.0,12212,12215,12
490,0.5530888,1.0,12213,7131,12
491,0.5845195,1.0,12213,12211,12
492,0.5809291,1.0,12213,12212,12
493,0.60618055,1.0,12213,12215,12
494,0.59348947,0.0,12214,12211,12
495,0.5457613,0.0,12215,1244,12
496,0.56380236,1.0,12215,12212,12
497,0.5311374,1.0,12215,12213,12
498,0.5385445,0.0,12215,12216,12
499,0.6115775,0.0,12216,12215,12
500,0.6149567,0.0,1175,5794,13
501,0.5638378,0.0,1244,5800,13
502,0.5418546,1.0,4965,4966,13
503,0.50875247,1.0,4965,4967,13
504,0.50386816,0.0,4965,4968,13
505,0.531695,1.0,4965,5801,13
506,0.6597113,1.0,4966,4965,13
507,0.6737382,1.0,4966,4969,13
508,0.672058,0.0,4966,7351,13
509,0.5834296,1.0,4967,4965,13
510,0.60259676,1.0,4967,4969,13
511,0.55635315,1.0,4967,4970,13
512,0.6604293,0.0,4967,9682,13
513,0.5619491,0.0,4968,4965,13
514,0.5766348,1.0,4969,4966,13
515,0.53504115,1.0,4969,4967,13
516,0.511046,1.0,4969,4970,13
517,0.5507231,1.0,4970,4967,13
518,0.5631202,1.0,4970,4969,13
519,0.5084149,1.0,5791,5792,13
520,0.5350051,1.0,5791,5793,13
521,0.6183229,1.0,5792,5791,13
522,0.6345808,1.0,5792,5794,13
523,0.64247537,1.0,5793,5791,13
524,0.6610637,1.0,5793,5794,13
525,0.59796375,1.0,5793,5798,13
526,0.5473926,0.0,5794,1175,13
527,0.5226355,1.0,5794,5792,13
528,0.5468601,1.0,5794,5793,13
529,0.55580467,1.0,5794,5798,13
530,0.551217,0.0,5794,5799,13
531,0.5458147,0.0,5794,8988,13
532,0.5498514,1.0,5798,5793,13
533,0.6294797,1.0,5798,5794,13
534,0.5364993,0.0,5798,5800,13
535,0.58460677,1.0,5798,5801,13
536,0.5416716,0.0,5799,5794,13
537,0.6028956,0.0,5800,1244,13
538,0.6179102,0.0,5800,5798,13
539,0.5741117,1.0,5801,4965,13
540,0.5679079,1.0,5801,5798,13
541,0.59134036,0.0,7351,4966,13
542,0.6182795,0.0,8988,5794,13
543,0.6198289,0.0,9682,4967,13
544,0.51899856,1.0,87,88,14
545,0.50954014,1.0,87,89,14
546,0.5339681,1.0,88,87,14
547,0.56422275,1.0,88,90,14
548,0.64068645,1.0,88,91,14
549,0.530253,1.0,89,87,14
550,0.56293964,1.0,89,90,14
551,0.5931341,1.0,89,92,14
552,0.579545,1.0,90,88,14
553,0.5702589,1.0,90,89,14
554,0.6020756,1.0,90,92,14
555,0.62673783,0.0,90,96,14
556,0.6244402,0.0,90,97,14
557,0.5252916,1.0,91,88,14
558,0.5676776,1.0,92,89,14
559,0.5679745,1.0,92,90,14
560,0.56553006,0.0,96,90,14
561,0.5873068,0.0,97,90,14
562,0.5916685,1.0,898,899,15
563,0.6089506,1.0,898,900,15
564,0.6282676,1.0,899,898,15
565,0.6115074,1.0,899,901,15
566,0.59009147,1.0,900,898,15
567,0.58580816,1.0,900,901,15
568,0.5407707,1.0,900,902,15
569,0.5616753,0.0,900,7851,15
570,0.5471006,1.0,901,899,15
571,0.5540291,1.0,901,900,15
572,0.5349508,1.0,901,902,15
573,0.56263006,0.0,901,903,15
574,0.6043668,0.0,901,904,15
575,0.50159305,0.0,901,905,15
576,0.6295759,0.0,901,4110,15
577,0.49419293,0.0,901,9493,15
578,0.612441,1.0,902,900,15
579,0.61991566,1.0,902,901,15
580,0.5886268,1.0,902,10876,15
581,0.6170796,0.0,903,901,15
582,0.54685163,0.0,904,901,15
583,0.5435254,0.0,905,901,15
584,0.5775123,0.0,3598,10875,15
585,0.5252916,0.0,4056,10875,15
586,0.53656125,0.0,4110,901,15
587,0.5710959,0.0,7851,900,15
588,0.5735429,0.0,9493,901,15
589,0.5289732,0.0,9690,10875,15
590,0.5935381,1.0,10873,10874,15
591,0.61571264,1.0,10873,10875,15
592,0.5695031,1.0,10873,10876,15
593,0.632089,1.0,10874,10873,15
594,0.6169626,1.0,10874,10877,15
595,0.5202367,0.0,10875,3598,15
596,0.53564054,0.0,10875,4056,15
597,0.53191465,0.0,10875,9690,15
598,0.5744714,1.0,10875,10873,15
599,0.56685346,1.0,10875,10877,15
600,0.5983749,1.0,10875,10878,15
601,0.52276564,0.0,10875,10879,15
602,0.5068665,1.0,10876,902,15
603,0.5721385,1.0,10876,10873,15
604,0.552693,1.0,10877,10874,15
605,0.5698923,1.0,10877,10875,15
606,0.62027264,1.0,10877,10878,15
607,0.58947325,1.0,10878,10875,15
608,0.60013914,1.0,10878,10877,15
609,0.57461935,0.0,10879,10875,15
610,0.57028234,0.0,2208,7902,16
611,0.53828406,1.0,7899,7900,16
612,0.5340375,1.0,7899,7901,16
613,0.48878643,0.0,7899,10211,16
614,0.5276693,1.0,7900,7899,16
615,0.5406181,1.0,7900,7902,16
616,0.57169783,1.0,7900,7903,16
617,0.52332544,1.0,7901,7899,16
618,0.5478217,1.0,7901,7902,16
619,0.5658373,1.0,7901,7904,16
620,0.5335218,0.0,7902,2208,16
621,0.55951136,1.0,7902,7900,16
622,0.54954183,1.0,7902,7901,16
623,0.54147357,1.0,7902,7904,16
624,0.52448815,0.0,7902,9095,16
625,0.5869548,1.0,7903,7900,16
626,0.54850674,1.0,7904,7901,16
627,0.51216394,1.0,7904,7902,16
628,0.57311755,0.0,9095,7902,16
629,0.44355083,0.0,10211,7899,16
630,0.5640891,1.0,8789,8790,17
631,0.5746543,1.0,8789,8791,17
632,0.59044105,1.0,8789,8792,17
633,0.56007195,1.0,8790,8789,17
634,0.5479682,1.0,8790,8793,17
635,0.65286636,1.0,8791,8789,17
636,0.64907885,1.0,8791,8793,17
637,0.67111635,1.0,8791,8794,17
638,0.5143941,1.0,8792,8789,17
639,0.54593027,1.0,8793,8790,17
640,0.56108695,1.0,8793,8791,17
641,0.60237294,1.0,8793,8794,17
642,0.5934184,1.0,8794,8791,17
643,0.60816073,1.0,8794,8793,17
644,0.5486062,1.0,898,899,18
645,0.59695905,1.0,898,900,18
646,0.5534758,1.0,899,898,18
647,0.58583426,1.0,899,901,18
648,0.53097194,1.0,900,898,18
649,0.5536052,1.0,900,901,18
650,0.5790242,1.0,900,902,18
651,0.51089764,0.0,900,7851,18
652,0.5380665,1.0,901,899,18
653,0.5898085,1.0,901,900,18
654,0.5853542,1.0,901,902,18
655,0.59523445,0.0,901,903,18
656,0.60346144,0.0,901,904,18
657,0.5858489,0.0,901,905,18
658,0.57980466,0.0,901,4110,18
659,0.52430874,0.0,901,9493,18
660,0.6477639,1.0,902,900,18
661,0.6277851,1.0,902,901,18
662,0.5860313,1.0,902,10876,18
663,0.5773144,0.0,903,901,18
664,0.5673628,0.0,904,901,18
665,0.5702255,0.0,905,901,18
666,0.5746286,0.0,3598,10875,18
667,0.6182099,0.0,4056,10875,18
668,0.5845669,0.0,4110,901,18
669,0.6377873,0.0,7851,900,18
670,0.6169772,0.0,9493,901,18
671,0.6132565,0.0,9690,10875,18
672,0.55586195,1.0,10873,10874,18
673,0.5853547,1.0,10873,10875,18
674,0.5438297,1.0,10873,10876,18
675,0.67361057,1.0,10874,10873,18
676,0.6578784,1.0,10874,10877,18
677,0.6060629,0.0,10875,3598,18
678,0.5795161,0.0,10875,4056,18
679,0.5574471,0.0,10875,9690,18
680,0.61416173,1.0,10875,10873,18
681,0.5969803,1.0,10875,10877,18
682,0.57146454,1.0,10875,10878,18
683,0.581602,0.0,10875,10879,18
684,0.59435606,1.0,10876,902,18
685,0.57884055,1.0,10876,10873,18
686,0.5625275,1.0,10877,10874,18
687,0.5928494,1.0,10877,10875,18
688,0.5558689,1.0,10877,10878,18
689,0.6346445,1.0,10878,10875,18
690,0.61579627,1.0,10878,10877,18
691,0.5671588,0.0,10879,10875,18
692,0.6058543,1.0,898,899,19
693,0.59109694,1.0,898,900,19
694,0.5965385,1.0,899,898,19
695,0.59054035,1.0,899,901,19
696,0.6039095,1.0,900,898,19
697,0.58760047,1.0,900,901,19
698,0.5317174,1.0,900,902,19
699,0.5399623,0.0,900,7851,19
700,0.5764049,1.0,901,899,19
701,0.5591339,1.0,901,900,19
702,0.5210038,1.0,901,902,19
703,0.57519734,0.0,901,903,19
704,0.50108176,0.0,901,904,19
705,0.6527966,0.0,901,905,19
706,0.49724552,0.0,901,4110,19
707,0.4925083,0.0,901,9493,19
708,0.54329324,1.0,902,900,19
709,0.56134236,1.0,902,901,19
710,0.58109426,1.0,902,10876,19
