,Probability,GT,P1,P2,Run
57,0.5666582,1.0,8658,8661,2
58,0.5156194,1.0,8659,8657,2
59,0.5393241,1.0,8659,8660,2
60,0.5216104,1.0,8659,8662,2
61,0.52804255,0.0,8660,7435,2
62,0.51236725,1.0,8660,8658,2
63,0.53214866,1.0,8660,8659,2
64,0.51111555,1.0,8660,8662,2
65,0.47512794,0.0,8660,8663,2
66,0.54333246,0.0,8660,8664,2
67,0.53500515,0.0,8660,8665,2
68,0.5435325,0.0,8660,8666,2
69,0.48519903,0.0,8660,10163,2
70,0.5343011,1.0,8661,8658,2
71,0.60525626,1.0,8662,8659,2
72,0.59449774,1.0,8662,8660,2
73,0.55201507,0.0,8663,8660,2
74,0.5143185,0.0,8664,8660,2
75,0.5176584,0.0,8665,8660,2
76,0.4646829,0.0,8666,8660,2
77,0.5852817,0.0,10163,8660,2
78,0.4934655,0.0,5557,8585,3
79,0.51925206,0.0,8585,5557,3
80,0.52128226,1.0,8585,8586,3
81,0.5068458,1.0,8585,8587,3
82,0.46632406,0.0,8585,8588,3
83,0.6281794,0.0,8585,8589,3
84,0.5055852,0.0,8585,13252,3
85,0.50656736,1.0,8586,8585,3
86,0.5053476,1.0,8586,8590,3
87,0.56716806,1.0,8586,8591,3
88,0.50488764,1.0,8587,8585,3
89,0.5081567,1.0,8587,8590,3
90,0.5189467,1.0,8587,8592,3
91,0.51262534,0.0,8588,8585,3
92,0.39652836,0.0,8589,8585,3
93,0.54996806,1.0,8590,8586,3
94,0.54469657,1.0,8590,8587,3
95,0.5446473,1.0,8590,8592,3
96,0.533474,1.0,8591,8586,3
97,0.51036906,1.0,8592,8587,3
98,0.49801573,1.0,8592,8590,3
99,0.5427418,0.0,13252,8585,3
100,0.52795583,0.0,605,1315,4
101,0.48590562,0.0,1315,605,4
102,0.53458446,1.0,1315,1316,4
103,0.53304803,1.0,1315,1317,4
104,0.5020478,0.0,1315,1318,4
105,0.4925704,0.0,1315,1319,4
106,0.5181634,1.0,1316,1315,4
107,0.50533706,1.0,1316,1320,4
108,0.5245011,1.0,1317,1315,4
109,0.51322776,1.0,1317,1320,4
110,0.5685828,1.0,1317,1325,4
111,0.48340952,0.0,1317,1326,4
112,0.5420493,1.0,1317,1327,4
113,0.48649082,0.0,1317,10543,4
114,0.39977857,0.0,1318,1315,4
115,0.519824,0.0,1319,1315,4
116,0.55963165,1.0,1320,1316,4
117,0.56122285,1.0,1320,1317,4
118,0.59411967,1.0,1320,1325,4
119,0.51829416,0.0,1320,9409,4
120,0.5351101,1.0,1325,1317,4
121,0.51260704,1.0,1325,1320,4
122,0.46666142,0.0,1325,1328,4
123,0.50012904,0.0,1325,3354,4
124,0.49245948,0.0,1326,1317,4
125,0.5215588,1.0,1327,1317,4
126,0.6051097,0.0,1328,1325,4
127,0.5740824,0.0,3354,1325,4
128,0.48414388,0.0,9409,1320,4
129,0.49783438,0.0,10540,10543,4
130,0.5602302,0.0,10543,1317,4
131,0.54343224,0.0,10543,10540,4
132,0.49256465,0.0,1549,2422,5
133,0.5777863,1.0,2418,2419,5
134,0.5160324,1.0,2418,2420,5
135,0.58882815,0.0,2418,2421,5
136,0.6289301,1.0,2419,2418,5
137,0.587307,1.0,2419,2422,5
138,0.7316901,1.0,2419,2423,5
139,0.5318746,1.0,2420,2418,5
140,0.4896387,1.0,2420,2422,5
141,0.5386834,1.0,2420,2424,5
142,0.5554483,0.0,2421,2418,5
143,0.5035072,0.0,2422,1549,5
144,0.5433007,1.0,2422,2419,5
145,0.473682,1.0,2422,2420,5
146,0.550782,1.0,2422,2424,5
147,0.45764235,0.0,2422,2427,5
148,0.46353456,0.0,2422,2428,5
149,0.48507142,0.0,2422,9922,5
150,0.67791855,1.0,2423,2419,5
151,0.50815785,1.0,2424,2420,5
152,0.5342564,1.0,2424,2422,5
153,0.4533083,0.0,2427,2422,5
154,0.48576045,0.0,2428,2422,5
155,0.4913037,0.0,9922,2422,5
156,0.5552046,0.0,7190,10404,6
157,0.57534057,1.0,10402,10403,6
158,0.5535871,1.0,10402,10404,6
159,0.5011783,1.0,10403,10402,6
160,0.52483886,1.0,10403,10407,6
161,0.49363798,0.0,10403,10408,6
162,0.5453661,0.0,10404,7190,6
163,0.5194012,1.0,10404,10402,6
164,0.55810803,1.0,10404,10407,6
165,0.54991746,1.0,10404,10409,6
166,0.5326257,1.0,10407,10403,6
167,0.51226795,1.0,10407,10404,6
168,0.49521738,1.0,10407,10409,6
169,0.57453036,1.0,10407,10410,6
170,0.44269952,0.0,10407,10411,6
171,0.4368788,0.0,10407,10412,6
172,0.52074534,0.0,10408,10403,6
173,0.56535745,1.0,10409,10404,6
174,0.55208033,1.0,10409,10407,6
175,0.55603105,0.0,10409,10413,6
176,0.5048358,1.0,10410,10407,6
177,0.48973036,0.0,10411,10407,6
178,0.46969062,0.0,10412,10407,6
179,0.4156804,0.0,10412,10796,6
180,0.45468554,0.0,10413,10409,6
181,0.45750362,0.0,10796,10412,6
182,0.5040884,1.0,8287,8288,7
183,0.49428517,1.0,8287,8289,7
184,0.51658076,1.0,8288,8287,7
185,0.5309559,1.0,8288,8293,7
186,0.5343663,1.0,8289,8287,7
187,0.54593134,1.0,8289,8293,7
188,0.51898825,1.0,8289,8299,7
189,0.5658466,0.0,8289,8300,7
190,0.51500297,1.0,8293,8288,7
191,0.5079662,1.0,8293,8289,7
192,0.5010507,1.0,8293,8299,7
193,0.42678934,0.0,8293,8301,7
194,0.474983,0.0,8293,8302,7
195,0.49455822,0.0,8293,10541,7
196,0.5136136,1.0,8299,8289,7
197,0.5293055,1.0,8299,8293,7
198,0.55571145,1.0,8299,8303,7
199,0.51300454,0.0,8300,8289,7
200,0.48381966,0.0,8301,8293,7
201,0.55061495,0.0,8302,8293,7
202,0.5573855,1.0,8303,8299,7
203,0.4974962,0.0,10541,8293,7
204,0.507686,0.0,605,1315,8
205,0.5039834,0.0,1315,605,8
206,0.54133195,1.0,1315,1316,8
207,0.5236818,1.0,1315,1317,8
208,0.55959153,0.0,1315,1318,8
209,0.59410703,0.0,1315,1319,8
210,0.5314455,1.0,1316,1315,8
211,0.54021746,1.0,1316,1320,8
212,0.52866364,1.0,1317,1315,8
213,0.5421323,1.0,1317,1320,8
214,0.53393143,1.0,1317,1325,8
215,0.47370586,0.0,1317,1326,8
216,0.505024,1.0,1317,1327,8
217,0.45591447,0.0,1317,10543,8
218,0.5019793,0.0,1318,1315,8
219,0.4623463,0.0,1319,1315,8
220,0.5291609,1.0,1320,1316,8
221,0.5094258,1.0,1320,1317,8
222,0.52139467,1.0,1320,1325,8
223,0.53251994,0.0,1320,9409,8
224,0.5606032,1.0,1325,1317,8
225,0.5750627,1.0,1325,1320,8
226,0.55949426,0.0,1325,1328,8
227,0.5203208,0.0,1325,3354,8
228,0.44953555,0.0,1326,1317,8
229,0.5668585,1.0,1327,1317,8
230,0.48713395,0.0,1328,1325,8
231,0.5239633,0.0,3354,1325,8
232,0.511725,0.0,9409,1320,8
233,0.4614843,0.0,10540,10543,8
234,0.49434823,0.0,10543,1317,8
235,0.45491132,0.0,10543,10540,8
236,0.5261161,0.0,327,1895,9
237,0.54705864,1.0,1893,1894,9
238,0.5202989,1.0,1893,1895,9
239,0.5778626,1.0,1893,1896,9
240,0.58115304,0.0,1893,2909,9
241,0.5901768,0.0,1893,7342,9
242,0.5590242,1.0,1894,1893,9
243,0.53305656,1.0,1894,1897,9
244,0.5118527,0.0,1894,1898,9
245,0.47058824,0.0,1895,327,9
246,0.53193325,1.0,1895,1893,9
247,0.5069556,1.0,1895,1897,9
248,0.55394495,1.0,1895,1899,9
249,0.42117882,0.0,1895,4919,9
250,0.5153528,0.0,1895,6049,9
251,0.5074584,1.0,1896,1893,9
252,0.524777,1.0,1897,1894,9
253,0.5011736,1.0,1897,1895,9
254,0.59488606,1.0,1897,1899,9
255,0.4469171,0.0,1898,1894,9
256,0.5000539,1.0,1899,1895,9
257,0.55367357,1.0,1899,1897,9
258,0.5496331,0.0,2904,2909,9
259,0.5592928,0.0,2909,1893,9
260,0.52688676,0.0,2909,2904,9
261,0.4443217,0.0,2909,9996,9
262,0.49527442,0.0,4919,1895,9
263,0.4900355,0.0,6049,1895,9
264,0.5541634,0.0,7339,7342,9
265,0.5279637,0.0,7340,7342,9
266,0.4695086,0.0,7340,7346,9
267,0.5420487,0.0,7342,1893,9
268,0.52281564,0.0,7342,7339,9
269,0.47844237,0.0,7342,7340,9
270,0.48096666,0.0,7342,7346,9
271,0.5970555,0.0,7342,7349,9
272,0.46460015,0.0,7346,7340,9
273,0.5345779,0.0,7346,7342,9
274,0.56058085,0.0,7349,7342,9
275,0.5210062,0.0,9996,2909,9
276,0.58389837,0.0,1902,4262,10
277,0.5250751,0.0,3153,4261,10
278,0.5487721,0.0,3592,4262,10
279,0.5026001,1.0,4260,4261,10
280,0.53346527,1.0,4260,4262,10
281,0.52418876,1.0,4260,4263,10
282,0.47633252,0.0,4261,3153,10
283,0.50230765,1.0,4261,4260,10
284,0.55004764,1.0,4261,4264,10
285,0.47483662,0.0,4261,4265,10
286,0.4741516,0.0,4261,9642,10
287,0.5379358,0.0,4262,1902,10
288,0.49904677,0.0,4262,3592,10
289,0.50228816,1.0,4262,4260,10
290,0.5596352,1.0,4262,4264,10
291,0.50450116,1.0,4262,4266,10
292,0.46267343,0.0,4262,7461,10
293,0.5697235,1.0,4263,4260,10
294,0.5181649,1.0,4264,4261,10
295,0.53882843,1.0,4264,4262,10
296,0.50019974,1.0,4264,4266,10
297,0.5711608,0.0,4265,4261,10
298,0.5614575,1.0,4266,4262,10
299,0.57936186,1.0,4266,4264,10
300,0.60747415,0.0,7461,4262,10
301,0.5582641,0.0,9642,4261,10
302,0.50156355,1.0,691,692,11
303,0.50589275,1.0,691,693,11
304,0.48013994,1.0,692,691,11
305,0.53807956,1.0,692,694,11
306,0.43513036,0.0,692,9126,11
307,0.5399936,1.0,693,691,11
308,0.58929324,1.0,693,694,11
309,0.52708274,1.0,693,695,11
310,0.4798792,0.0,693,696,11
311,0.5500458,0.0,693,5136,11
312,0.5230093,1.0,694,692,11
313,0.52383435,1.0,694,693,11
314,0.53241575,1.0,694,695,11
315,0.5337318,1.0,694,697,11
316,0.48872685,0.0,694,698,11
317,0.4762499,0.0,694,699,11
318,0.4898554,0.0,694,700,11
319,0.5067562,1.0,695,693,11
320,0.5881969,1.0,695,694,11
321,0.5822368,0.0,695,2971,11
322,0.52817124,0.0,696,693,11
323,0.62201256,1.0,697,694,11
324,0.563511,0.0,698,694,11
325,0.57618517,0.0,699,694,11
326,0.5188359,0.0,699,6481,11
327,0.5659907,0.0,700,694,11
328,0.45794684,0.0,700,1152,11
329,0.4853982,0.0,700,2834,11
330,0.5018471,0.0,1152,700,11
331,0.40431744,0.0,2834,700,11
332,0.47575727,0.0,2971,695,11
333,0.47603276,0.0,5136,693,11
334,0.43465856,0.0,6481,699,11
335,0.45733306,0.0,9126,692,11
336,0.52403235,0.0,824,11357,12
337,0.5075118,0.0,2547,11356,12
338,0.5867376,0.0,11202,11356,12
339,0.57102156,0.0,11273,11357,12
340,0.57640564,1.0,11355,11356,12
341,0.56358063,1.0,11355,11357,12
342,0.59662634,0.0,11356,2547,12
343,0.53018856,0.0,11356,11202,12
344,0.5473887,1.0,11356,11355,12
345,0.5999069,1.0,11356,11360,12
346,0.50109464,0.0,11357,824,12
347,0.49939996,0.0,11357,11273,12
348,0.5392536,1.0,11357,11355,12
349,0.5965393,1.0,11357,11360,12
350,0.5256241,1.0,11357,11361,12
351,0.5583468,1.0,11360,11356,12
352,0.5365293,1.0,11360,11357,12
353,0.505574,1.0,11360,11361,12
354,0.7287893,1.0,11360,11362,12
355,0.4966037,0.0,11360,11363,12
356,0.5362771,1.0,11361,11357,12
357,0.57823426,1.0,11361,11360,12
358,0.48413944,0.0,11361,11364,12
359,0.62620926,1.0,11362,11360,12
360,0.6086905,0.0,11363,11360,12
361,0.5326653,0.0,11364,11361,12
362,0.48949432,0.0,995,7597,13
363,0.62422144,0.0,2789,7598,13
364,0.44862837,0.0,5806,11022,13
365,0.5516728,0.0,7410,7598,13
366,0.51548505,1.0,7596,7597,13
367,0.563001,1.0,7596,7598,13
368,0.48273775,1.0,7596,7599,13
369,0.4411775,0.0,7597,995,13
370,0.4817673,1.0,7597,7596,13
371,0.50644684,1.0,7597,7600,13
372,0.48508227,0.0,7597,7601,13
373,0.5206289,0.0,7598,2789,13
374,0.50232005,0.0,7598,7410,13
375,0.51774377,1.0,7598,7596,13
376,0.5438365,1.0,7598,7600,13
377,0.60795707,1.0,7598,7602,13
378,0.46878585,1.0,7599,7596,13
379,0.51304424,1.0,7599,11020,13
380,0.5365782,1.0,7600,7597,13
381,0.58190525,1.0,7600,7598,13
382,0.5902126,1.0,7600,7602,13
383,0.5154959,0.0,7601,7597,13
384,0.60910106,1.0,7602,7598,13
385,0.5614357,1.0,7602,7600,13
386,0.48613808,0.0,10875,11022,13
387,0.55313337,1.0,11018,11019,13
388,0.55065376,1.0,11018,11020,13
389,0.5187728,1.0,11019,11018,13
390,0.5362978,1.0,11019,11021,13
391,0.5282746,1.0,11020,7599,13
392,0.5275708,1.0,11020,11018,13
393,0.54514563,1.0,11020,11021,13
394,0.5102697,1.0,11020,11022,13
395,0.5736797,0.0,11020,12496,13
396,0.5448323,1.0,11021,11019,13
397,0.5434785,1.0,11021,11020,13
398,0.47558978,1.0,11021,11022,13
399,0.6032675,0.0,11022,5806,13
400,0.612125,0.0,11022,10875,13
401,0.5659987,1.0,11022,11020,13
402,0.53231394,1.0,11022,11021,13
403,0.51911557,0.0,11022,11023,13
404,0.4788586,0.0,11023,11022,13
405,0.5293742,0.0,12492,12496,13
406,0.52091485,0.0,12496,11020,13
407,0.52199775,0.0,12496,12492,13
408,0.42187476,0.0,672,12037,14
409,0.5620205,0.0,1017,12041,14
410,0.463284,0.0,12037,672,14
411,0.45443916,1.0,12037,12038,14
412,0.51973873,1.0,12037,12039,14
413,0.41181538,0.0,12037,12040,14
414,0.50317764,1.0,12038,12037,14
415,0.5662863,1.0,12038,12041,14
416,0.61126506,1.0,12038,12042,14
417,0.4764181,1.0,12039,12037,14
418,0.54456496,1.0,12039,12041,14
419,0.5468742,1.0,12039,12043,14
420,0.49808177,0.0,12040,12037,14
421,0.58456516,0.0,12041,1017,14
422,0.5068031,1.0,12041,12038,14
423,0.571441,1.0,12041,12039,14
424,0.56036496,1.0,12041,12043,14
425,0.5326265,1.0,12042,12038,14
426,0.51140404,1.0,12043,12039,14
427,0.506028,1.0,12043,12041,14
428,0.47437733,0.0,22,10182,15
429,0.41824394,0.0,3892,10183,15
430,0.50490266,0.0,6101,10184,15
431,0.48817587,0.0,8540,10185,15
432,0.5424042,0.0,9906,10184,15
433,0.4923565,0.0,10047,10185,15
434,0.50682914,1.0,10180,10181,15
435,0.5037975,1.0,10180,10182,15
436,0.44261333,0.0,10180,10183,15
437,0.4665271,0.0,10180,10184,15
438,0.45211557,0.0,10180,10185,15
439,0.5675606,1.0,10180,10186,15
440,0.5106483,1.0,10181,10180,15
441,0.50571287,1.0,10181,10187,15
442,0.4678334,0.0,10181,10930,15
443,0.47765538,0.0,10182,22,15
444,0.50719064,1.0,10182,10180,15
445,0.5144376,1.0,10182,10187,15
446,0.54946727,1.0,10182,10188,15
447,0.504898,0.0,10182,11750,15
448,0.51610345,0.0,10183,3892,15
449,0.55079794,0.0,10183,10180,15
450,0.4337799,0.0,10184,6101,15
451,0.42231098,0.0,10184,9906,15
452,0.48527417,0.0,10184,10180,15
453,0.4726763,0.0,10185,8540,15
454,0.4017418,0.0,10185,10047,15
455,0.4978198,0.0,10185,10180,15
456,0.5569392,1.0,10186,10180,15
457,0.5514034,1.0,10187,10181,15
458,0.5484793,1.0,10187,10182,15
459,0.5921459,1.0,10187,10188,15
460,0.5016427,1.0,10188,10182,15
461,0.5170873,1.0,10188,10187,15
462,0.5082167,0.0,10930,10181,15
463,0.5262831,0.0,11750,10182,15
464,0.57245886,0.0,2830,3520,16
465,0.63675857,1.0,3518,3519,16
466,0.572617,1.0,3518,3520,16
467,0.6199954,1.0,3518,3521,16
468,0.523299,1.0,3519,3518,16
469,0.48946097,1.0,3519,3522,16
470,0.4719356,0.0,3519,3523,16
471,0.4632681,0.0,3519,3524,16
472,0.5509516,0.0,3520,2830,16
473,0.5482574,1.0,3520,3518,16
474,0.517098,1.0,3520,3522,16
475,0.52583045,1.0,3520,3525,16
476,0.53813034,0.0,3520,3526,16
477,0.49131134,0.0,3520,3527,16
478,0.50368994,0.0,3520,4070,16
479,0.7152776,1.0,3521,3518,16
480,0.58275634,1.0,3522,3519,16
481,0.50468755,1.0,3522,3520,16
482,0.5266425,1.0,3522,3525,16
483,0.57553256,0.0,3523,3519,16
484,0.5406663,0.0,3524,3519,16
485,0.5047749,1.0,3525,3520,16
486,0.504752,1.0,3525,3522,16
487,0.4671283,0.0,3526,3520,16
488,0.5410803,0.0,3527,3520,16
489,0.48552296,0.0,4070,3520,16
490,0.5214061,1.0,5282,5283,17
491,0.5204965,1.0,5282,5284,17
492,0.51712686,1.0,5283,5282,17
493,0.51249236,1.0,5283,5290,17
494,0.53653914,1.0,5284,5282,17
495,0.5334881,1.0,5284,5290,17
496,0.5872126,1.0,5284,5291,17
497,0.5495035,0.0,5284,9807,17
498,0.5191757,1.0,5290,5283,17
499,0.5233191,1.0,5290,5284,17
500,0.5187414,1.0,5290,5291,17
501,0.43262696,0.0,5290,5292,17
502,0.5219119,0.0,5290,7026,17
503,0.4008523,0.0,5290,7303,17
504,0.52614063,1.0,5291,5284,17
505,0.46203896,1.0,5291,5290,17
506,0.5773758,1.0,5291,5293,17
507,0.44410655,0.0,5291,5294,17
508,0.48766494,0.0,5292,5290,17
509,0.5079479,1.0,5293,5291,17
510,0.54435325,0.0,5294,5291,17
511,0.4748503,0.0,5294,11004,17
512,0.43122843,0.0,7026,5290,17
513,0.49115077,0.0,7303,5290,17
514,0.5870574,0.0,9807,5284,17
515,0.44000918,0.0,11004,5294,17
516,0.42876893,0.0,1851,3558,18
517,0.5660396,1.0,3549,3550,18
518,0.5503868,1.0,3549,3551,18
519,0.5598892,1.0,3550,3549,18
520,0.5286186,1.0,3550,3558,18
521,0.54178554,1.0,3551,3549,18
522,0.49863857,1.0,3551,3558,18
523,0.58954966,1.0,3551,3559,18
524,0.50317776,0.0,3551,3560,18
525,0.53111076,0.0,3558,1851,18
526,0.5547095,1.0,3558,3550,18
527,0.53319246,1.0,3558,3551,18
528,0.59130764,1.0,3558,3559,18
529,0.45916945,0.0,3558,5829,18
530,0.56772554,1.0,3559,3551,18
531,0.5340605,1.0,3559,3558,18
532,0.5963098,1.0,3559,3561,18
533,0.46328607,0.0,3560,3551,18
534,0.5785639,1.0,3561,3559,18
535,0.47646934,0.0,5829,3558,18
536,0.45280814,0.0,897,10426,19
537,0.4781601,0.0,4280,10425,19
538,0.4820745,0.0,6135,6137,19
539,0.48605454,0.0,6137,6135,19
540,0.5453533,0.0,6137,6140,19
541,0.5273677,0.0,6137,6141,19
542,0.47894448,0.0,6137,6142,19
543,0.5163875,0.0,6137,6143,19
544,0.48496217,0.0,6137,10423,19
545,0.4861081,0.0,6140,6137,19
546,0.56046313,0.0,6140,6141,19
547,0.44055587,0.0,6141,6137,19
548,0.5364543,0.0,6141,6140,19
549,0.5178313,0.0,6142,6137,19
550,0.49733517,0.0,6143,6137,19
551,0.44225782,0.0,6351,6355,19
552,0.48545614,0.0,6355,6351,19
553,0.43009496,0.0,6355,10423,19
554,0.50618815,0.0,9202,10425,19
555,0.52387106,1.0,10422,10423,19
556,0.5392415,1.0,10422,10424,19
557,0.48165926,0.0,10423,6137,19
558,0.47149083,0.0,10423,6355,19
559,0.60651636,1.0,10423,10422,19
560,0.548187,1.0,10423,10425,19
561,0.48879433,0.0,10423,10426,19
562,0.54085994,1.0,10423,10427,19
563,0.56921124,1.0,10424,10422,19
564,0.5212879,1.0,10424,10425,19
565,0.50795513,1.0,10424,10428,19
566,0.56179553,0.0,10425,4280,19
567,0.5388839,0.0,10425,9202,19
568,0.51915354,1.0,10425,10423,19
569,0.53245145,1.0,10425,10424,19
570,0.5386364,1.0,10425,10428,19
571,0.49835083,0.0,10425,10431,19
572,0.51639944,0.0,10426,897,19
573,0.49320987,0.0,10426,10423,19
574,0.43929103,1.0,10427,10423,19
575,0.52374804,1.0,10428,10424,19
576,0.5412969,1.0,10428,10425,19
577,0.46078998,0.0,10431,10425,19
578,0.5265867,0.0,8418,12987,20
579,0.44442,0.0,12987,8418,20
580,0.51519495,1.0,12987,12988,20
581,0.46117064,1.0,12987,12989,20
582,0.43623683,0.0,12987,12990,20
583,0.53031784,1.0,12988,12987,20
584,0.5114758,1.0,12988,12991,20
585,0.5436423,1.0,12988,12992,20
586,0.5514151,1.0,12989,12987,20
587,0.5233178,1.0,12989,12991,20
588,0.53173244,1.0,12989,12993,20
589,0.4981895,0.0,12990,12987,20
590,0.5796529,1.0,12991,12988,20
591,0.52966565,1.0,12991,12989,20
592,0.5056324,1.0,12991,12993,20
593,0.46864015,0.0,12991,12995,20
594,0.48922226,0.0,12991,12996,20
595,0.5778314,0.0,12991,12997,20
596,0.46787348,0.0,12991,12998,20
597,0.5085091,0.0,12991,12999,20
598,0.49300835,0.0,12991,13000,20
599,0.51963073,1.0,12992,12988,20
600,0.5333491,1.0,12993,12989,20
601,0.51110274,1.0,12993,12991,20
602,0.4028941,0.0,12995,12991,20
603,0.52499247,0.0,12996,12991,20
604,0.43928736,0.0,12997,12991,20
605,0.45221844,0.0,12998,12991,20
606,0.44146225,0.0,12999,12991,20
607,0.43596083,0.0,13000,12991,20
608,0.5080616,0.0,1549,2422,21
609,0.50122577,1.0,2418,2419,21
610,0.5158891,1.0,2418,2420,21
611,0.5087735,0.0,2418,2421,21
612,0.5912296,1.0,2419,2418,21
613,0.63604337,1.0,2419,2422,21
614,0.744494,1.0,2419,2423,21
615,0.51425594,1.0,2420,2418,21
616,0.54899544,1.0,2420,2422,21
617,0.5688468,1.0,2420,2424,21
618,0.45247152,0.0,2421,2418,21
619,0.5062275,0.0,2422,1549,21
620,0.48959556,1.0,2422,2419,21
621,0.5064499,1.0,2422,2420,21
622,0.52858526,1.0,2422,2424,21
623,0.5128457,0.0,2422,2427,21
624,0.46204662,0.0,2422,2428,21
625,0.5170769,0.0,2422,9922,21
626,0.6126567,1.0,2423,2419,21
627,0.520544,1.0,2424,2420,21
628,0.5271287,1.0,2424,2422,21
629,0.47269902,0.0,2427,2422,21
630,0.5303276,0.0,2428,2422,21
631,0.52395713,0.0,9922,2422,21
632,0.56148416,0.0,678,7649,22
633,0.5256321,0.0,715,7649,22
634,0.4696825,0.0,1159,7648,22
635,0.54877263,0.0,3648,7644,22
636,0.49364668,0.0,7644,3648,22
637,0.50910324,1.0,7644,7645,22
638,0.50958157,1.0,7644,7646,22
639,0.48318273,0.0,7644,7647,22
640,0.5565861,1.0,7645,7644,22
641,0.5614849,1.0,7645,7648,22
642,0.57902586,0.0,7645,7649,22
643,0.5553935,1.0,7645,7650,22
644,0.486576,0.0,7645,7651,22
645,0.5298049,1.0,7646,7644,22
646,0.5274617,1.0,7646,7648,22
647,0.54162675,1.0,7646,7652,22
648,0.4759003,0.0,7647,7644,22
649,0.43794903,0.0,7648,1159,22
650,0.5120745,1.0,7648,7645,22
651,0.5264157,1.0,7648,7646,22
652,0.5028817,1.0,7648,7652,22
653,0.48442158,0.0,7648,7655,22
654,0.45900488,0.0,7648,7656,22
655,0.3986446,0.0,7649,678,22
656,0.41392443,0.0,7649,715,22
657,0.4878087,0.0,7649,7645,22
658,0.54064816,1.0,7650,7645,22
659,0.6357355,0.0,7651,7645,22
660,0.5322518,1.0,7652,7646,22
661,0.5035081,1.0,7652,7648,22
662,0.49536866,0.0,7655,7648,22
663,0.55331784,0.0,7656,7648,22
664,0.52295434,1.0,4313,4314,23
665,0.5034341,1.0,4313,4315,23
666,0.50592405,1.0,4314,4313,23
667,0.47056586,1.0,4314,4316,23
668,0.5531288,1.0,4315,4313,23
669,0.51778615,1.0,4315,4316,23
670,0.59012043,1.0,4315,4318,23
671,0.46902564,0.0,4315,4319,23
672,0.5177143,0.0,4315,4320,23
673,0.59815717,0.0,4315,4321,23
674,0.5288212,0.0,4315,5760,23
675,0.53607875,1.0,4316,4314,23
676,0.52524036,1.0,4316,4315,23
677,0.5857043,1.0,4316,4318,23
678,0.57419413,0.0,4316,4322,23
679,0.5505012,0.0,4316,4323,23
680,0.51665264,1.0,4318,4315,23
681,0.5155188,1.0,4318,4316,23
682,0.5688608,1.0,4318,4324,23
683,0.4633516,0.0,4319,4315,23
684,0.36288816,0.0,4320,4315,23
685,0.47608262,0.0,4321,4315,23
686,0.45109668,0.0,4322,4316,23
687,0.4819131,0.0,4323,4316,23
688,0.59646076,1.0,4324,4318,23
689,0.48010704,0.0,5760,4315,23
690,0.4581312,1.0,4197,4198,24
691,0.49123478,1.0,4197,4199,24
692,0.44314852,0.0,4197,4200,24
693,0.49928662,0.0,4197,6923,24
694,0.5024535,1.0,4198,4197,24
695,0.50760764,1.0,4198,4201,24
696,0.5072586,1.0,4199,4197,24
697,0.51531917,1.0,4199,4201,24
698,0.53858566,1.0,4199,4206,24
699,0.5983189,1.0,4199,4207,24
700,0.48642978,0.0,4200,4197,24
701,0.5169708,1.0,4201,4198,24
702,0.5492056,1.0,4201,4199,24
